"Status","Year","Sexual_orientation","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Scottish Government","AA/AO","170","150","23840","23230"
"Leaver CS","2022","Heterosexual / straight","Scottish Government","EO","100","90","31330","30040"
"Leaver CS","2022","Heterosexual / straight","Scottish Government","G6/G7","80","70","66850","69690"
"Leaver CS","2022","Heterosexual / straight","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Scottish Government","SEO/HEO","160","150","41770","40290"
"Leaver CS","2022","Heterosexual / straight","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","The National Archives","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Statistics Authority","AA/AO","160","110","19920","19610"
"Leaver CS","2022","Heterosexual / straight","UK Statistics Authority","EO","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Statistics Authority","SEO/HEO","100","100","33710","32600"
"Leaver CS","2022","Heterosexual / straight","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Welsh Government","AA/AO","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Welsh Government","EO","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Welsh Government","G6/G7","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Welsh Government","SEO/HEO","80","70","39600","38160"
"Leaver CS","2022","LGBO","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Education","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Levelling Up, Housing and Communities","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Work and Pensions","AA/AO","180","180","21480","21260"
"Leaver CS","2022","LGBO","Department for Work and Pensions","EO","280","260","28470","27570"
"Leaver CS","2022","LGBO","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department of Health and Social Care","EO","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Department of Health and Social Care","SEO/HEO","50","30","[c]","[c]"
"Leaver CS","2022","LGBO","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Estyn","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Home Office","EO","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Home Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Justice","AA/AO","330","320","20350","20370"
"Leaver CS","2022","LGBO","Ministry of Justice","EO","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Justice","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Ministry of Justice","Unknown","90","80","[c]","[c]"
"Leaver CS","2022","LGBO","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Secretary of State for Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","The National Archives","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","UK Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","AA/AO","90","60","21150","21590"
"Leaver CS","2022","Undeclared","Department for Transport","EO","80","60","27790","26780"
"Leaver CS","2022","Undeclared","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","AA/AO","230","180","21350","21260"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","EO","320","260","28170","27570"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","SEO/HEO","60","60","40100","38450"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","AA/AO","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","EO","130","60","25770","25080"
