"Status","Year","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Welsh Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","20-29","150","140","29370","26950"
"Leaver CS","2022","Attorney General's Departments","30-39","140","140","44820","51250"
"Leaver CS","2022","Attorney General's Departments","40-49","100","80","53700","55000"
"Leaver CS","2022","Attorney General's Departments","50-59","130","120","49540","52640"
"Leaver CS","2022","Attorney General's Departments","60-64","100","80","50200","55610"
"Leaver CS","2022","Attorney General's Departments","65+","50","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","20-29","240","240","31840","29250"
"Leaver CS","2022","Cabinet Office","30-39","220","220","49900","52750"
"Leaver CS","2022","Cabinet Office","40-49","140","130","64750","63640"
"Leaver CS","2022","Cabinet Office","50-59","130","120","64280","58920"
"Leaver CS","2022","Cabinet Office","60-64","60","50","54410","51030"
"Leaver CS","2022","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","20-29","240","230","30740","27680"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","30-39","190","190","42590","40050"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","40-49","120","110","44780","40050"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","50-59","100","90","43010","38530"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","60-64","90","80","41010","39650"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","65+","70","50","36650","32730"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","20-29","70","70","33910","34020"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","20-29","150","150","31410","28500"
"Leaver CS","2022","Department for Education","30-39","110","100","41910","36780"
"Leaver CS","2022","Department for Education","40-49","60","60","48170","42950"
"Leaver CS","2022","Department for Education","50-59","60","50","52570","50630"
"Leaver CS","2022","Department for Education","60-64","60","50","49510","51140"
"Leaver CS","2022","Department for Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","20-29","330","330","23190","21510"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","30-39","160","150","27230","24920"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","40-49","140","130","29900","25900"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","50-59","140","120","34120","30710"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","60-64","110","100","34220","30400"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","65+","60","50","[c]","[c]"
"Leaver CS","2022","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","20-29","110","110","[c]","[c]"
"Leaver CS","2022","Department for International Trade","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","20-29","80","80","29150","27850"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","20-29","250","240","26660","21840"
"Leaver CS","2022","Department for Transport","30-39","230","210","33180","29230"
"Leaver CS","2022","Department for Transport","40-49","220","200","33660","26780"
"Leaver CS","2022","Department for Transport","50-59","220","210","32940","26780"
"Leaver CS","2022","Department for Transport","60-64","180","150","32410","26780"
"Leaver CS","2022","Department for Transport","65+","170","130","29400","26780"
"Leaver CS","2022","Department for Work and Pensions","16-19","50","50","22140","21260"
"Leaver CS","2022","Department for Work and Pensions","20-29","1970","1930","25200","24250"
"Leaver CS","2022","Department for Work and Pensions","30-39","1370","1290","27770","27570"
"Leaver CS","2022","Department for Work and Pensions","40-49","1200","1090","28150","27570"
"Leaver CS","2022","Department for Work and Pensions","50-59","1780","1590","28240","27570"
"Leaver CS","2022","Department for Work and Pensions","60-64","1300","1010","29290","27570"
"Leaver CS","2022","Department for Work and Pensions","65+","1210","840","26100","26120"
"Leaver CS","2022","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","20-29","780","530","28660","27140"
"Leaver CS","2022","Department of Health and Social Care","30-39","770","570","39470","37190"
"Leaver CS","2022","Department of Health and Social Care","40-49","660","510","47810","42480"
"Leaver CS","2022","Department of Health and Social Care","50-59","660","530","50700","45840"
"Leaver CS","2022","Department of Health and Social Care","60-64","210","160","54490","45920"
"Leaver CS","2022","Department of Health and Social Care","65+","120","100","50570","40070"
"Leaver CS","2022","Estyn","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","20-29","120","30","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","30-39","80","50","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","40-49","60","40","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","50-59","60","30","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","60-64","60","30","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","65+","40","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","20-29","90","90","27150","25850"
"Leaver CS","2022","HM Land Registry","30-39","50","50","30870","27130"
"Leaver CS","2022","HM Land Registry","40-49","60","60","37790","33840"
"Leaver CS","2022","HM Land Registry","50-59","90","80","34840","33840"
"Leaver CS","2022","HM Land Registry","60-64","60","40","34510","33840"
"Leaver CS","2022","HM Land Registry","65+","50","30","34500","27170"
"Leaver CS","2022","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","20-29","990","940","25800","24500"
"Leaver CS","2022","HM Revenue and Customs","30-39","660","610","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","40-49","510","440","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","50-59","1040","890","32080","23250"
"Leaver CS","2022","HM Revenue and Customs","60-64","1050","810","33990","28920"
"Leaver CS","2022","HM Revenue and Customs","65+","700","480","30010","26950"
"Leaver CS","2022","HM Treasury","20-29","110","110","[c]","[c]"
"Leaver CS","2022","HM Treasury","30-39","70","70","[c]","[c]"
"Leaver CS","2022","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","20-29","420","400","28120","25040"
"Leaver CS","2022","Home Office","30-39","350","330","32190","25360"
"Leaver CS","2022","Home Office","40-49","260","230","34680","26960"
"Leaver CS","2022","Home Office","50-59","440","370","34320","28650"
"Leaver CS","2022","Home Office","60-64","360","280","33780","29080"
"Leaver CS","2022","Home Office","65+","260","180","28060","25630"
"Leaver CS","2022","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","20-29","870","860","26210","25560"
"Leaver CS","2022","Ministry of Defence","30-39","750","720","32770","32530"
"Leaver CS","2022","Ministry of Defence","40-49","590","560","35060","33000"
"Leaver CS","2022","Ministry of Defence","50-59","1000","960","34980","33300"
"Leaver CS","2022","Ministry of Defence","60-64","1030","960","35560","33300"
"Leaver CS","2022","Ministry of Defence","65+","790","690","31030","26930"
"Leaver CS","2022","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","16-19","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","20-29","2980","2930","23010","20970"
"Leaver CS","2022","Ministry of Justice","30-39","2130","2010","28230","22680"
"Leaver CS","2022","Ministry of Justice","40-49","1260","1170","31120","23720"
"Leaver CS","2022","Ministry of Justice","50-59","1580","1440","29670","21650"
"Leaver CS","2022","Ministry of Justice","60-64","940","780","29970","21570"
"Leaver CS","2022","Ministry of Justice","65+","850","610","24860","20970"
"Leaver CS","2022","National Crime Agency","20-29","40","40","[c]","[c]"
"Leaver CS","2022","National Crime Agency","30-39","60","60","40320","39190"
"Leaver CS","2022","National Crime Agency","40-49","50","50","[c]","[c]"
"Leaver CS","2022","National Crime Agency","50-59","90","80","47060","43710"
"Leaver CS","2022","National Crime Agency","60-64","60","60","43730","43220"
"Leaver CS","2022","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","50-59","50","50","63380","74890"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","20-29","70","70","29490","26210"
"Leaver CS","2022","Office of Gas and Electricity Markets","30-39","70","70","41790","37960"
"Leaver CS","2022","Office of Gas and Electricity Markets","40-49","60","60","56860","51510"
"Leaver CS","2022","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","270","260","26680","25420"
"Leaver CS","2022","Scottish Government","30-39","210","200","31690","30020"
"Leaver CS","2022","Scottish Government","40-49","170","160","37670","34010"
"Leaver CS","2022","Scottish Government","50-59","290","280","38520","35000"
"Leaver CS","2022","Scottish Government","60-64","300","260","42450","36130"
"Leaver CS","2022","Scottish Government","65+","180","130","35170","30450"
"Leaver CS","2022","The National Archives","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","20-29","190","180","24890","23050"
"Leaver CS","2022","UK Statistics Authority","30-39","100","100","32960","30210"
"Leaver CS","2022","UK Statistics Authority","40-49","60","50","33330","30210"
"Leaver CS","2022","UK Statistics Authority","50-59","90","70","32340","23620"
"Leaver CS","2022","UK Statistics Authority","60-64","60","40","26770","19980"
"Leaver CS","2022","UK Statistics Authority","65+","80","50","23990","20350"
"Leaver CS","2022","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","60","50","55260","47000"
"Leaver CS","2022","Welsh Government","65+","50","40","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","70","70","30070","27350"
"Leaver Dept.","2021","Attorney General's Departments","30-39","60","50","47770","51250"
"Leaver Dept.","2021","Attorney General's Departments","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","20-29","750","750","32910","32000"
"Leaver Dept.","2021","Cabinet Office","30-39","390","390","44900","39380"
"Leaver Dept.","2021","Cabinet Office","40-49","160","150","53240","54470"
"Leaver Dept.","2021","Cabinet Office","50-59","80","80","52500","53280"
"Leaver Dept.","2021","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","20-29","230","220","36630","33570"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","30-39","210","190","44920","50000"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","40-49","100","90","49770","51510"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","20-29","90","90","38080","32620"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","30-39","80","80","48730","49720"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","20-29","90","90","35090","33300"
"Leaver Dept.","2021","Department for Education","30-39","90","90","44370","43670"
"Leaver Dept.","2021","Department for Education","40-49","60","50","51480","50630"
"Leaver Dept.","2021","Department for Education","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","20-29","220","210","33490","33120"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","30-39","150","140","39910","36970"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","40-49","100","100","44820","40020"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","50-59","60","60","40730","38750"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","20-29","130","130","35490","32120"
"Leaver Dept.","2021","Department for International Trade","30-39","70","70","46230","50700"
"Leaver Dept.","2021","Department for International Trade","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","20-29","130","130","32940","34330"
"Leaver Dept.","2021","Department for Transport","30-39","160","150","38120","35430"
"Leaver Dept.","2021","Department for Transport","40-49","70","70","41010","35070"
"Leaver Dept.","2021","Department for Transport","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","20-29","370","360","27940","27570"
"Leaver Dept.","2021","Department for Work and Pensions","30-39","370","350","30300","27570"
"Leaver Dept.","2021","Department for Work and Pensions","40-49","350","330","31590","27570"
"Leaver Dept.","2021","Department for Work and Pensions","50-59","280","270","32370","27570"
"Leaver Dept.","2021","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","20-29","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","30-39","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","40-49","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","20-29","140","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","30-39","130","40","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","40-49","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","20-29","580","580","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","30-39","520","500","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","40-49","340","320","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","50-59","230","230","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","20-29","60","60","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","30-39","60","60","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","20-29","350","340","30840","28670"
"Leaver Dept.","2021","Home Office","30-39","350","330","35000","29860"
"Leaver Dept.","2021","Home Office","40-49","230","210","41660","31680"
"Leaver Dept.","2021","Home Office","50-59","130","120","38880","31610"
"Leaver Dept.","2021","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
