"Status","Year","Profession_of_post","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Transport","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions","White","50","40","35030","34290"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Treasury","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Treasury","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","White","40","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence","White","290","280","39420","38070"
"Leaver CS","2022","Project Delivery","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Government","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Welsh Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Welsh Government","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Cabinet Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Levelling Up, Housing and Communities","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Transport","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs","White","70","50","35930","31120"
"Leaver CS","2022","Property","Home Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Home Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Home Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Home Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence","White","160","150","32540","33300"
"Leaver CS","2022","Property","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Government","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Welsh Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Welsh Government","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Ministry of Defence","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
