"Status","Year","Parent_department","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","340","340","41080","36500"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Grants Management","50","40","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","No function","200","200","44250","38540"
"Leaver Dept.","2021","Department for International Trade","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Department for Transport (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Department for Transport (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Department for Transport (excl. agencies)","Unknown","190","190","45150","42460"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Licensing Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Licensing Agency","No function","60","60","22320","21170"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Standards Agency","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Maritime and Coastguard Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Maritime and Coastguard Agency","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Vehicle Certification Agency","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","Unknown","1350","1300","30090","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Health and Safety Executive","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Health and Safety Executive","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Health and Safety Executive","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Unknown","170","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Public Health England","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Public Health England","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Public Health England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Public Health England","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","ESTYN","ESTYN","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Department for International Development","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Department for International Development","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Department for International Development","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Department for International Development","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Department for International Development","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Department for International Development","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","FCDO Services","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Foreign and Commonwealth Office (excl. agencies)","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","160","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Unknown","1620","1570","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Valuation Office Agency","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Valuation Office Agency","Property","60","60","30980","25860"
"Leaver Dept.","2021","HM Treasury","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Government Internal Audit Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Government Internal Audit Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Government Internal Audit Agency","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","HM Treasury (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","HM Treasury (excl. agencies)","No function","100","100","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","National Infrastructure Commission","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","National Infrastructure Commission","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Office for Budget Responsibility","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Home Office (incl. agencies)","Unknown","1070","1020","35760","29860"
"Leaver Dept.","2021","Ministry of Defence","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Defence Equipment and Support","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Defence Equipment and Support","Project Delivery","210","200","32920","30660"
"Leaver Dept.","2021","Ministry of Defence","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Defence Equipment and Support","Unknown","140","130","34590","32710"
"Leaver Dept.","2021","Ministry of Defence","Defence Science and Technology Laboratory","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Defence Science and Technology Laboratory","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Ministry of Defence (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Ministry of Defence (excl. agencies)","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Ministry of Defence (excl. agencies)","Project Delivery","70","70","46990","41480"
"Leaver Dept.","2021","Ministry of Defence","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Ministry of Defence (excl. agencies)","Unknown","160","150","37170","33300"
"Leaver Dept.","2021","Ministry of Defence","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Submarine Delivery Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","UK Hydrographic Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","UK Hydrographic Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","UK Hydrographic Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Analysis","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","No function","250","240","40700","33960"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Planning Inspectorate","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Queen Elizabeth II Centre","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Queen Elizabeth II Centre","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Criminal Injuries Compensation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Criminal Injuries Compensation Authority","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Criminal Injuries Compensation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","HM Courts and Tribunals Service","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","HM Courts and Tribunals Service","No function","310","290","23200","20470"
"Leaver Dept.","2021","Ministry of Justice","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","HM Prison and Probation Service","No function","380","370","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Legal Aid Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Legal Aid Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Legal Aid Agency","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Analysis","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Finance","60","60","46440","41970"
"Leaver Dept.","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Human Resources","70","70","42620","36800"
"Leaver Dept.","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","No function","160","160","39660","36800"
"Leaver Dept.","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Office of the Public Guardian","No function","90","80","22200","21170"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Northern Ireland Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","No function","50","50","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
