"Status","Year","Profession_of_post","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Security","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Security","460","440","31860","28750"
"Leaver CS","2022","Security","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Security","80","80","33420","39070"
"Leaver CS","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Security","110","110","29040","25540"
"Leaver CS","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Heterosexual / straight","Analysis","50","50","[c]","[c]"
"Leaver CS","2022","Statistics","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","LGBO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Communications","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Digital, Data & Technology","80","80","57610","56340"
"Leaver CS","2022","Unknown","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Human Resources","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","No function","640","580","48390","42890"
"Leaver CS","2022","Unknown","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Security","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Unknown","820","750","32700","27570"
"Leaver CS","2022","Unknown","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","No function","60","60","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Unknown","80","70","29500","27570"
"Leaver CS","2022","Unknown","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","No function","80","80","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","110","60","29100","27570"
"Leaver CS","2022","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","120","120","80090","71460"
"Leaver CS","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","No function","380","350","37100","32000"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Security","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","5910","4880","30050","27570"
"Leaver CS","2022","Veterinarian","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Commercial","70","70","37770","37360"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Communications","80","80","46600","45200"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Communications","50","50","41260","39080"
"Leaver Dept.","2021","Communications","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","Digital, Data & Technology","70","70","43860","39470"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Digital, Data & Technology","50","50","48900","48990"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Heterosexual / straight","Analysis","60","60","43390","38600"
"Leaver Dept.","2021","Economics","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Finance","100","100","46570","45200"
"Leaver Dept.","2021","Finance","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Finance","40","40","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Human Resources","190","180","38600","33600"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Human Resources","60","60","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Heterosexual / straight","No function","70","70","46140","40930"
"Leaver Dept.","2021","International Trade","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","No function","60","60","44800","41660"
"Leaver Dept.","2021","Knowledge and Information Management","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Legal","70","60","51700","51940"
"Leaver Dept.","2021","Legal","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Legal","40","30","[c]","[c]"
"Leaver Dept.","2021","Medicine","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","Legal","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","No function","820","800","28470","22680"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Heterosexual / straight","Unknown","370","350","29340","25180"
"Leaver Dept.","2021","Operational Delivery","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","No function","80","70","27940","22570"
"Leaver Dept.","2021","Operational Delivery","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
