"Status","Year","Parent_department","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","HM Revenue and Customs","EO","Property","120","90","25840","25500"
"Leaver CS","2021","HM Revenue and Customs","EO","Unknown","1170","960","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","G6/G7","Unknown","340","300","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","SEO/HEO","Property","60","50","40680","42900"
"Leaver CS","2021","HM Revenue and Customs","SEO/HEO","Unknown","1110","970","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","Unknown","340","340","[c]","[c]"
"Leaver CS","2021","HM Treasury","AA/AO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","AA/AO","Operational Delivery","230","170","21430","21430"
"Leaver CS","2021","Home Office","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","AA/AO","Unknown","200","160","21490","21010"
"Leaver CS","2021","Home Office","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","EO","Operational Delivery","240","200","26900","27240"
"Leaver CS","2021","Home Office","EO","Other","50","40","[c]","[c]"
"Leaver CS","2021","Home Office","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","EO","Unknown","160","140","26410","26730"
"Leaver CS","2021","Home Office","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","G6/G7","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Home Office","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SEO/HEO","Operational Delivery","60","50","36190","35380"
"Leaver CS","2021","Home Office","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","SEO/HEO","Unknown","110","100","36490","35760"
"Leaver CS","2021","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","AA/AO","Human Resources","40","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","AA/AO","Medicine","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","AA/AO","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","AA/AO","Other","410","380","20570","20920"
"Leaver CS","2021","Ministry of Defence","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","AA/AO","Property","60","50","18240","18260"
"Leaver CS","2021","Ministry of Defence","AA/AO","Science and Engineering","100","90","19280","17710"
"Leaver CS","2021","Ministry of Defence","AA/AO","Security","290","280","27890","23540"
"Leaver CS","2021","Ministry of Defence","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","EO","Medicine","40","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","EO","Other","330","320","27150","28190"
"Leaver CS","2021","Ministry of Defence","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","EO","Project Delivery","60","60","22440","25640"
"Leaver CS","2021","Ministry of Defence","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","EO","Science and Engineering","70","60","24300","25190"
"Leaver CS","2021","Ministry of Defence","EO","Security","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Medicine","40","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Science and Engineering","40","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SCS","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Commercial","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Finance","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Medicine","60","60","38410","37890"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Other","230","220","35300","34180"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Project Delivery","160","150","36940","37340"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Property","60","60","36940","36100"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Science and Engineering","160","150","35810","35620"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Other","170","170","35750","32700"
"Leaver CS","2021","Ministry of Defence","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","EO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","EO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","AA/AO","Operational Delivery","3850","3500","19970","19930"
"Leaver CS","2021","Ministry of Justice","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","AA/AO","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Operational Delivery","370","340","24450","24440"
"Leaver CS","2021","Ministry of Justice","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Psychology","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","EO","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
