"Status","Year","Region_ITL2","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Inner London - East","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Digital, Data & Technology","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","No function","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Unknown","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Unknown","HM Revenue and Customs","80","80","[c]","[c]"
"Leaver Dept.","2021","Inner London - East","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data & Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Human Resources","Cabinet Office","90","90","43630","34620"
"Leaver Dept.","2021","Inner London - West","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Legal","Attorney General's Departments","100","100","45950","50250"
"Leaver Dept.","2021","Inner London - West","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","No function","Cabinet Office","400","390","47110","41820"
"Leaver Dept.","2021","Inner London - West","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","No function","Department for Business, Energy and Industrial Strategy","320","290","47620","40220"
"Leaver Dept.","2021","Inner London - West","No function","Department for Digital, Culture, Media and Sport","160","160","46530","49600"
"Leaver Dept.","2021","Inner London - West","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","No function","Department for Environment, Food and Rural Affairs","270","260","41510","35620"
"Leaver Dept.","2021","Inner London - West","No function","Department for International Trade","140","140","41900","37610"
"Leaver Dept.","2021","Inner London - West","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","No function","HM Treasury","110","100","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","No function","Ministry of Housing, Communities and Local Government","220","220","41200","34030"
"Leaver Dept.","2021","Inner London - West","No function","Ministry of Justice","230","230","37720","30850"
"Leaver Dept.","2021","Inner London - West","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","No function","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","No function","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Foreign, Commonwealth and Development Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Department for Education","150","140","44570","40780"
"Leaver Dept.","2021","Inner London - West","Unknown","Department for Transport","190","190","45370","42460"
"Leaver Dept.","2021","Inner London - West","Unknown","Department for Work and Pensions","130","130","45520","38990"
"Leaver Dept.","2021","Inner London - West","Unknown","Department of Health and Social Care","140","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Foreign, Commonwealth and Development Office","200","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","HM Revenue and Customs","230","220","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Home Office","380","360","46840","41960"
"Leaver Dept.","2021","Inner London - West","Unknown","Ministry of Defence","60","60","45220","42200"
"Leaver Dept.","2021","Inner London - West","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inner London - West","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","No function","Ministry of Justice","30","30","[c]","[c]"
"Leaver Dept.","2021","Kent","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Kent","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Unknown","Department for Work and Pensions","70","70","31650","27570"
"Leaver Dept.","2021","Lancashire","Unknown","HM Revenue and Customs","90","90","[c]","[c]"
"Leaver Dept.","2021","Lancashire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","No function","Ministry of Justice","30","30","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Lincolnshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Communications","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Merseyside","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
