"Status","Year","Disability","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Department for Transport","50","50","40800","42230"
"Leaver Dept.","2021","Undeclared","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","HM Revenue and Customs","50","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","60","60","46440","40050"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Department for International Trade","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Ministry of Defence","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","United Kingdom Statistics Authority","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Cabinet Office","530","530","36270","32000"
"Leaver Dept.","2021","Unknown","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","150","140","37340","33640"
"Leaver Dept.","2021","Unknown","Unknown","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Environment, Food and Rural Affairs","540","530","38310","34730"
"Leaver Dept.","2021","Unknown","Unknown","Department for International Trade","100","100","39680","37610"
"Leaver Dept.","2021","Unknown","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Work and Pensions","110","110","30620","27570"
"Leaver Dept.","2021","Unknown","Unknown","Department of Health and Social Care","160","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Foreign, Commonwealth and Development Office","120","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","HM Revenue and Customs","720","700","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Home Office","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Ministry of Defence","70","60","41500","42350"
"Leaver Dept.","2021","Unknown","Unknown","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Ministry of Justice","150","150","31670","26410"
"Leaver Dept.","2021","Unknown","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","United Kingdom Statistics Authority","70","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Cabinet Office","100","100","39550","33300"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Department for Education","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Department for Transport","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Department for Work and Pensions","270","260","30210","27570"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Department of Health and Social Care","280","240","38870","34530"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Home Office","70","70","35450","29240"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Ministry of Defence","80","70","36050","33300"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Ministry of Justice","160","160","33220","29910"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Department for Work and Pensions","60","60","27540","27570"
"Leaver Dept.","2022","Declared disabled","LGBO","Department of Health and Social Care","70","50","33520","28590"
"Leaver Dept.","2022","Declared disabled","LGBO","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Department of Health and Social Care","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","HM Revenue and Customs","100","90","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Attorney General's Departments","120","120","42310","33630"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Cabinet Office","710","700","47210","40600"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Competition and Markets Authority","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","400","380","44320","40050"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Department for Digital, Culture, Media and Sport","130","130","45130","38330"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Department for Education","250","240","43100","37720"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Department for Environment, Food and Rural Affairs","290","290","28490","24920"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Department for International Trade","80","80","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Department for Levelling Up, Housing and Communities","220","220","41650","36340"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Department for Transport","340","330","37220","34710"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Department for Work and Pensions","1800","1760","29500","27570"
