"Status","Year","Function_of_post","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Internal Audit","SCS","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Westminster","30","30","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Westminster","50","50","28390","27350"
"Leaver CS","2022","Legal","EO","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Westminster","170","160","58530","55000"
"Leaver CS","2022","Legal","G6/G7","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Westminster","40","30","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Aberdeen City and Aberdeenshire","40","30","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Angus and Dundee City","60","50","21300","21260"
"Leaver CS","2022","No function","AA/AO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Barnet","40","30","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Barnsley, Doncaster and Rotherham","150","140","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","70","60","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Bedford","80","70","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Bexley and Greenwich","120","110","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Birmingham","250","230","20610","20970"
"Leaver CS","2022","No function","AA/AO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Blackpool","220","200","21070","21260"
"Leaver CS","2022","No function","AA/AO","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Breckland and South Norfolk","80","70","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Bristol, City of","140","140","20590","20970"
"Leaver CS","2022","No function","AA/AO","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Buckinghamshire","80","70","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Cambridgeshire CC","120","110","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Camden and City of London","70","60","23040","23610"
"Leaver CS","2022","No function","AA/AO","Cardiff and Vale of Glamorgan","130","110","20630","20970"
"Leaver CS","2022","No function","AA/AO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Central Hampshire","80","80","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Cheshire East","40","40","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Chorley and West Lancashire","100","90","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","City of Edinburgh","50","40","22780","22000"
"Leaver CS","2022","No function","AA/AO","Clackmannanshire and Fife","50","40","22000","21260"
"Leaver CS","2022","No function","AA/AO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Cornwall and Isles of Scilly","60","50","20950","21260"
"Leaver CS","2022","No function","AA/AO","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Croydon","60","60","23840","23720"
"Leaver CS","2022","No function","AA/AO","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Derby","50","40","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Devon CC","200","170","20890","21260"
"Leaver CS","2022","No function","AA/AO","Dorset","100","90","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Durham","200","180","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","40","30","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","East Kent","50","50","23590","24250"
"Leaver CS","2022","No function","AA/AO","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","East Riding of Yorkshire","130","120","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","East Surrey","70","60","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","East Sussex CC","150","130","21220","21260"
"Leaver CS","2022","No function","AA/AO","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Essex Thames Gateway","40","30","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Falkirk","60","60","21520","21260"
"Leaver CS","2022","No function","AA/AO","Flintshire and Wrexham","210","200","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Glasgow City","140","130","21420","21260"
"Leaver CS","2022","No function","AA/AO","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Greater Manchester North West","100","90","20520","21010"
"Leaver CS","2022","No function","AA/AO","Greater Manchester South East","60","60","21000","21260"
"Leaver CS","2022","No function","AA/AO","Greater Manchester South West","50","40","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Haringey and Islington","110","110","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Hartlepool and Stockton-on-Tees","70","60","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Heart of Essex","90","80","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Hertfordshire CC","80","80","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Hounslow and Richmond upon Thames","110","100","21580","21650"
"Leaver CS","2022","No function","AA/AO","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Isle of Wight","70","60","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","70","70","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Kent Thames Gateway","140","140","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Kingston upon Hull, City of","60","50","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Lambeth","90","90","22110","21820"
"Leaver CS","2022","No function","AA/AO","Lancaster and Wyre","50","50","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Leeds","300","290","20530","20970"
"Leaver CS","2022","No function","AA/AO","Leicester","110","100","20740","21010"
"Leaver CS","2022","No function","AA/AO","Leicestershire CC and Rutland","150","140","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Lincolnshire CC","90","80","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Liverpool","80","70","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Manchester","160","150","20480","20970"
"Leaver CS","2022","No function","AA/AO","Medway","90","90","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Mid Kent","50","50","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Mid Lancashire","150","120","21100","21260"
"Leaver CS","2022","No function","AA/AO","Milton Keynes","140","130","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Monmouthshire and Newport","70","60","20150","19860"
"Leaver CS","2022","No function","AA/AO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","North Lanarkshire","40","30","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","AA/AO","North Nottinghamshire","40","40","[c]","[c]"
