"Status","Year","Parent_department","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","EO","Grants Management","50","40","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","EO","No function","100","100","25600","25100"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","No function","60","50","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","No function","250","240","36830","36270"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","No function","40","40","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","No function","40","40","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","No function","40","40","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","No function","50","50","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","No function","40","40","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","AA/AO","No function","470","400","21820","21840"
"Leaver CS","2022","Department for Transport","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","EO","No function","340","300","27740","26780"
"Leaver CS","2022","Department for Transport","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","G6/G7","No function","90","80","62710","59540"
"Leaver CS","2022","Department for Transport","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SEO/HEO","Digital, Data & Technology","50","40","[c]","[c]"
"Leaver CS","2022","Department for Transport","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SEO/HEO","No function","180","170","38590","35380"
"Leaver CS","2022","Department for Transport","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","Counter Fraud","90","70","21730","21260"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","Debt","190","150","21330","21260"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","No function","2450","2120","21390","21260"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","Unknown","620","580","21470","21260"
"Leaver CS","2022","Department for Work and Pensions","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","EO","Counter Fraud","130","100","27920","27570"
"Leaver CS","2022","Department for Work and Pensions","EO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","EO","Human Resources","50","50","27870","27570"
"Leaver CS","2022","Department for Work and Pensions","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","EO","No function","3700","3260","28310","27570"
"Leaver CS","2022","Department for Work and Pensions","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","EO","Unknown","560","520","27840","27570"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","Digital, Data & Technology","90","90","59780","59590"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","No function","60","50","58370","57510"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","Digital, Data & Technology","90","90","38770","38860"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","Finance","40","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","No function","350","300","37440","34290"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","Unknown","90","80","36330","35500"
"Leaver CS","2022","Department of Health and Social Care","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","AA/AO","No function","270","240","20970","19880"
"Leaver CS","2022","Department of Health and Social Care","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","EO","Human Resources","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","EO","No function","430","360","25650","25260"
"Leaver CS","2022","Department of Health and Social Care","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","Analysis","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","No function","680","560","57470","53830"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SCS","No function","210","170","98440","95140"
"Leaver CS","2022","Department of Health and Social Care","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","Commercial","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","Digital, Data & Technology","60","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","Finance","50","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","Human Resources","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","No function","1050","870","36200","36330"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","EO","Unknown","[c]","[c]","[c]","[c]"
