"Status","Year","Parent_department","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","220","210","36560","35900"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","110","100","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","EO","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Heterosexual / straight","60","60","58570","57290"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","AA/AO","Heterosexual / straight","230","190","21950","21840"
"Leaver CS","2022","Department for Transport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","AA/AO","Undeclared","90","60","21150","21590"
"Leaver CS","2022","Department for Transport","AA/AO","Unknown","160","140","21800","21840"
"Leaver CS","2022","Department for Transport","EO","Heterosexual / straight","180","160","27870","26780"
"Leaver CS","2022","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","EO","Undeclared","80","60","27790","26780"
"Leaver CS","2022","Department for Transport","EO","Unknown","110","110","26750","26130"
"Leaver CS","2022","Department for Transport","G6/G7","Heterosexual / straight","80","80","62040","59540"
"Leaver CS","2022","Department for Transport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SEO/HEO","Heterosexual / straight","170","160","39240","38650"
"Leaver CS","2022","Department for Transport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","SEO/HEO","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Department for Transport","SEO/HEO","Unknown","70","70","36400","34800"
"Leaver CS","2022","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","Heterosexual / straight","2150","1900","21460","21260"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","LGBO","180","180","21480","21260"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","Undeclared","230","180","21350","21260"
"Leaver CS","2022","Department for Work and Pensions","AA/AO","Unknown","840","700","21280","21260"
"Leaver CS","2022","Department for Work and Pensions","EO","Heterosexual / straight","3020","2680","28290","27570"
"Leaver CS","2022","Department for Work and Pensions","EO","LGBO","280","260","28470","27570"
"Leaver CS","2022","Department for Work and Pensions","EO","Undeclared","320","260","28170","27570"
"Leaver CS","2022","Department for Work and Pensions","EO","Unknown","900","780","27970","27570"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","Heterosexual / straight","150","130","58610","58850"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","G6/G7","Unknown","70","70","59090","59290"
"Leaver CS","2022","Department for Work and Pensions","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","460","400","36860","34340"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","Undeclared","60","60","40100","38450"
"Leaver CS","2022","Department for Work and Pensions","SEO/HEO","Unknown","140","120","37350","35560"
"Leaver CS","2022","Department of Health and Social Care","AA/AO","Heterosexual / straight","210","190","21100","19880"
"Leaver CS","2022","Department of Health and Social Care","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","AA/AO","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","EO","Heterosexual / straight","300","250","25460","25080"
"Leaver CS","2022","Department of Health and Social Care","EO","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","EO","Undeclared","130","60","25770","25080"
"Leaver CS","2022","Department of Health and Social Care","EO","Unknown","60","50","27130","27270"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","Heterosexual / straight","450","360","56910","53620"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","Undeclared","190","80","58090","54290"
"Leaver CS","2022","Department of Health and Social Care","G6/G7","Unknown","160","150","58340","54020"
"Leaver CS","2022","Department of Health and Social Care","SCS","Heterosexual / straight","120","90","99060","95140"
"Leaver CS","2022","Department of Health and Social Care","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SCS","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SCS","Unknown","60","50","100210","93370"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","Heterosexual / straight","780","660","36120","36330"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","LGBO","50","30","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","Undeclared","280","100","36740","36940"
"Leaver CS","2022","Department of Health and Social Care","SEO/HEO","Unknown","180","160","36330","36470"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","AA/AO","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Heterosexual / straight","50","50","61160","60520"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","Heterosexual / straight","60","50","22810","22600"
"Leaver CS","2022","HM Land Registry","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","AA/AO","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","HM Land Registry","EO","Heterosexual / straight","60","50","27810","27130"
"Leaver CS","2022","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","EO","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","Heterosexual / straight","90","70","38010","37260"
"Leaver CS","2022","HM Land Registry","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","Heterosexual / straight","100","80","21780","22010"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","AA/AO","Unknown","2650","2210","21750","22010"
"Leaver CS","2022","HM Revenue and Customs","EO","Heterosexual / straight","60","50","27480","27000"
"Leaver CS","2022","HM Revenue and Customs","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","EO","Unknown","880","740","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","G6/G7","Unknown","300","270","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SCS","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","Heterosexual / straight","60","50","38680","38210"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","SEO/HEO","Unknown","800","690","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","AA/AO","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","HM Treasury","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","G6/G7","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","HM Treasury","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","Heterosexual / straight","70","70","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","AA/AO","Heterosexual / straight","420","320","21840","21680"
"Leaver CS","2022","Home Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","AA/AO","Undeclared","50","40","22600","21680"
"Leaver CS","2022","Home Office","AA/AO","Unknown","80","80","22370","21680"
"Leaver CS","2022","Home Office","EO","Heterosexual / straight","580","480","27440","26430"
"Leaver CS","2022","Home Office","EO","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Home Office","EO","Undeclared","120","90","28420","27370"
"Leaver CS","2022","Home Office","EO","Unknown","120","120","26980","25770"
"Leaver CS","2022","Home Office","G6/G7","Heterosexual / straight","120","120","62150","60200"
"Leaver CS","2022","Home Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","G6/G7","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Home Office","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SEO/HEO","Heterosexual / straight","290","270","37590","37320"
"Leaver CS","2022","Home Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","SEO/HEO","Undeclared","60","50","37500","36570"
"Leaver CS","2022","Home Office","SEO/HEO","Unknown","90","80","37700","37450"
"Leaver CS","2022","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","AA/AO","Heterosexual / straight","1190","1120","23110","21170"
"Leaver CS","2022","Ministry of Defence","AA/AO","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","AA/AO","Undeclared","190","180","24370","21380"
"Leaver CS","2022","Ministry of Defence","AA/AO","Unknown","260","250","22810","21170"
"Leaver CS","2022","Ministry of Defence","EO","Heterosexual / straight","670","630","27020","26670"
"Leaver CS","2022","Ministry of Defence","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","EO","Undeclared","110","100","28190","26930"
"Leaver CS","2022","Ministry of Defence","EO","Unknown","180","170","23600","23490"
"Leaver CS","2022","Ministry of Defence","G6/G7","Heterosexual / straight","250","230","60550","57200"
"Leaver CS","2022","Ministry of Defence","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","G6/G7","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","G6/G7","Unknown","80","60","57000","52590"
"Leaver CS","2022","Ministry of Defence","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SEO/HEO","Heterosexual / straight","1110","1050","37220","36460"
"Leaver CS","2022","Ministry of Defence","SEO/HEO","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","SEO/HEO","Undeclared","210","190","38570","38070"
"Leaver CS","2022","Ministry of Defence","SEO/HEO","Unknown","220","210","36670","36960"
"Leaver CS","2022","Ministry of Defence","Unknown","Heterosexual / straight","120","110","37980","39000"
"Leaver CS","2022","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","Unknown","250","250","35960","33270"
"Leaver CS","2022","Ministry of Justice","AA/AO","Heterosexual / straight","3660","3370","20620","20970"
"Leaver CS","2022","Ministry of Justice","AA/AO","LGBO","330","320","20350","20370"
"Leaver CS","2022","Ministry of Justice","AA/AO","Undeclared","340","290","20710","20970"
"Leaver CS","2022","Ministry of Justice","AA/AO","Unknown","1920","1790","20690","20970"
"Leaver CS","2022","Ministry of Justice","EO","Heterosexual / straight","490","460","25530","25120"
"Leaver CS","2022","Ministry of Justice","EO","LGBO","50","50","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","EO","Undeclared","70","70","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","EO","Unknown","170","160","25470","25120"
"Leaver CS","2022","Ministry of Justice","G6/G7","Heterosexual / straight","130","130","60500","59330"
"Leaver CS","2022","Ministry of Justice","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","G6/G7","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Heterosexual / straight","490","450","37790","36400"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","SEO/HEO","Unknown","140","130","35710","34260"
"Leaver CS","2022","Ministry of Justice","Unknown","Heterosexual / straight","1040","930","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","LGBO","90","80","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Undeclared","90","80","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","Unknown","590","510","[c]","[c]"
"Leaver CS","2022","National Crime Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","EO","Heterosexual / straight","100","100","33560","32820"
"Leaver CS","2022","National Crime Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","EO","Unknown","[c]","[c]","[c]","[c]"
