"Status","Year","Parent_department","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","No function","Female","200","180","36870","33570"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","No function","Male","230","220","42200","40050"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Female","40","40","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Male","50","50","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","No function","Female","70","70","39030","34020"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","No function","Male","40","40","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Digital, Data & Technology","Female","30","30","[c]","[c]"
"Leaver CS","2022","Department for Education","Digital, Data & Technology","Male","50","50","45480","40230"
"Leaver CS","2022","Department for Education","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Finance","Male","30","30","[c]","[c]"
"Leaver CS","2022","Department for Education","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","No function","Female","130","120","42540","36390"
"Leaver CS","2022","Department for Education","No function","Male","80","80","43850","37030"
"Leaver CS","2022","Department for Education","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Male","40","40","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Grants Management","Female","80","70","24630","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Grants Management","Male","80","70","23780","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","No function","Female","320","300","27730","24920"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","No function","Male","220","210","32470","28650"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","No function","Female","60","60","[c]","[c]"
"Leaver CS","2022","Department for International Trade","No function","Male","80","80","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","No function","Female","60","60","43170","39600"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","No function","Male","70","70","43690","40800"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Digital, Data & Technology","Male","60","60","40540","36850"
"Leaver CS","2022","Department for Transport","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","No function","Female","470","390","27810","21840"
"Leaver CS","2022","Department for Transport","No function","Male","630","580","32160","26780"
"Leaver CS","2022","Department for Transport","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","Female","140","100","26410","27570"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","Male","110","90","26800","27570"
"Leaver CS","2022","Department for Work and Pensions","Debt","Female","130","100","22350","21260"
"Leaver CS","2022","Department for Work and Pensions","Debt","Male","90","80","22520","21260"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data & Technology","Female","70","60","43300","40070"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data & Technology","Male","160","150","47440","46300"
"Leaver CS","2022","Department for Work and Pensions","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","Male","50","40","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","Female","70","60","33500","27570"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","Male","30","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","No function","Female","4130","3470","26480","27570"
"Leaver CS","2022","Department for Work and Pensions","No function","Male","2440","2280","26670","27570"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","Female","40","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Female","810","740","25880","27570"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Male","500","480","27710","26840"
"Leaver CS","2022","Department of Health and Social Care","Analysis","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Analysis","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Commercial","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Commercial","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Communications","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Digital, Data & Technology","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Digital, Data & Technology","Male","50","30","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Finance","Female","60","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Finance","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Human Resources","Female","60","40","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","No function","Female","1880","1570","41950","37470"
"Leaver CS","2022","Department of Health and Social Care","No function","Male","770","630","45910","37880"
"Leaver CS","2022","Department of Health and Social Care","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","No function","Male","50","40","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Female","40","40","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Male","50","40","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Female","90","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Male","110","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data & Technology","Male","50","50","36710","38450"
"Leaver CS","2022","HM Land Registry","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","No function","Female","170","130","28090","27130"
"Leaver CS","2022","HM Land Registry","No function","Male","90","80","29620","27130"
"Leaver CS","2022","HM Land Registry","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","No function","Female","50","40","29100","22080"
"Leaver CS","2022","HM Revenue and Customs","No function","Male","40","30","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","Female","140","120","26320","22040"
"Leaver CS","2022","HM Revenue and Customs","Property","Male","110","100","31160","26000"
"Leaver CS","2022","HM Revenue and Customs","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Female","2530","2030","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Male","2000","1800","[c]","[c]"
"Leaver CS","2022","HM Treasury","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","No function","Female","60","60","[c]","[c]"
"Leaver CS","2022","HM Treasury","No function","Male","70","70","[c]","[c]"
"Leaver CS","2022","HM Treasury","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Security","Male","[c]","[c]","[c]","[c]"
