"Status","Year","Parent_department","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","UK Export Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Declared non-disabled","Female","110","90","28790","23760"
"Leaver CS","2022","UK Statistics Authority","Declared non-disabled","Male","110","90","30800","23880"
"Leaver CS","2022","UK Statistics Authority","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Female","50","50","28540","23630"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Male","50","50","31000","30210"
"Leaver CS","2022","UK Statistics Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Unknown","Female","80","60","23330","19610"
"Leaver CS","2022","UK Statistics Authority","Unknown","Male","120","100","25870","22370"
"Leaver CS","2022","UK Supreme Court","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Declared non-disabled","Female","110","90","40010","34490"
"Leaver CS","2022","Welsh Government","Declared non-disabled","Male","90","90","44940","38160"
"Leaver CS","2022","Welsh Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Declared non-disabled","Female","90","90","42340","38290"
"Leaver Dept.","2021","Attorney General's Departments","Declared non-disabled","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Declared disabled","Female","70","70","37580","32910"
"Leaver Dept.","2021","Cabinet Office","Declared disabled","Male","50","50","42210","34590"
"Leaver Dept.","2021","Cabinet Office","Declared non-disabled","Female","390","380","41530","34550"
"Leaver Dept.","2021","Cabinet Office","Declared non-disabled","Male","290","290","43900","35590"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Female","290","280","35910","32000"
"Leaver Dept.","2021","Cabinet Office","Unknown","Male","260","260","36800","32000"
"Leaver Dept.","2021","Chancellor's other departments","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Female","180","170","45480","40050"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Male","160","150","46390","48700"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","110","100","38440","35070"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","120","110","41670","37450"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Female","70","70","49890","49720"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","Female","110","100","45910","40940"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","Male","60","60","41140","37130"
"Leaver Dept.","2021","Department for Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Female","300","290","38650","35290"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Male","240","230","37870","34580"
"Leaver Dept.","2021","Department for International Trade","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared non-disabled","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared non-disabled","Male","50","50","46090","46940"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Female","70","70","40610","37410"
"Leaver Dept.","2021","Department for International Trade","Unknown","Male","70","70","41370","38300"
"Leaver Dept.","2021","Department for Transport","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","Female","130","120","37520","34700"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","Male","140","140","38580","34700"
"Leaver Dept.","2021","Department for Transport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","Female","90","80","30230","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","Male","60","60","34490","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","Female","630","590","29880","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","Male","410","410","30900","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Male","50","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Female","70","70","29790","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Female","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Female","100","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Male","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Female","60","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Male","60","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Female","450","430","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Male","370","360","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Female","380","360","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Male","340","340","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","Male","60","60","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Female","530","490","36580","30820"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Male","350","330","34970","28810"
"Leaver Dept.","2021","Home Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Female","60","50","34080","32750"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Female","290","280","35560","32420"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Male","320","320","38230","35140"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Female","50","50","39490","33500"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Male","60","60","40080","40530"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Female","150","140","42230","38820"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Male","120","110","39410","33210"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Female","90","80","32390","26410"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Male","70","70","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Female","560","540","31600","26410"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Male","320","320","34880","30320"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Female","60","60","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Female","100","90","30840","30580"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Male","70","70","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","Male","60","60","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Declared non-disabled","Female","100","100","41470","33100"
"Leaver Dept.","2022","Attorney General's Departments","Declared non-disabled","Male","50","50","42370","31560"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Female","60","60","41300","31710"
