"Status","Year","Function_of_post","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","No function","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","International Trade","50","50","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Knowledge and Information Management","80","70","36080","29370"
"Leaver CS","2022","No function","Unknown","Medicine","30","30","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Operational Delivery","4810","4280","28330","24440"
"Leaver CS","2022","No function","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Other","190","170","36130","27570"
"Leaver CS","2022","No function","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Policy","190","190","42400","36790"
"Leaver CS","2022","No function","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Science and Engineering","160","150","39370","38070"
"Leaver CS","2022","No function","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Unknown","Unknown","380","350","37100","32000"
"Leaver CS","2022","No function","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Operational Delivery","50","50","35610","33180"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Other","130","130","29540","25030"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Project Delivery","440","410","41050","38070"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Science and Engineering","180","170","36880","35140"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Project Delivery","60","60","42630","40050"
"Leaver CS","2022","Project Delivery","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Policy","50","50","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Project Delivery","100","100","40690","38570"
"Leaver CS","2022","Project Delivery","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Heterosexual / straight","Operational Delivery","60","50","22040","22010"
"Leaver CS","2022","Property","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Heterosexual / straight","Property","270","250","35380","33300"
"Leaver CS","2022","Property","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Property","40","30","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Operational Delivery","60","50","22420","21750"
"Leaver CS","2022","Property","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","Property","90","80","32490","26240"
"Leaver CS","2022","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Intelligence Analysis","40","40","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Heterosexual / straight","Security","460","440","31860","28750"
"Leaver CS","2022","Security","Heterosexual / straight","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Security","80","80","33420","39070"
"Leaver CS","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Security","110","110","29040","25540"
"Leaver CS","2022","Security","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Digital, Data and Technology","70","70","53780","45620"
"Leaver CS","2022","Unknown","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Finance","140","130","37260","33300"
"Leaver CS","2022","Unknown","Heterosexual / straight","Human Resources","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Intelligence Analysis","50","40","28410","27370"
"Leaver CS","2022","Unknown","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Medicine","200","170","42670","39030"
"Leaver CS","2022","Unknown","Heterosexual / straight","Operational Delivery","1110","890","28280","25310"
"Leaver CS","2022","Unknown","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Other","1010","940","26240","21660"
"Leaver CS","2022","Unknown","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Policy","180","160","48910","41970"
"Leaver CS","2022","Unknown","Heterosexual / straight","Project Delivery","50","50","46930","41310"
"Leaver CS","2022","Unknown","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Science and Engineering","140","140","35870","33000"
"Leaver CS","2022","Unknown","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Unknown","820","750","32700","27570"
"Leaver CS","2022","Unknown","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Other","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Unknown","80","70","29500","27570"
"Leaver CS","2022","Unknown","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Operational Delivery","180","140","29230","27370"
"Leaver CS","2022","Unknown","Undeclared","Other","160","150","27020","22080"
"Leaver CS","2022","Unknown","Undeclared","Policy","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","110","60","29100","27570"
"Leaver CS","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Medicine","60","50","39130","34170"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","160","150","26300","24880"
"Leaver CS","2022","Unknown","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other","440","420","33200","30890"
"Leaver CS","2022","Unknown","Unknown","Policy","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","5910","4880","30050","27570"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Economics","60","60","43390","38600"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Statistics","60","60","41630","36030"
"Leaver Dept.","2021","Analysis","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Commercial","70","70","37770","37360"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Communications","80","80","46600","45200"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Communications","50","50","41260","39080"
"Leaver Dept.","2021","Communications","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
