"Status","Year","Ethnicity","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Unknown","80","80","25640","27570"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","No function","60","60","33210","32320"
"New entrant CS","2021","Other ethnicity","London","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Unknown","80","80","31050","31060"
"New entrant CS","2021","Other ethnicity","North East (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East of England","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East of England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East of England","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East of England","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East of England","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East of England","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","No function","190","180","33900","30970"
"New entrant CS","2021","Undeclared","London","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Unknown","90","90","31500","31060"
"New entrant CS","2021","Undeclared","North East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North East (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North West (England)","No function","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North West (England)","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","No function","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Unknown","50","50","27330","27570"
"New entrant CS","2021","Undeclared","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands (England)","No function","40","30","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
