"Status","Year","Ethnicity","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Asian","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Declared non-disabled","90","80","57860","56150"
"Leaver Dept.","2021","Asian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SEO/HEO","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Asian","SEO/HEO","Declared non-disabled","250","240","36020","34830"
"Leaver Dept.","2021","Asian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","AA/AO","Declared non-disabled","80","70","[c]","[c]"
"Leaver Dept.","2021","Black","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","EO","Declared non-disabled","110","100","27230","27570"
"Leaver Dept.","2021","Black","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","G6/G7","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SEO/HEO","Declared non-disabled","140","140","36370","35430"
"Leaver Dept.","2021","Black","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","G6/G7","Declared non-disabled","70","70","56850","55200"
"Leaver Dept.","2021","Mixed","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Declared non-disabled","100","90","34830","33930"
"Leaver Dept.","2021","Mixed","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","Unknown","520","500","20980","20880"
"Leaver Dept.","2021","Unknown","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Declared non-disabled","60","60","27670","27570"
"Leaver Dept.","2021","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Unknown","390","350","27020","27100"
"Leaver Dept.","2021","Unknown","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Declared non-disabled","60","50","57930","55020"
"Leaver Dept.","2021","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","540","460","56080","54280"
"Leaver Dept.","2021","Unknown","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Unknown","70","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Declared non-disabled","80","70","35790","35010"
"Leaver Dept.","2021","Unknown","SEO/HEO","Undeclared","50","50","36840","34700"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","1220","1100","33940","32620"
"Leaver Dept.","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2021","White","AA/AO","Declared disabled","130","120","20690","21010"
"Leaver Dept.","2021","White","AA/AO","Declared non-disabled","910","850","20940","21010"
"Leaver Dept.","2021","White","AA/AO","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2021","White","AA/AO","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","White","EO","Declared disabled","190","180","26150","26890"
"Leaver Dept.","2021","White","EO","Declared non-disabled","1060","1010","26540","27540"
"Leaver Dept.","2021","White","EO","Undeclared","70","70","26880","27570"
"Leaver Dept.","2021","White","EO","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","White","G6/G7","Declared disabled","130","130","56660","54470"
"Leaver Dept.","2021","White","G6/G7","Declared non-disabled","1030","980","57540","55650"
"Leaver Dept.","2021","White","G6/G7","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","White","G6/G7","Unknown","100","90","56310","53990"
"Leaver Dept.","2021","White","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SCS","Declared non-disabled","190","170","88970","80390"
"Leaver Dept.","2021","White","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SEO/HEO","Declared disabled","280","280","35210","33960"
"Leaver Dept.","2021","White","SEO/HEO","Declared non-disabled","1830","1740","35250","34140"
"Leaver Dept.","2021","White","SEO/HEO","Undeclared","80","80","36910","34990"
"Leaver Dept.","2021","White","SEO/HEO","Unknown","140","130","35940","34800"
"Leaver Dept.","2021","White","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Declared non-disabled","80","70","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Declared non-disabled","330","300","21750","21260"
"Leaver Dept.","2022","Asian","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Declared disabled","60","60","28400","27570"
"Leaver Dept.","2022","Asian","EO","Declared non-disabled","630","600","27530","27570"
"Leaver Dept.","2022","Asian","EO","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Declared non-disabled","230","220","58700","54700"
"Leaver Dept.","2022","Asian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Unknown","60","60","57200","55000"
"Leaver Dept.","2022","Asian","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS","Declared non-disabled","60","50","96350","97340"
"Leaver Dept.","2022","Asian","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Declared disabled","60","60","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Declared non-disabled","610","590","36130","35290"
"Leaver Dept.","2022","Asian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Unknown","110","100","37580","38080"
"Leaver Dept.","2022","Asian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Declared non-disabled","140","130","22190","21280"
"Leaver Dept.","2022","Black","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Declared disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Declared non-disabled","320","310","27960","27570"
"Leaver Dept.","2022","Black","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Declared non-disabled","110","110","57300","53860"
"Leaver Dept.","2022","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Declared non-disabled","380","360","36070","35220"
"Leaver Dept.","2022","Black","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","EO","Declared non-disabled","120","120","27340","27570"
"Leaver Dept.","2022","Mixed","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","G6/G7","Declared non-disabled","80","80","57200","54760"
"Leaver Dept.","2022","Mixed","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SEO/HEO","Declared non-disabled","200","190","36120","35200"
"Leaver Dept.","2022","Mixed","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","EO","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SEO/HEO","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Declared non-disabled","70","70","27170","27570"
"Leaver Dept.","2022","Undeclared","EO","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","EO","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Declared non-disabled","60","60","56870","55710"
"Leaver Dept.","2022","Undeclared","G6/G7","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","G6/G7","Unknown","160","150","58520","54780"
"Leaver Dept.","2022","Undeclared","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Declared non-disabled","120","120","35910","35130"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Undeclared","110","100","37150","36650"
"Leaver Dept.","2022","Undeclared","SEO/HEO","Unknown","190","180","36360","36330"
"Leaver Dept.","2022","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Declared non-disabled","60","50","21520","21300"
"Leaver Dept.","2022","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","Unknown","530","500","21550","21170"
"Leaver Dept.","2022","Unknown","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Declared non-disabled","70","70","27050","27570"
"Leaver Dept.","2022","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","EO","Unknown","630","460","27540","27570"
"Leaver Dept.","2022","Unknown","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","G6/G7","Unknown","800","430","58560","54800"
"Leaver Dept.","2022","Unknown","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS","Unknown","130","60","88300","81660"
"Leaver Dept.","2022","Unknown","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Declared non-disabled","100","90","36490","35560"
"Leaver Dept.","2022","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Unknown","1720","1270","34120","32000"
"Leaver Dept.","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","140","70","[c]","[c]"
"Leaver Dept.","2022","White","AA/AO","Declared disabled","210","200","21240","21260"
"Leaver Dept.","2022","White","AA/AO","Declared non-disabled","1530","1430","21300","21260"
"Leaver Dept.","2022","White","AA/AO","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2022","White","AA/AO","Unknown","150","140","21730","22010"
"Leaver Dept.","2022","White","EO","Declared disabled","350","340","26900","27570"
"Leaver Dept.","2022","White","EO","Declared non-disabled","2330","2240","26640","27570"
"Leaver Dept.","2022","White","EO","Undeclared","110","100","26900","27570"
"Leaver Dept.","2022","White","EO","Unknown","200","180","27220","27510"
"Leaver Dept.","2022","White","G6/G7","Declared disabled","230","210","57370","54860"
"Leaver Dept.","2022","White","G6/G7","Declared non-disabled","2230","2080","58000","55130"
"Leaver Dept.","2022","White","G6/G7","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2022","White","G6/G7","Unknown","500","430","58210","55120"
"Leaver Dept.","2022","White","SCS","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","White","SCS","Declared non-disabled","400","350","94930","92860"
"Leaver Dept.","2022","White","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","SCS","Unknown","100","80","113760","114000"
