"Status","Year","Sex","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of the Secretary of State for Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of the Secretary of State for Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Office of the Secretary of State for Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Scottish Government","20-29","130","120","26330","25930"
"Leaver CS","2022","Male","Scottish Government","30-39","100","100","31840","30550"
"Leaver CS","2022","Male","Scottish Government","40-49","90","80","38280","34010"
"Leaver CS","2022","Male","Scottish Government","50-59","160","160","37770","35000"
"Leaver CS","2022","Male","Scottish Government","60-64","190","170","43250","36130"
"Leaver CS","2022","Male","Scottish Government","65+","120","90","37220","35000"
"Leaver CS","2022","Male","The National Archives","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","The National Archives","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","The National Archives","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","The National Archives","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","UK Statistics Authority","20-29","100","100","25310","23050"
"Leaver CS","2022","Male","UK Statistics Authority","30-39","50","50","33680","30520"
"Leaver CS","2022","Male","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","UK Statistics Authority","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Male","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","UK Statistics Authority","65+","50","30","24350","20350"
"Leaver CS","2022","Male","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Welsh Government","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Male","Welsh Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Attorney General's Departments","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Attorney General's Departments","30-39","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cabinet Office","20-29","440","440","32590","32000"
"Leaver Dept.","2021","Female","Cabinet Office","30-39","210","200","45320","40600"
"Leaver Dept.","2021","Female","Cabinet Office","40-49","90","80","52760","52520"
"Leaver Dept.","2021","Female","Cabinet Office","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Business, Energy and Industrial Strategy","20-29","120","120","36760","33570"
"Leaver Dept.","2021","Female","Department for Business, Energy and Industrial Strategy","30-39","90","90","44420","51710"
"Leaver Dept.","2021","Female","Department for Business, Energy and Industrial Strategy","40-49","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Digital, Culture, Media and Sport","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Digital, Culture, Media and Sport","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Education","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Education","30-39","60","60","43520","40940"
"Leaver Dept.","2021","Female","Department for Education","40-49","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Education","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Education","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Environment, Food and Rural Affairs","20-29","120","120","33590","33120"
"Leaver Dept.","2021","Female","Department for Environment, Food and Rural Affairs","30-39","90","80","39630","36560"
"Leaver Dept.","2021","Female","Department for Environment, Food and Rural Affairs","40-49","60","50","46710","47890"
"Leaver Dept.","2021","Female","Department for Environment, Food and Rural Affairs","50-59","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for International Trade","20-29","70","70","34540","31180"
"Leaver Dept.","2021","Female","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Transport","20-29","70","70","31570","33000"
"Leaver Dept.","2021","Female","Department for Transport","30-39","70","70","37990","35140"
"Leaver Dept.","2021","Female","Department for Transport","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Work and Pensions","20-29","220","220","27990","27570"
"Leaver Dept.","2021","Female","Department for Work and Pensions","30-39","190","180","29620","27570"
"Leaver Dept.","2021","Female","Department for Work and Pensions","40-49","220","200","31390","27570"
"Leaver Dept.","2021","Female","Department for Work and Pensions","50-59","180","170","31320","27570"
"Leaver Dept.","2021","Female","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department of Health and Social Care","20-29","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department of Health and Social Care","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department of Health and Social Care","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department of Health and Social Care","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","ESTYN","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Foreign, Commonwealth and Development Office","20-29","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Foreign, Commonwealth and Development Office","30-39","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","HM Revenue and Customs","20-29","300","290","[c]","[c]"
"Leaver Dept.","2021","Female","HM Revenue and Customs","30-39","250","230","[c]","[c]"
"Leaver Dept.","2021","Female","HM Revenue and Customs","40-49","210","190","[c]","[c]"
"Leaver Dept.","2021","Female","HM Revenue and Customs","50-59","140","130","[c]","[c]"
"Leaver Dept.","2021","Female","HM Revenue and Customs","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","HM Treasury","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Home Office","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Home Office","20-29","220","210","30950","28670"
"Leaver Dept.","2021","Female","Home Office","30-39","200","180","35920","30110"
"Leaver Dept.","2021","Female","Home Office","40-49","140","130","42650","31100"
"Leaver Dept.","2021","Female","Home Office","50-59","80","70","40060","31060"
"Leaver Dept.","2021","Female","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Home Office","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Defence","20-29","140","140","30220","28650"
"Leaver Dept.","2021","Female","Ministry of Defence","30-39","120","110","38000","36730"
"Leaver Dept.","2021","Female","Ministry of Defence","40-49","90","90","42410","37890"
"Leaver Dept.","2021","Female","Ministry of Defence","50-59","60","60","38210","34050"
"Leaver Dept.","2021","Female","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Housing, Communities and Local Government","20-29","70","70","33520","32560"
"Leaver Dept.","2021","Female","Ministry of Housing, Communities and Local Government","30-39","80","80","46580","51580"
"Leaver Dept.","2021","Female","Ministry of Housing, Communities and Local Government","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Housing, Communities and Local Government","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Housing, Communities and Local Government","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Housing, Communities and Local Government","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Justice","20-29","260","260","27360","25380"
"Leaver Dept.","2021","Female","Ministry of Justice","30-39","270","250","30290","25690"
"Leaver Dept.","2021","Female","Ministry of Justice","40-49","150","150","40470","34940"
"Leaver Dept.","2021","Female","Ministry of Justice","50-59","110","100","34900","29580"
"Leaver Dept.","2021","Female","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office for Standards in Education","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office for Standards in Education","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office for Standards in Education","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office for Standards in Education","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other Cabinet Office Agencies","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other Cabinet Office Agencies","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other Cabinet Office Agencies","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other Cabinet Office Agencies","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","The National Archives","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","United Kingdom Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","United Kingdom Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","United Kingdom Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","United Kingdom Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","United Kingdom Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Wales Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Wales Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Wales Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Wales Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Welsh Government","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Attorney General's Departments","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Attorney General's Departments","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cabinet Office","20-29","310","310","33350","32000"
"Leaver Dept.","2021","Male","Cabinet Office","30-39","180","180","44410","38580"
"Leaver Dept.","2021","Male","Cabinet Office","40-49","70","70","53820","54700"
"Leaver Dept.","2021","Male","Cabinet Office","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Business, Energy and Industrial Strategy","20-29","110","100","36500","33570"
"Leaver Dept.","2021","Male","Department for Business, Energy and Industrial Strategy","30-39","110","100","45340","49080"
"Leaver Dept.","2021","Male","Department for Business, Energy and Industrial Strategy","40-49","50","40","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","20-29","90","90","33360","33120"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","30-39","60","60","40300","38370"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","50-59","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","20-29","60","60","36650","32850"
"Leaver Dept.","2021","Male","Department for International Trade","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","20-29","60","60","34650","34650"
"Leaver Dept.","2021","Male","Department for Transport","30-39","90","90","38220","35430"
"Leaver Dept.","2021","Male","Department for Transport","40-49","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Work and Pensions","20-29","150","150","27870","27570"
"Leaver Dept.","2021","Male","Department for Work and Pensions","30-39","170","170","31060","27570"
"Leaver Dept.","2021","Male","Department for Work and Pensions","40-49","140","130","31920","27570"
"Leaver Dept.","2021","Male","Department for Work and Pensions","50-59","100","100","34330","27570"
"Leaver Dept.","2021","Male","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
