"Status","Year","Sex","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Unknown","Operational Delivery","750","630","29220","26120"
"Leaver CS","2022","Male","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Other","960","930","29660","26670"
"Leaver CS","2022","Male","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Policy","120","120","51800","45200"
"Leaver CS","2022","Male","Unknown","Project Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Science and Engineering","180","170","34690","28220"
"Leaver CS","2022","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Unknown","3080","2690","32840","27570"
"Leaver CS","2022","Male","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Economics","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Statistics","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Commercial","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Communications","80","80","42560","39170"
"Leaver Dept.","2021","Female","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Debt","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Digital, Data and Technology","70","60","45730","41950"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Finance","90","80","47680","48860"
"Leaver Dept.","2021","Female","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Human Resources","180","170","39740","35080"
"Leaver Dept.","2021","Female","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Unknown","110","110","38000","32910"
"Leaver Dept.","2021","Female","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Legal","70","70","54680","52830"
"Leaver Dept.","2021","Female","Legal","Operational Delivery","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","International Trade","60","60","44590","39540"
"Leaver Dept.","2021","Female","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Operational Delivery","750","710","27970","22570"
"Leaver Dept.","2021","Female","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Other","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Policy","700","680","43170","38750"
"Leaver Dept.","2021","Female","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","No function","Unknown","610","600","38510","32000"
"Leaver Dept.","2021","Female","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Other","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Project Delivery","140","140","42620","38160"
"Leaver Dept.","2021","Female","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Operational Delivery","270","250","29930","25220"
"Leaver Dept.","2021","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Other","90","80","31190","27040"
"Leaver Dept.","2021","Female","Unknown","Policy","220","210","47250","42170"
"Leaver Dept.","2021","Female","Unknown","Project Delivery","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Unknown","2200","1860","31970","27570"
"Leaver Dept.","2021","Male","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Economics","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Statistics","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Commercial","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Communications","70","60","46640","41740"
"Leaver Dept.","2021","Male","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Debt","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Digital, Data and Technology","80","80","45260","41720"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Finance","80","80","45610","43250"
"Leaver Dept.","2021","Male","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Human Resources","100","100","38300","34400"
"Leaver Dept.","2021","Male","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Unknown","60","60","37700","32910"
"Leaver Dept.","2021","Male","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Legal","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","International Trade","80","80","46630","43170"
"Leaver Dept.","2021","Male","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Operational Delivery","560","550","29070","23600"
"Leaver Dept.","2021","Male","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Policy","590","580","43190","38700"
"Leaver Dept.","2021","Male","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Unknown","450","440","39390","32000"
"Leaver Dept.","2021","Male","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Project Delivery","140","140","41160","37900"
"Leaver Dept.","2021","Male","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Operational Delivery","190","190","28190","25120"
"Leaver Dept.","2021","Male","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Other","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Policy","110","110","46560","42330"
"Leaver Dept.","2021","Male","Unknown","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Science and Engineering","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Unknown","1800","1580","33730","28230"
"Leaver Dept.","2021","Unknown","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Economics","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Statistics","50","50","[c]","[c]"
