"Status","Year","Age","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Declared non-disabled","80","70","34120","27570"
"Leaver CS","2022","40-49","Undeclared","Undeclared","70","70","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Declared non-disabled","110","90","40090","30780"
"Leaver CS","2022","40-49","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","1160","1010","38580","30540"
"Leaver CS","2022","40-49","White","Declared disabled","400","360","32120","27570"
"Leaver CS","2022","40-49","White","Declared non-disabled","2740","2510","37780","29290"
"Leaver CS","2022","40-49","White","Undeclared","150","140","32920","27570"
"Leaver CS","2022","40-49","White","Unknown","330","280","41560","38950"
"Leaver CS","2022","50-59","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","Declared non-disabled","180","160","38980","30200"
"Leaver CS","2022","50-59","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","50-59","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","Declared non-disabled","170","170","34610","30000"
"Leaver CS","2022","50-59","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","Declared non-disabled","70","70","37840","27570"
"Leaver CS","2022","50-59","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Declared non-disabled","150","130","33510","27570"
"Leaver CS","2022","50-59","Undeclared","Undeclared","140","120","37280","33900"
"Leaver CS","2022","50-59","Undeclared","Unknown","80","70","42070","35000"
"Leaver CS","2022","50-59","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Declared non-disabled","120","100","35430","27570"
"Leaver CS","2022","50-59","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","1120","1000","38580","28970"
"Leaver CS","2022","50-59","White","Declared disabled","840","730","32530","27570"
"Leaver CS","2022","50-59","White","Declared non-disabled","4270","3830","36080","27570"
"Leaver CS","2022","50-59","White","Undeclared","330","300","33030","27930"
"Leaver CS","2022","50-59","White","Unknown","460","400","43010","39050"
"Leaver CS","2022","60-64","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Declared non-disabled","100","80","37000","30280"
"Leaver CS","2022","60-64","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Declared non-disabled","70","60","34100","31060"
"Leaver CS","2022","60-64","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Declared non-disabled","170","130","31580","27570"
"Leaver CS","2022","60-64","Undeclared","Undeclared","150","130","35430","33370"
"Leaver CS","2022","60-64","Undeclared","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Declared non-disabled","110","90","34880","28750"
"Leaver CS","2022","60-64","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","550","450","37060","33280"
"Leaver CS","2022","60-64","White","Declared disabled","720","580","32850","27570"
"Leaver CS","2022","60-64","White","Declared non-disabled","3500","2870","36510","29200"
"Leaver CS","2022","60-64","White","Undeclared","250","210","32700","27360"
"Leaver CS","2022","60-64","White","Unknown","350","280","41090","36330"
"Leaver CS","2022","65+","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Declared non-disabled","110","80","31410","27570"
"Leaver CS","2022","65+","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","65+","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Declared non-disabled","120","90","30270","27570"
"Leaver CS","2022","65+","Undeclared","Undeclared","70","50","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Declared non-disabled","110","80","28940","23480"
"Leaver CS","2022","65+","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","320","240","35640","30220"
"Leaver CS","2022","65+","White","Declared disabled","650","470","27560","25610"
"Leaver CS","2022","65+","White","Declared non-disabled","2700","2000","30440","27270"
"Leaver CS","2022","65+","White","Undeclared","250","180","27820","23150"
"Leaver CS","2022","65+","White","Unknown","260","200","35400","28920"
"Leaver CS","2022","Unknown","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Declared non-disabled","290","280","30650","28840"
"Leaver Dept.","2021","20-29","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Declared non-disabled","110","100","31240","30950"
"Leaver Dept.","2021","20-29","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Declared non-disabled","110","100","33710","32000"
"Leaver Dept.","2021","20-29","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Declared non-disabled","70","70","30790","30560"
"Leaver Dept.","2021","20-29","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","1330","1240","32350","32000"
"Leaver Dept.","2021","20-29","White","Declared disabled","210","200","31730","30020"
"Leaver Dept.","2021","20-29","White","Declared non-disabled","1700","1630","31510","30830"
"Leaver Dept.","2021","20-29","White","Undeclared","80","80","34600","32000"
"Leaver Dept.","2021","20-29","White","Unknown","130","120","34360","31730"
"Leaver Dept.","2021","30-39","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Declared non-disabled","280","260","36140","31560"
"Leaver Dept.","2021","30-39","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Declared non-disabled","110","100","32880","30380"
"Leaver Dept.","2021","30-39","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Mixed","Declared non-disabled","90","80","41820","38580"
"Leaver Dept.","2021","30-39","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Declared non-disabled","80","70","40360","35590"
"Leaver Dept.","2021","30-39","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","760","690","40140","36800"
"Leaver Dept.","2021","30-39","White","Declared disabled","230","220","37840","33630"
"Leaver Dept.","2021","30-39","White","Declared non-disabled","1640","1530","39890","35570"
"Leaver Dept.","2021","30-39","White","Undeclared","70","70","35120","27940"
"Leaver Dept.","2021","30-39","White","Unknown","110","110","42770","39510"
"Leaver Dept.","2021","40-49","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","Declared non-disabled","150","140","38850","32010"
"Leaver Dept.","2021","40-49","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","Declared non-disabled","100","90","35640","32560"
"Leaver Dept.","2021","40-49","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Declared non-disabled","60","50","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","370","330","45940","43810"
"Leaver Dept.","2021","40-49","White","Declared disabled","170","170","38340","34260"
"Leaver Dept.","2021","40-49","White","Declared non-disabled","990","930","45320","38570"
"Leaver Dept.","2021","40-49","White","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","40-49","White","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Black","Declared non-disabled","60","60","[c]","[c]"
"Leaver Dept.","2021","50-59","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Unknown","240","230","41880","37260"
"Leaver Dept.","2021","50-59","White","Declared disabled","140","130","38370","33240"
"Leaver Dept.","2021","50-59","White","Declared non-disabled","690","670","41520","33960"
"Leaver Dept.","2021","50-59","White","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","50-59","White","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","White","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","60-64","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Declared disabled","60","60","30790","30510"
"Leaver Dept.","2022","20-29","Asian","Declared non-disabled","650","610","29380","27920"
"Leaver Dept.","2022","20-29","Asian","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Declared non-disabled","250","230","29510","28000"
"Leaver Dept.","2022","20-29","Black","Undeclared","[c]","[c]","[c]","[c]"
