"Status","Year","Region_ITL3","Age","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Dudley","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dudley","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","20-29","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Durham CC","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","50-59","Declared non-disabled","30","20","[c]","[c]"
"Leaver CS","2021","Durham CC","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","60-64","Declared non-disabled","30","20","[c]","[c]"
"Leaver CS","2021","Durham CC","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ealing","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","60-64","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","East Kent","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Kent","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","50-59","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Surrey","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","65+","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Sussex CC","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
