"Status","Year","Organisation","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","UK Hydrographic Office","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","White","40","40","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","White","40","30","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Female","White","30","30","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Female","Asian","60","60","44050","35590"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Female","Black","40","40","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Female","Unknown","450","450","37480","32000"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Female","White","420","410","46450","40600"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Male","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Male","Unknown","380","380","39010","32000"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Male","White","330","330","45840","38580"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Male","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Female","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Female","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Male","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Male","Mixed","[c]","[c]","[c]","[c]"
