"Status","Year","Disability","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Defence Science and Technology Laboratory","Female","80","70","34650","30600"
"Leaver CS","2022","Declared non-disabled","Defence Science and Technology Laboratory","Male","190","190","37020","38070"
"Leaver CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","100","90","43590","40050"
"Leaver CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","120","120","49330","53380"
"Leaver CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Female","60","50","40110","34310"
"Leaver CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Male","50","50","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Education (excl. agencies)","Female","70","70","45470","39160"
"Leaver CS","2022","Declared non-disabled","Department for Education (excl. agencies)","Male","70","70","46850","41460"
"Leaver CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","150","140","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","120","110","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","Female","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for International Trade","Male","60","60","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","60","50","46320","43270"
"Leaver CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","50","50","46610","38880"
"Leaver CS","2022","Declared non-disabled","Department for Transport (excl. agencies)","Female","60","50","46880","42890"
"Leaver CS","2022","Declared non-disabled","Department for Transport (excl. agencies)","Male","70","70","51830","50410"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Female","3770","3150","26780","27570"
"Leaver CS","2022","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Male","2240","2100","27830","27570"
"Leaver CS","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","Female","160","120","23100","21840"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Licensing Agency","Male","100","90","28040","21840"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Standards Agency","Female","60","50","28500","26780"
"Leaver CS","2022","Declared non-disabled","Driver and Vehicle Standards Agency","Male","190","160","29570","26830"
"Leaver CS","2022","Declared non-disabled","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","FCDO Services","Male","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Agency","Male","40","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Female","70","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Male","110","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Forestry and Land Scotland","Female","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Forestry and Land Scotland","Male","70","70","30240","27360"
"Leaver CS","2022","Declared non-disabled","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Government Legal Department","Female","90","90","50810","51250"
"Leaver CS","2022","Declared non-disabled","Government Legal Department","Male","70","60","52170","51250"
"Leaver CS","2022","Declared non-disabled","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Health and Safety Executive","Female","80","70","36260","31680"
"Leaver CS","2022","Declared non-disabled","Health and Safety Executive","Male","70","70","46150","45870"
"Leaver CS","2022","Declared non-disabled","HM Courts and Tribunals Service","Female","760","630","24230","20970"
"Leaver CS","2022","Declared non-disabled","HM Courts and Tribunals Service","Male","370","340","26430","21310"
"Leaver CS","2022","Declared non-disabled","HM Land Registry","Female","130","100","33530","30600"
"Leaver CS","2022","Declared non-disabled","HM Land Registry","Male","80","70","36710","33840"
"Leaver CS","2022","Declared non-disabled","HM Prison and Probation Service","Female","2020","1840","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","HM Prison and Probation Service","Male","2100","1990","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Female","1420","1130","30560","26820"
"Leaver CS","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Male","1030","920","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","HM Treasury (excl. agencies)","Female","60","60","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","HM Treasury (excl. agencies)","Male","60","60","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Home Office","Female","700","580","30710","25630"
"Leaver CS","2022","Declared non-disabled","Home Office","Male","720","620","33310","27370"
"Leaver CS","2022","Declared non-disabled","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Maritime and Coastguard Agency","Female","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Maritime and Coastguard Agency","Male","60","50","44470","42520"
"Leaver CS","2022","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Female","60","50","45680","40450"
"Leaver CS","2022","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Male","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Met Office","Female","40","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Met Office","Male","90","80","36270","36960"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","Female","880","810","29300","25640"
"Leaver CS","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","Male","1240","1200","33300","31490"
"Leaver CS","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","Female","140","130","42800","35750"
"Leaver CS","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","Male","100","100","47470","41960"
"Leaver CS","2022","Declared non-disabled","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","National Crime Agency","Male","70","70","46110","43390"
"Leaver CS","2022","Declared non-disabled","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Female","110","100","52240","51360"
"Leaver CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Male","50","40","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","Female","100","90","41340","36080"
"Leaver CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","Male","110","110","46670","39890"
"Leaver CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Public Health England","Female","860","770","41990","38200"
"Leaver CS","2022","Declared non-disabled","Public Health England","Male","240","230","43430","36330"
"Leaver CS","2022","Declared non-disabled","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Rural Payments Agency","Female","80","70","25380","21300"
"Leaver CS","2022","Declared non-disabled","Rural Payments Agency","Male","80","70","24640","21300"
"Leaver CS","2022","Declared non-disabled","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Government (excl. agencies)","Female","80","80","46030","39660"
"Leaver CS","2022","Declared non-disabled","Scottish Government (excl. agencies)","Male","90","80","48160","43000"
"Leaver CS","2022","Declared non-disabled","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Submarine Delivery Agency","Male","80","70","38080","39860"
"Leaver CS","2022","Declared non-disabled","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","Female","30","30","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Health Security Agency","Female","300","270","35660","32310"
"Leaver CS","2022","Declared non-disabled","UK Health Security Agency","Male","150","140","37880","32330"
"Leaver CS","2022","Declared non-disabled","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","Female","110","90","28790","23760"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","Male","110","90","30800","23880"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Valuation Office Agency","Female","80","70","28160","22040"
"Leaver CS","2022","Declared non-disabled","Valuation Office Agency","Male","70","60","33880","27000"
"Leaver CS","2022","Declared non-disabled","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Government (excl. agencies)","Female","110","90","40010","34490"
"Leaver CS","2022","Declared non-disabled","Welsh Government (excl. agencies)","Male","90","90","44940","38160"
"Leaver CS","2022","Declared non-disabled","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Equipment and Support","Male","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Female","170","150","26090","27570"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Male","140","130","27510","27570"
"Leaver CS","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","Female","60","50","23740","20970"
"Leaver CS","2022","Undeclared","HM Courts and Tribunals Service","Male","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","Female","260","220","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Prison and Probation Service","Male","380","330","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","Female","120","100","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","Male","120","110","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Female","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Male","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","Female","90","80","30670","26670"
"Leaver CS","2022","Undeclared","Ministry of Defence (excl. agencies)","Male","160","150","33130","31610"
"Leaver CS","2022","Undeclared","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
