"Status","Year","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","180","180","49140","46140"
"New entrant CS","2021","Economics","Analysis","300","300","31700","31800"
"New entrant CS","2021","Economics","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Finance","30","30","[c]","[c]"
"New entrant CS","2021","Economics","No function","90","90","33180","31500"
"New entrant CS","2021","Economics","Unknown","60","60","31100","32390"
"New entrant CS","2021","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","640","620","35120","32790"
"New entrant CS","2021","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","650","630","33180","28920"
"New entrant CS","2021","Human Resources","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","60","50","38940","36000"
"New entrant CS","2021","Inspector of Education and Training","No function","90","90","63580","70500"
"New entrant CS","2021","Intelligence Analysis","Analysis","70","70","49930","53360"
"New entrant CS","2021","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","80","80","28310","26670"
"New entrant CS","2021","Internal Audit","Internal Audit","50","40","[c]","[c]"
"New entrant CS","2021","International Trade","No function","150","140","33230","31800"
"New entrant CS","2021","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","No function","60","60","33730","31810"
"New entrant CS","2021","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Counter Fraud","60","60","26270","25560"
"New entrant CS","2021","Legal","Legal","870","840","43060","43920"
"New entrant CS","2021","Legal","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","No function","100","70","74540","82100"
"New entrant CS","2021","Medicine","Unknown","300","250","44010","37890"
"New entrant CS","2021","Operational Delivery","Analysis","90","90","29770","29540"
"New entrant CS","2021","Operational Delivery","Commercial","80","80","41220","37000"
"New entrant CS","2021","Operational Delivery","Communications","60","60","31840","31810"
"New entrant CS","2021","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Debt","130","130","20890","20140"
"New entrant CS","2021","Operational Delivery","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Grants Management","50","50","22320","21050"
"New entrant CS","2021","Operational Delivery","Human Resources","80","70","30150","26500"
"New entrant CS","2021","Operational Delivery","Legal","480","470","22410","20250"
"New entrant CS","2021","Operational Delivery","No function","13380","12830","25480","22850"
"New entrant CS","2021","Operational Delivery","Project Delivery","140","130","35080","32870"
"New entrant CS","2021","Operational Delivery","Property","170","160","23820","20880"
"New entrant CS","2021","Operational Delivery","Unknown","1300","1260","25210","24880"
"New entrant CS","2021","Operational Research","Analysis","70","70","33390","33880"
"New entrant CS","2021","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Other","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","Other","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Legal","60","60","27170","26950"
"New entrant CS","2021","Other","No function","360","350","31960","25750"
"New entrant CS","2021","Other","Project Delivery","150","150","27330","23900"
"New entrant CS","2021","Other","Property","30","30","[c]","[c]"
"New entrant CS","2021","Other","Unknown","1150","1120","26820","22920"
"New entrant CS","2021","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","No function","2910","2870","37200","33570"
"New entrant CS","2021","Policy","Project Delivery","50","50","37900","33570"
"New entrant CS","2021","Policy","Unknown","310","300","39450","35050"
"New entrant CS","2021","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Project Delivery","1030","1010","37230","34170"
"New entrant CS","2021","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","100","100","39690","35050"
"New entrant CS","2021","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","450","450","33120","30000"
"New entrant CS","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","No function","120","120","26440","24620"
"New entrant CS","2021","Science and Engineering","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","No function","830","760","31970","28870"
"New entrant CS","2021","Science and Engineering","Project Delivery","280","270","30680","27540"
"New entrant CS","2021","Science and Engineering","Unknown","120","120","29560","26350"
"New entrant CS","2021","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","720","720","27020","23540"
"New entrant CS","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Analysis","190","190","32630","32540"
"New entrant CS","2021","Social Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Analysis","330","320","33370","31810"
"New entrant CS","2021","Statistics","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Tax","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Communications","670","670","26370","25560"
"New entrant CS","2021","Tax","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2021","Tax","Debt","820","800","20450","20140"
"New entrant CS","2021","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","No function","1690","1640","21790","20140"
"New entrant CS","2021","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","240","240","74330","70210"
"New entrant CS","2021","Unknown","Communications","130","130","32930","31810"
"New entrant CS","2021","Unknown","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","190","190","45050","40600"
"New entrant CS","2021","Unknown","Finance","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","120","120","30070","27500"
"New entrant CS","2021","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","1200","1190","30970","28000"
"New entrant CS","2021","Unknown","Project Delivery","70","70","50490","40600"
"New entrant CS","2021","Unknown","Property","70","60","29150","27810"
"New entrant CS","2021","Unknown","Security","130","120","26630","20920"
"New entrant CS","2021","Unknown","Unknown","19220","18840","27440","27570"
"New entrant CS","2021","Veterinarian","No function","30","30","[c]","[c]"
"New entrant CS","2021","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Commercial","640","580","32930","30420"
"New entrant CS","2022","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Finance","50","50","29940","28970"
"New entrant CS","2022","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Project Delivery","50","50","28190","24000"
"New entrant CS","2022","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Communications","530","490","36290","33080"
"New entrant CS","2022","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Counter Fraud","700","680","26310","27570"
"New entrant CS","2022","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Digital, Data & Technology","2460","2400","37400","33840"
"New entrant CS","2022","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","No function","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","250","250","45700","41950"
"New entrant CS","2022","Economics","Analysis","300","290","34540","30710"
"New entrant CS","2022","Economics","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","No function","50","50","36060","32320"
"New entrant CS","2022","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","980","900","34470","31990"
"New entrant CS","2022","Finance","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","150","150","36490","33000"
"New entrant CS","2022","Geography","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","No function","70","70","26000","20420"
"New entrant CS","2022","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","1050","990","33410","29440"
"New entrant CS","2022","Human Resources","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","No function","160","160","58620","51360"
"New entrant CS","2022","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Counter Fraud","70","70","31040","30750"
"New entrant CS","2022","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Security","70","70","30120","28700"
"New entrant CS","2022","Intelligence Analysis","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Internal Audit","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","60","50","41780","41720"
"New entrant CS","2022","Internal Audit","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","No function","200","200","37000","31800"
"New entrant CS","2022","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Digital, Data & Technology","60","60","26940","26350"
"New entrant CS","2022","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","No function","120","120","31340","28590"
"New entrant CS","2022","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Counter Fraud","70","70","29580","26590"
"New entrant CS","2022","Legal","Legal","740","710","44720","43920"
"New entrant CS","2022","Legal","No function","130","120","34400","34260"
"New entrant CS","2022","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","No function","80","60","75170","84560"
"New entrant CS","2022","Medicine","Unknown","260","220","44190","37280"
"New entrant CS","2022","Operational Delivery","Analysis","120","120","31820","30210"
"New entrant CS","2022","Operational Delivery","Commercial","60","60","36790","33000"
"New entrant CS","2022","Operational Delivery","Communications","480","480","26770","26590"
"New entrant CS","2022","Operational Delivery","Counter Fraud","360","350","24660","21260"
"New entrant CS","2022","Operational Delivery","Debt","520","500","21410","21250"
"New entrant CS","2022","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Finance","70","60","28210","21250"
"New entrant CS","2022","Operational Delivery","Grants Management","520","500","21610","21300"
"New entrant CS","2022","Operational Delivery","Human Resources","120","110","27770","27570"
"New entrant CS","2022","Operational Delivery","Legal","380","370","22550","22200"
"New entrant CS","2022","Operational Delivery","No function","31980","30580","26460","24140"
"New entrant CS","2022","Operational Delivery","Project Delivery","130","120","28530","24920"
"New entrant CS","2022","Operational Delivery","Property","230","230","22470","21750"
"New entrant CS","2022","Operational Delivery","Unknown","1840","1720","26080","24880"
"New entrant CS","2022","Operational Research","Analysis","80","80","31520","30850"
"New entrant CS","2022","Operational Research","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Analysis","90","90","40440","33400"
"New entrant CS","2022","Other","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Debt","310","300","21800","21260"
"New entrant CS","2022","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Legal","100","90","27620","26950"
"New entrant CS","2022","Other","No function","790","770","29170","25110"
"New entrant CS","2022","Other","Project Delivery","250","240","27840","24750"
"New entrant CS","2022","Other","Property","50","40","[c]","[c]"
"New entrant CS","2022","Other","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","1010","980","25170","21170"
"New entrant CS","2022","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Analysis","60","60","34650","35450"
"New entrant CS","2022","Policy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","No function","3420","3340","36430","33570"
"New entrant CS","2022","Policy","Project Delivery","60","50","38720","37610"
"New entrant CS","2022","Policy","Unknown","350","340","37290","35310"
"New entrant CS","2022","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","No function","70","70","35890","34020"
"New entrant CS","2022","Project Delivery","Project Delivery","1000","980","37260","34570"
"New entrant CS","2022","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","130","130","37470","35050"
"New entrant CS","2022","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","760","750","34600","31010"
"New entrant CS","2022","Psychology","No function","190","190","26590","27230"
"New entrant CS","2022","Science and Engineering","Analysis","100","100","31760","29270"
"New entrant CS","2022","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Digital, Data & Technology","60","60","25730","21430"
"New entrant CS","2022","Science and Engineering","No function","990","950","31520","29230"
"New entrant CS","2022","Science and Engineering","Project Delivery","420","410","34600","33000"
"New entrant CS","2022","Science and Engineering","Unknown","120","120","30330","26350"
"New entrant CS","2022","Security","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","630","630","27950","25000"
"New entrant CS","2022","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Analysis","250","240","34610","30710"
"New entrant CS","2022","Social Research","Unknown","50","50","32960","33650"
"New entrant CS","2022","Statistics","Analysis","300","290","33040","30710"
"New entrant CS","2022","Statistics","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Unknown","70","70","26140","22460"
"New entrant CS","2022","Tax","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","Communications","370","360","27420","26590"
"New entrant CS","2022","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","Debt","180","170","22030","21250"
"New entrant CS","2022","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","No function","1940","1900","27880","26590"
"New entrant CS","2022","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Analysis","70","40","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","240","240","67900","68130"
"New entrant CS","2022","Unknown","Communications","90","90","33010","33080"
"New entrant CS","2022","Unknown","Counter Fraud","350","350","28920","26590"
"New entrant CS","2022","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","260","260","43190","40600"
"New entrant CS","2022","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","170","170","31690","27500"
"New entrant CS","2022","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","1460","1430","32120","28000"
"New entrant CS","2022","Unknown","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Security","160","150","30700","27500"
"New entrant CS","2022","Unknown","Unknown","5170","5010","30360","27230"
"New entrant CS","2022","Veterinarian","No function","50","50","[c]","[c]"
"New entrant CS","2022","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
