"Status","Year","Region_ITL1","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","North West (England)","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Operational Delivery","70","70","23910","21050"
"Leaver Dept.","2021","North West (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Unknown","160","150","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Operational Delivery","160","150","25350","24110"
"Leaver Dept.","2021","North West (England)","White","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","White","Unknown","370","350","29820","27570"
"Leaver Dept.","2021","Northern Ireland","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Chinese","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","White","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","White","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Asian","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Black","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Black","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Chinese","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Chinese","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Chinese","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Mixed","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","White","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","White","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","White","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","White","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","White","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Unknown","110","110","[c]","[c]"
"Leaver Dept.","2021","Scotland","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","White","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","White","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","White","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","White","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","White","Operational Delivery","80","70","25950","24110"
"Leaver Dept.","2021","Scotland","White","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","White","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","White","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","White","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","White","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","White","Unknown","280","270","28800","27570"
"Leaver Dept.","2021","South East (England)","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Asian","Planning","[c]","[c]","[c]","[c]"
