"Status","Year","Region_ITL1","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","North East (England)","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Attorney General's Departments","Female","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Education","Female","40","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Education","Male","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Environment, Food and Rural Affairs","Female","60","50","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Environment, Food and Rural Affairs","Male","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Transport","Male","40","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Work and Pensions","Female","940","790","26120","26120"
"Leaver CS","2022","North West (England)","Department for Work and Pensions","Male","650","610","27950","21260"
"Leaver CS","2022","North West (England)","Department of Health and Social Care","Female","90","80","43420","39030"
"Leaver CS","2022","North West (England)","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","HM Land Registry","Female","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","HM Revenue and Customs","Female","450","370","[c]","[c]"
"Leaver CS","2022","North West (England)","HM Revenue and Customs","Male","390","340","[c]","[c]"
"Leaver CS","2022","North West (England)","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Home Office","Female","230","180","25490","24890"
"Leaver CS","2022","North West (England)","Home Office","Male","190","160","29720","25040"
"Leaver CS","2022","North West (England)","Ministry of Defence","Female","60","50","26350","22330"
"Leaver CS","2022","North West (England)","Ministry of Defence","Male","90","80","30570","26510"
"Leaver CS","2022","North West (England)","Ministry of Justice","Female","510","440","24850","20970"
"Leaver CS","2022","North West (England)","Ministry of Justice","Male","470","420","26190","20970"
"Leaver CS","2022","North West (England)","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","National Crime Agency","Male","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Office for Standards in Education, Children's Services and Skills","Female","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","HM Revenue and Customs","Female","60","50","[c]","[c]"
"Leaver CS","2022","Northern Ireland","HM Revenue and Customs","Male","70","60","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Home Office","Male","30","30","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Ministry of Defence","Male","30","30","[c]","[c]"
"Leaver CS","2022","Northern Ireland","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Ministry of Defence","Female","40","30","[c]","[c]"
"Leaver CS","2022","Overseas","Ministry of Defence","Male","40","40","[c]","[c]"
"Leaver CS","2022","Overseas","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Department for Transport","Male","30","30","[c]","[c]"
"Leaver CS","2022","Scotland","Department for Work and Pensions","Female","520","430","25070","26120"
"Leaver CS","2022","Scotland","Department for Work and Pensions","Male","300","280","25680","21260"
"Leaver CS","2022","Scotland","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Foreign, Commonwealth and Development Office","Male","40","30","[c]","[c]"
"Leaver CS","2022","Scotland","HM Revenue and Customs","Female","470","380","[c]","[c]"
"Leaver CS","2022","Scotland","HM Revenue and Customs","Male","330","300","[c]","[c]"
"Leaver CS","2022","Scotland","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Home Office","Female","30","20","[c]","[c]"
"Leaver CS","2022","Scotland","Home Office","Male","50","40","[c]","[c]"
"Leaver CS","2022","Scotland","Ministry of Defence","Female","130","110","27980","23650"
"Leaver CS","2022","Scotland","Ministry of Defence","Male","230","220","33390","33000"
"Leaver CS","2022","Scotland","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Office of Gas and Electricity Markets","Female","40","40","[c]","[c]"
"Leaver CS","2022","Scotland","Office of Gas and Electricity Markets","Male","40","40","[c]","[c]"
"Leaver CS","2022","Scotland","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Scottish Government","Female","640","570","34450","28990"
"Leaver CS","2022","Scotland","Scottish Government","Male","780","710","36310","33070"
"Leaver CS","2022","Scotland","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Attorney General's Departments","Female","30","30","[c]","[c]"
"Leaver CS","2022","South East (England)","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Department for Environment, Food and Rural Affairs","Female","70","70","29060","24920"
"Leaver CS","2022","South East (England)","Department for Environment, Food and Rural Affairs","Male","60","60","[c]","[c]"
"Leaver CS","2022","South East (England)","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Department for Transport","Female","70","70","28960","26530"
"Leaver CS","2022","South East (England)","Department for Transport","Male","100","100","37510","30730"
"Leaver CS","2022","South East (England)","Department for Work and Pensions","Female","490","420","27370","27570"
"Leaver CS","2022","South East (England)","Department for Work and Pensions","Male","290","270","27320","27570"
"Leaver CS","2022","South East (England)","Department of Health and Social Care","Female","70","60","47300","40060"
"Leaver CS","2022","South East (England)","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Foreign, Commonwealth and Development Office","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Foreign, Commonwealth and Development Office","Male","40","30","[c]","[c]"
"Leaver CS","2022","South East (England)","HM Revenue and Customs","Female","100","80","[c]","[c]"
"Leaver CS","2022","South East (England)","HM Revenue and Customs","Male","80","70","[c]","[c]"
"Leaver CS","2022","South East (England)","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Home Office","Female","60","40","27070","26160"
"Leaver CS","2022","South East (England)","Home Office","Male","120","100","30300","27370"
"Leaver CS","2022","South East (England)","Ministry of Defence","Female","370","340","29580","24610"
"Leaver CS","2022","South East (England)","Ministry of Defence","Male","630","610","31500","27680"
"Leaver CS","2022","South East (England)","Ministry of Justice","Female","770","690","24110","20970"
"Leaver CS","2022","South East (England)","Ministry of Justice","Male","730","700","25290","20970"
"Leaver CS","2022","South East (England)","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","UK Statistics Authority","Female","150","120","25100","20350"
"Leaver CS","2022","South East (England)","UK Statistics Authority","Male","160","120","25340","20350"
"Leaver CS","2022","South East (England)","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Department for Business, Energy and Industrial Strategy","Female","70","60","31820","29860"
"Leaver CS","2022","South West (England)","Department for Business, Energy and Industrial Strategy","Male","100","90","35860","36510"
"Leaver CS","2022","South West (England)","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Department for Environment, Food and Rural Affairs","Female","70","60","[c]","[c]"
"Leaver CS","2022","South West (England)","Department for Environment, Food and Rural Affairs","Male","60","50","[c]","[c]"
"Leaver CS","2022","South West (England)","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Department for Levelling Up, Housing and Communities","Male","40","40","[c]","[c]"
"Leaver CS","2022","South West (England)","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Department for Transport","Male","40","40","[c]","[c]"
"Leaver CS","2022","South West (England)","Department for Work and Pensions","Female","360","300","25500","27570"
"Leaver CS","2022","South West (England)","Department for Work and Pensions","Male","180","160","25890","27570"
"Leaver CS","2022","South West (England)","Department of Health and Social Care","Female","160","140","36390","29470"
"Leaver CS","2022","South West (England)","Department of Health and Social Care","Male","70","70","31890","23530"
"Leaver CS","2022","South West (England)","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","HM Land Registry","Female","60","40","32430","30750"
"Leaver CS","2022","South West (England)","HM Land Registry","Male","60","60","36510","33840"
"Leaver CS","2022","South West (England)","HM Revenue and Customs","Female","50","40","[c]","[c]"
"Leaver CS","2022","South West (England)","HM Revenue and Customs","Male","50","40","[c]","[c]"
"Leaver CS","2022","South West (England)","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Ministry of Defence","Female","600","540","32410","28600"
"Leaver CS","2022","South West (England)","Ministry of Defence","Male","1170","1130","35100","33300"
"Leaver CS","2022","South West (England)","Ministry of Justice","Female","410","360","22720","20390"
"Leaver CS","2022","South West (England)","Ministry of Justice","Male","330","310","24980","20970"
"Leaver CS","2022","South West (England)","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Female","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Male","50","50","52810","52590"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Female","250","190","23170","21840"
"Leaver CS","2022","Unknown","Department for Transport","Male","170","160","26460","21840"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Female","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Male","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Female","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Female","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","Male","230","230","36170","33570"
"Leaver CS","2022","Unknown","Ministry of Justice","Female","180","160","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","Male","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Business, Energy and Industrial Strategy","Female","70","60","28680","24030"
"Leaver CS","2022","Wales","Department for Business, Energy and Industrial Strategy","Male","90","80","34750","30770"
"Leaver CS","2022","Wales","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department for Transport","Male","40","30","[c]","[c]"
"Leaver CS","2022","Wales","Department for Work and Pensions","Female","270","220","24750","21260"
"Leaver CS","2022","Wales","Department for Work and Pensions","Male","160","140","26350","26270"
"Leaver CS","2022","Wales","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","HM Revenue and Customs","Female","170","130","[c]","[c]"
"Leaver CS","2022","Wales","HM Revenue and Customs","Male","150","130","[c]","[c]"
"Leaver CS","2022","Wales","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Ministry of Defence","Female","40","30","[c]","[c]"
"Leaver CS","2022","Wales","Ministry of Defence","Male","50","40","[c]","[c]"
"Leaver CS","2022","Wales","Ministry of Justice","Female","250","230","21600","20440"
"Leaver CS","2022","Wales","Ministry of Justice","Male","260","240","[c]","[c]"
"Leaver CS","2022","Wales","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","UK Statistics Authority","Female","80","70","29300","24240"
"Leaver CS","2022","Wales","UK Statistics Authority","Male","130","130","31840","30130"
"Leaver CS","2022","Wales","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Welsh Government","Female","130","110","40860","34750"
"Leaver CS","2022","Wales","Welsh Government","Male","110","110","44610","37790"
"Leaver CS","2022","West Midlands (England)","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Education","Female","30","30","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Education","Male","40","40","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Transport","Male","30","30","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Department for Work and Pensions","Female","430","340","25780","27570"
"Leaver CS","2022","West Midlands (England)","Department for Work and Pensions","Male","230","210","26260","27570"
"Leaver CS","2022","West Midlands (England)","Department of Health and Social Care","Female","110","90","43450","37490"
"Leaver CS","2022","West Midlands (England)","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Revenue and Customs","Female","170","140","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Revenue and Customs","Male","150","140","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Home Office","Female","40","30","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Home Office","Male","[c]","[c]","[c]","[c]"
