"Status","Year","Region_ITL1","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","East of England","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Knowledge and Information Management","White","40","30","[c]","[c]"
"Leaver CS","2022","East of England","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Medicine","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","Asian","60","60","27930","27570"
"Leaver CS","2022","East of England","Operational Delivery","Black","70","60","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","East of England","Operational Delivery","Unknown","260","240","25360","24250"
"Leaver CS","2022","East of England","Operational Delivery","White","1240","1120","28640","27570"
"Leaver CS","2022","East of England","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Other","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Other","White","140","120","24090","21380"
"Leaver CS","2022","East of England","Policy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Policy","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Property","White","30","30","[c]","[c]"
"Leaver CS","2022","East of England","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Psychology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Science and Engineering","White","90","80","39780","37830"
"Leaver CS","2022","East of England","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Security","White","50","40","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","White","170","140","[c]","[c]"
"Leaver CS","2022","East of England","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Veterinarian","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Veterinarian","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Unknown","70","50","[c]","[c]"
"Leaver CS","2022","London","Communications","White","110","100","41830","39900"
"Leaver CS","2022","London","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Corporate Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","Asian","50","50","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data and Technology","Unknown","90","70","50790","53420"
"Leaver CS","2022","London","Digital, Data and Technology","White","140","130","50820","44980"
"Leaver CS","2022","London","Economics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Economics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Economics","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Economics","White","70","70","[c]","[c]"
"Leaver CS","2022","London","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","White","70","70","52640","45020"
"Leaver CS","2022","London","Human Resources","Asian","30","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","White","120","110","47260","42340"
"Leaver CS","2022","London","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Intelligence Analysis","White","40","30","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","International Trade","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","London","International Trade","White","30","30","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Knowledge and Information Management","White","80","70","43410","40070"
"Leaver CS","2022","London","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","White","170","150","58460","55000"
"Leaver CS","2022","London","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Medicine","White","60","50","83420","86840"
"Leaver CS","2022","London","Operational Delivery","Asian","480","430","31660","31060"
"Leaver CS","2022","London","Operational Delivery","Black","480","450","31290","31060"
"Leaver CS","2022","London","Operational Delivery","Mixed","150","150","32710","31060"
"Leaver CS","2022","London","Operational Delivery","Other ethnicity","50","50","[c]","[c]"
"Leaver CS","2022","London","Operational Delivery","Undeclared","160","140","36100","31520"
"Leaver CS","2022","London","Operational Delivery","Unknown","890","840","35090","30470"
"Leaver CS","2022","London","Operational Delivery","White","1600","1470","38040","31060"
"Leaver CS","2022","London","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","Asian","70","60","36150","31060"
"Leaver CS","2022","London","Other","Black","60","60","32150","31060"
"Leaver CS","2022","London","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Other","Unknown","90","80","36440","30600"
"Leaver CS","2022","London","Other","White","250","230","42910","32960"
"Leaver CS","2022","London","Planning","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Policy","Asian","120","110","44600","40050"
"Leaver CS","2022","London","Policy","Black","40","40","[c]","[c]"
"Leaver CS","2022","London","Policy","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","London","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Policy","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","London","Policy","Unknown","290","190","43030","37450"
"Leaver CS","2022","London","Policy","White","590","540","50120","51730"
"Leaver CS","2022","London","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","White","100","90","53270","50020"
"Leaver CS","2022","London","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Psychology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","Asian","30","30","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Science and Engineering","White","170","150","43550","40060"
"Leaver CS","2022","London","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","White","50","50","[c]","[c]"
"Leaver CS","2022","London","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Social Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Statistics","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Tax","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Tax","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Tax","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Tax","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Asian","170","140","45450","39960"
"Leaver CS","2022","London","Unknown","Black","90","80","[c]","[c]"
"Leaver CS","2022","London","Unknown","Mixed","50","40","[c]","[c]"
"Leaver CS","2022","London","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","London","Unknown","Unknown","540","450","46350","35060"
"Leaver CS","2022","London","Unknown","White","720","550","50560","54110"
"Leaver CS","2022","London","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Veterinarian","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Veterinarian","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","White","50","50","43470","40370"
"Leaver CS","2022","North East (England)","Economics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Economics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Economics","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Economics","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
