"Status","Year","Responsibility_level","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SEO/HEO","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","LGBO","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Analysis","40","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Commercial","40","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Digital, Data & Technology","100","70","37930","38110"
"Leaver CS","2022","SEO/HEO","Undeclared","Finance","40","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","No function","410","310","38300","37940"
"Leaver CS","2022","SEO/HEO","Undeclared","Project Delivery","60","50","38040","39490"
"Leaver CS","2022","SEO/HEO","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Unknown","150","140","37950","37190"
"Leaver CS","2022","SEO/HEO","Unknown","Analysis","60","60","34630","33390"
"Leaver CS","2022","SEO/HEO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Communications","70","60","38750","38230"
"Leaver CS","2022","SEO/HEO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Digital, Data & Technology","150","150","36930","36500"
"Leaver CS","2022","SEO/HEO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Human Resources","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","No function","770","710","36160","34710"
"Leaver CS","2022","SEO/HEO","Unknown","Project Delivery","100","100","36810","38070"
"Leaver CS","2022","SEO/HEO","Unknown","Property","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Unknown","1180","970","38730","38050"
"Leaver CS","2022","Unknown","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","No function","1040","930","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Project Delivery","100","90","37550","39250"
"Leaver CS","2022","Unknown","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","No function","90","90","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","No function","100","80","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","No function","590","510","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","280","250","36080","33270"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","No function","430","410","20530","19930"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Heterosexual / straight","Unknown","370","340","21440","21010"
"Leaver Dept.","2021","AA/AO","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","No function","180","170","20780","20430"
"Leaver Dept.","2021","AA/AO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Unknown","810","760","21090","21010"
"Leaver Dept.","2021","EO","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Human Resources","50","50","26280","26380"
"Leaver Dept.","2021","EO","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","No function","290","280","25570","26410"
"Leaver Dept.","2021","EO","Heterosexual / straight","Project Delivery","60","60","23560","23520"
"Leaver Dept.","2021","EO","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Unknown","800","760","27370","27570"
"Leaver Dept.","2021","EO","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Unknown","60","50","27320","27570"
"Leaver Dept.","2021","EO","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Unknown","80","80","27720","27570"
"Leaver Dept.","2021","EO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","No function","150","150","26900","26460"
"Leaver Dept.","2021","EO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Unknown","550","490","27970","27570"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Analysis","60","60","58600","58040"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Communications","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Digital, Data & Technology","50","50","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Finance","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Human Resources","70","70","58050","57770"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Legal","50","50","58390","55000"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","No function","440","430","56060","54240"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Project Delivery","90","90","58160","55230"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Unknown","320","310","58380","57460"
"Leaver Dept.","2021","G6/G7","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","No function","60","60","54950","53490"
"Leaver Dept.","2021","G6/G7","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","No function","70","60","56680","54470"
"Leaver Dept.","2021","G6/G7","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","No function","270","260","55760","54280"
"Leaver Dept.","2021","G6/G7","Unknown","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Unknown","370","250","55820","54400"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","No function","90","80","90120","78550"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Unknown","60","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Analysis","100","100","35380","33990"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Commercial","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Communications","60","60","37740","36800"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Digital, Data & Technology","60","50","36070","34550"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Finance","50","50","39420","40190"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Human Resources","150","150","35120","33300"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","No function","790","780","34590","33210"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Project Delivery","190","180","34090","33300"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Property","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Unknown","730","710","35970","35090"
"Leaver Dept.","2021","SEO/HEO","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","No function","100","100","33600","32680"
"Leaver Dept.","2021","SEO/HEO","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Unknown","60","60","36560","35670"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","No function","100","100","35150","32870"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Unknown","80","80","37230","37280"
"Leaver Dept.","2021","SEO/HEO","Unknown","Analysis","30","30","[c]","[c]"
