"Status","Year","Organisation","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","HM Courts and Tribunals Service","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","No function","120","100","27390","27130"
"Leaver CS","2021","HM Land Registry","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","No function","80","70","27840","27130"
"Leaver CS","2021","HM Land Registry","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","No function","1890","1700","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","No function","2220","2060","36630","31650"
"Leaver CS","2021","HM Prison and Probation Service","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Unknown","3330","2680","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Male","Unknown","2110","1890","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Female","Unknown","670","560","28790","25120"
"Leaver CS","2021","Home Office (incl. agencies)","Male","Unknown","660","590","31920","27250"
"Leaver CS","2021","Insolvency Service","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Male","No function","60","60","41610","38850"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Unknown","90","90","47200","40450"
"Leaver CS","2021","Met Office","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Met Office","Male","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Finance","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Human Resources","50","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Project Delivery","70","70","33150","32430"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Property","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Security","50","50","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Female","Unknown","600","530","29030","23300"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Commercial","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Finance","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Human Resources","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Project Delivery","100","100","41890","39510"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Property","100","100","31320","33300"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Security","300","290","29410","25680"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Male","Unknown","740","710","31500","29930"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","No function","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","No function","40","30","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","No function","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice (excl. agencies)","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","No function","40","40","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","No function","110","110","44940","41290"
"Leaver CS","2021","National Crime Agency","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Infrastructure Commission","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Records of Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Female","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Savings and Investments","Male","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Budget Responsibility","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","No function","70","60","50870","51360"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","No function","40","30","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","No function","40","40","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Female","No function","30","30","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Public Guardian","Male","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of the Scottish Charity Regulator","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Female","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
