"Status","Year","Region_ITL3","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Walsall","Legal","No function","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Operational Delivery","No function","590","510","25030","24800"
"In post","2022","Walsall","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Other","No function","30","30","[c]","[c]"
"In post","2022","Walsall","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Security","Security","[c]","[c]","[c]","[c]"
"In post","2022","Walsall","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Legal","No function","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Operational Delivery","Counter Fraud","50","40","25430","25110"
"In post","2022","Wandsworth","Operational Delivery","No function","830","800","32580","31530"
"In post","2022","Wandsworth","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Other","No function","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Security","Security","[c]","[c]","[c]","[c]"
"In post","2022","Wandsworth","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Commercial","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Digital, Data and Technology","Digital, Data & Technology","140","140","42750","45480"
"In post","2022","Warrington","Finance","Finance","40","40","[c]","[c]"
"In post","2022","Warrington","Human Resources","Human Resources","70","60","40470","38160"
"In post","2022","Warrington","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Legal","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Operational Delivery","No function","2130","2020","32240","31580"
"In post","2022","Warrington","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Other","No function","40","40","[c]","[c]"
"In post","2022","Warrington","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Planning","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Policy","No function","40","40","[c]","[c]"
"In post","2022","Warrington","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Security","Security","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Warrington","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Commercial","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Human Resources","Human Resources","70","60","34930","31740"
"In post","2022","Warwickshire CC","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Legal","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Operational Delivery","No function","580","530","29250","27570"
"In post","2022","Warwickshire CC","Operational Delivery","Unknown","90","80","24630","21680"
"In post","2022","Warwickshire CC","Other","Debt","220","180","22130","21260"
"In post","2022","Warwickshire CC","Other","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Other","Project Delivery","110","110","23230","21250"
"In post","2022","Warwickshire CC","Other","Unknown","60","60","23870","21170"
"In post","2022","Warwickshire CC","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Warwickshire CC","Security","Security","60","60","27090","20740"
"In post","2022","Warwickshire CC","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Legal","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Operational Delivery","Grants Management","510","450","23380","21300"
"In post","2022","West Cumbria","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Operational Delivery","No function","420","380","27650","27380"
"In post","2022","West Cumbria","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Other","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Project Delivery","Project Delivery","70","70","43850","40580"
"In post","2022","West Cumbria","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Science and Engineering","Project Delivery","90","80","41760","39860"
"In post","2022","West Cumbria","Security","Security","50","50","32040","26750"
"In post","2022","West Cumbria","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Cumbria","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Medicine","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Operational Delivery","No function","160","150","29790","29290"
"In post","2022","West Essex","Operational Delivery","Unknown","400","350","29740","27370"
"In post","2022","West Essex","Other","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Essex","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Operational Delivery","No function","100","100","29600","29290"
"In post","2022","West Kent","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Other","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Science and Engineering","No function","120","110","41160","40760"
"In post","2022","West Kent","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Security","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Kent","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Operational Delivery","No function","200","180","26950","27570"
"In post","2022","West Lothian","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Other","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Lothian","Unknown","Unknown","170","170","42550","36390"
"In post","2022","West Northamptonshire","Commercial","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Geography","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Legal","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Operational Delivery","No function","930","850","26670","25120"
"In post","2022","West Northamptonshire","Other","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Northamptonshire","Security","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Commercial","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Counter Fraud","Counter Fraud","50","40","[c]","[c]"
"In post","2022","West Surrey","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Economics","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Legal","Legal","40","40","[c]","[c]"
"In post","2022","West Surrey","Legal","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Medicine","Unknown","40","30","[c]","[c]"
"In post","2022","West Surrey","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Operational Delivery","No function","1050","970","30970","29290"
"In post","2022","West Surrey","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Operational Delivery","Unknown","80","80","36050","32560"
"In post","2022","West Surrey","Other","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Other","Unknown","110","100","22690","21170"
"In post","2022","West Surrey","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Policy","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Property","Property","80","80","48580","52290"
"In post","2022","West Surrey","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Science and Engineering","No function","450","430","32790","28580"
"In post","2022","West Surrey","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Security","Security","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Statistics","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Unknown","Unknown","40","40","[c]","[c]"
"In post","2022","West Surrey","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Surrey","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Legal","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Medicine","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Operational Delivery","No function","340","320","30900","27570"
"In post","2022","West Sussex (North East)","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Operational Delivery","Unknown","760","670","28940","26990"
"In post","2022","West Sussex (North East)","Other","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Other","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Policy","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Property","Property","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (North East)","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Digital, Data and Technology","Digital, Data & Technology","130","130","41640","40180"
"In post","2022","West Sussex (South West)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Finance","Finance","140","130","36870","33370"
"In post","2022","West Sussex (South West)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Legal","Legal","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Legal","No function","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Sussex (South West)","Operational Delivery","Debt","50","40","28690","28920"
