"Status","Year","Region_ITL3","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Bristol, City of","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Bristol, City of","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Unknown","EO","40","40","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bristol, City of","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bromley","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","No function","AA/AO","60","50","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Unknown","EO","40","30","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Buckinghamshire CC","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Calderdale and Kirklees","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","No function","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cambridgeshire CC","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Debt","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","No function","AA/AO","70","60","22900","22680"
"Leaver CS","2021","Camden and City of London","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Unknown","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Unknown","EO","70","60","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Unknown","G6/G7","40","30","[c]","[c]"
"Leaver CS","2021","Camden and City of London","Unknown","SEO/HEO","90","90","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","AA/AO","80","70","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Unknown","AA/AO","200","160","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Unknown","EO","100","90","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Unknown","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Unknown","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","Cardiff and Vale of Glamorgan","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Causeway Coast and Glens","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Bedfordshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","No function","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Central Hampshire","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Hampshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Central Valleys","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","No function","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","Cheshire East","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire East","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire West and Chester","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","No function","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chorley and West Lancashire","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Analysis","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","No function","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","No function","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","No function","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Unknown","AA/AO","140","120","22200","22160"
"Leaver CS","2021","City of Edinburgh","Unknown","EO","90","80","27670","27470"
"Leaver CS","2021","City of Edinburgh","Unknown","G6/G7","60","50","64350","61010"
"Leaver CS","2021","City of Edinburgh","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","City of Edinburgh","Unknown","SEO/HEO","120","100","38570","37580"
"Leaver CS","2021","Clackmannanshire and Fife","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","No function","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","No function","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Clackmannanshire and Fife","Unknown","EO","[c]","[c]","[c]","[c]"
