"Status","Year","Region_ITL1","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","South West (England)","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared non-disabled","Project Delivery","110","100","41700","39510"
"Leaver CS","2021","South West (England)","Declared non-disabled","Property","40","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared non-disabled","Science and Engineering","200","190","32080","29470"
"Leaver CS","2021","South West (England)","Declared non-disabled","Security","30","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Declared non-disabled","Unknown","360","310","25290","21010"
"Leaver CS","2021","South West (England)","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Operational Delivery","60","50","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Operational Delivery","140","130","27070","22350"
"Leaver CS","2021","South West (England)","Unknown","Other","40","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Science and Engineering","50","50","33300","27900"
"Leaver CS","2021","South West (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Unknown","100","90","28890","27570"
"Leaver CS","2021","South West (England)","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other","150","150","35210","32400"
"Leaver CS","2021","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","460","450","46830","32000"
"Leaver CS","2021","Wales","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Operational Delivery","100","80","22200","21430"
"Leaver CS","2021","Wales","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Unknown","100","80","[c]","[c]"
"Leaver CS","2021","Wales","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Operational Delivery","410","350","24790","21590"
"Leaver CS","2021","Wales","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Other","50","50","32600","30690"
"Leaver CS","2021","Wales","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Policy","40","30","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Declared non-disabled","Unknown","470","390","24660","21010"
"Leaver CS","2021","Wales","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Operational Delivery","40","30","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Undeclared","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Operational Delivery","180","170","23580","21590"
"Leaver CS","2021","Wales","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Unknown","180","150","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Operational Delivery","80","70","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Unknown","130","110","25300","27240"
"Leaver CS","2021","West Midlands (England)","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Operational Delivery","390","350","26320","21270"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Other","40","40","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Unknown","480","390","25410","23910"
"Leaver CS","2021","West Midlands (England)","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Operational Delivery","210","200","26150","20430"
"Leaver CS","2021","West Midlands (England)","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Unknown","160","140","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Operational Delivery","80","70","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Unknown","130","110","27440","26890"
"Leaver CS","2021","Yorkshire and The Humber","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Operational Delivery","420","360","26930","21550"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Other","50","50","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Declared non-disabled","Unknown","760","610","28460","26890"
