"Status","Year","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Outer London - West and North West","Unknown","220","190","30090","31060"
"Leaver CS","2021","Outer London - West and North West","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Other","70","70","39290","36960"
"Leaver CS","2021","Overseas","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Operational Delivery","260","240","22330","20420"
"Leaver CS","2021","Shropshire and Staffordshire","Other","40","30","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Unknown","130","110","25430","26120"
"Leaver CS","2021","Shropshire and Staffordshire","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Operational Delivery","200","180","28090","21570"
"Leaver CS","2021","South Yorkshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Unknown","360","290","26940","24930"
"Leaver CS","2021","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Unknown","180","150","26960","27150"
"Leaver CS","2021","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Operational Delivery","230","210","26560","24370"
"Leaver CS","2021","Surrey, East and West Sussex","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Unknown","200","170","26100","24820"
"Leaver CS","2021","Surrey, East and West Sussex","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Operational Delivery","230","200","23930","21430"
"Leaver CS","2021","Tees Valley and Durham","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Unknown","330","260","23420","21010"
"Leaver CS","2021","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","150","150","35100","32400"
"Leaver CS","2021","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","510","500","45900","31060"
"Leaver CS","2021","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Operational Delivery","200","170","27980","24110"
"Leaver CS","2021","West Central Scotland","Other","40","30","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Central Scotland","Security","50","50","32490","38120"
"Leaver CS","2021","West Central Scotland","Unknown","370","300","30110","26890"
"Leaver CS","2021","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Operational Delivery","310","270","28340","21180"
"Leaver CS","2021","West Midlands","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Unknown","600","490","25460","23710"
"Leaver CS","2021","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Operational Delivery","390","310","22620","21590"
"Leaver CS","2021","West Wales and The Valleys","Other","50","50","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Unknown","240","200","24550","21010"
"Leaver CS","2021","West Wales and The Valleys","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Operational Delivery","320","290","24190","20100"
"Leaver CS","2021","West Yorkshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Unknown","580","450","30250","27570"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Operational Delivery","410","380","28500","27570"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Other","30","30","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Science and Engineering","40","30","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Finance","50","40","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","660","620","27580","27570"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Other","210","200","24080","20970"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Security","110","110","31980","27920"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","100","80","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Operational Delivery","250","230","30680","27570"
"Leaver CS","2022","Cheshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Operational Delivery","100","90","23950","21260"
"Leaver CS","2022","Cornwall and Isles of Scilly","Other","30","30","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Operational Delivery","130","110","26400","22200"
"Leaver CS","2022","Cumbria","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Operational Delivery","620","550","25840","25480"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Other","30","30","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Unknown","240","210","[c]","[c]"
"Leaver CS","2022","Devon","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Digital, Data and Technology","100","100","33760","33840"
"Leaver CS","2022","Devon","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Operational Delivery","400","340","25670","22040"
"Leaver CS","2022","Devon","Other","40","40","[c]","[c]"
"Leaver CS","2022","Devon","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Psychology","[c]","[c]","[c]","[c]"
