"Status","Year","Sexual_orientation","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Declared non-disabled","430","310","48090","45680"
"Leaver Dept.","2021","Unknown","London","Undeclared","90","80","42330","42460"
"Leaver Dept.","2021","Unknown","London","Unknown","1350","1140","42780","38540"
"Leaver Dept.","2021","Unknown","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North East (England)","Declared non-disabled","140","130","[c]","[c]"
"Leaver Dept.","2021","Unknown","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North East (England)","Unknown","140","140","30890","29380"
"Leaver Dept.","2021","Unknown","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Declared non-disabled","220","210","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Unknown","250","240","27430","24250"
"Leaver Dept.","2021","Unknown","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Declared non-disabled","150","150","28910","27570"
"Leaver Dept.","2021","Unknown","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Scotland","Unknown","140","140","33750","32280"
"Leaver Dept.","2021","Unknown","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Unknown","130","130","34960","32710"
"Leaver Dept.","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","400","390","33780","32000"
"Leaver Dept.","2021","Unknown","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","Declared non-disabled","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","Unknown","130","130","33020","27230"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Declared non-disabled","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","West Midlands (England)","Unknown","120","110","31280","24250"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Declared non-disabled","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","Unknown","180","150","34000","31680"
"Leaver Dept.","2022","Heterosexual / straight","East Midlands (England)","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","East Midlands (England)","Declared non-disabled","320","300","31580","27570"
"Leaver Dept.","2022","Heterosexual / straight","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","East of England","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","East of England","Declared non-disabled","370","350","36430","30460"
"Leaver Dept.","2022","Heterosexual / straight","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","East of England","Unknown","50","50","42690","36060"
"Leaver Dept.","2022","Heterosexual / straight","London","Declared disabled","460","440","42790","37640"
"Leaver Dept.","2022","Heterosexual / straight","London","Declared non-disabled","4710","4490","43960","39840"
"Leaver Dept.","2022","Heterosexual / straight","London","Undeclared","140","130","38890","34160"
"Leaver Dept.","2022","Heterosexual / straight","London","Unknown","510","390","44480","40070"
"Leaver Dept.","2022","Heterosexual / straight","North East (England)","Declared disabled","60","60","29830","27570"
"Leaver Dept.","2022","Heterosexual / straight","North East (England)","Declared non-disabled","440","420","31360","27570"
"Leaver Dept.","2022","Heterosexual / straight","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","North East (England)","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","North West (England)","Declared disabled","150","140","32120","27830"
"Leaver Dept.","2022","Heterosexual / straight","North West (England)","Declared non-disabled","1030","990","31440","27570"
"Leaver Dept.","2022","Heterosexual / straight","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","North West (England)","Unknown","100","90","37880","31420"
"Leaver Dept.","2022","Heterosexual / straight","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Scotland","Declared disabled","70","60","28150","27570"
"Leaver Dept.","2022","Heterosexual / straight","Scotland","Declared non-disabled","540","530","29180","27570"
"Leaver Dept.","2022","Heterosexual / straight","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","South East (England)","Declared disabled","60","60","38080","30580"
"Leaver Dept.","2022","Heterosexual / straight","South East (England)","Declared non-disabled","530","490","36960","30800"
"Leaver Dept.","2022","Heterosexual / straight","South East (England)","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","South East (England)","Unknown","90","90","45850","40560"
"Leaver Dept.","2022","Heterosexual / straight","South West (England)","Declared disabled","110","100","33900","30240"
"Leaver Dept.","2022","Heterosexual / straight","South West (England)","Declared non-disabled","1240","1180","35130","30020"
"Leaver Dept.","2022","Heterosexual / straight","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","South West (England)","Unknown","140","130","43050","37910"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Declared non-disabled","220","220","38290","33250"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Wales","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Wales","Declared non-disabled","320","310","33470","27570"
"Leaver Dept.","2022","Heterosexual / straight","Wales","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","West Midlands (England)","Declared disabled","80","80","30870","27570"
"Leaver Dept.","2022","Heterosexual / straight","West Midlands (England)","Declared non-disabled","690","650","31840","27570"
"Leaver Dept.","2022","Heterosexual / straight","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","West Midlands (England)","Unknown","60","50","45590","38000"
"Leaver Dept.","2022","Heterosexual / straight","Yorkshire and The Humber","Declared disabled","100","90","33970","30190"
"Leaver Dept.","2022","Heterosexual / straight","Yorkshire and The Humber","Declared non-disabled","740","690","36600","31990"
"Leaver Dept.","2022","Heterosexual / straight","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Yorkshire and The Humber","Unknown","100","50","43740","36740"
"Leaver Dept.","2022","LGBO","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","London","Declared disabled","110","100","38340","34550"
"Leaver Dept.","2022","LGBO","London","Declared non-disabled","430","410","43300","39190"
"Leaver Dept.","2022","LGBO","London","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","LGBO","London","Unknown","60","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","North West (England)","Declared non-disabled","70","70","33200","27570"
"Leaver Dept.","2022","LGBO","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Scotland","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","LGBO","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","South East (England)","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","South West (England)","Declared non-disabled","70","60","33280","27570"
"Leaver Dept.","2022","LGBO","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Wales","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","West Midlands (England)","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","LGBO","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Yorkshire and The Humber","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","LGBO","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","Declared disabled","70","70","41010","36650"
"Leaver Dept.","2022","Undeclared","London","Declared non-disabled","420","390","42960","37090"
"Leaver Dept.","2022","Undeclared","London","Undeclared","150","140","44620","40600"
"Leaver Dept.","2022","Undeclared","London","Unknown","700","130","51480","42850"
"Leaver Dept.","2022","Undeclared","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North West (England)","Declared non-disabled","60","60","32620","27570"
"Leaver Dept.","2022","Undeclared","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","North West (England)","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scotland","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South East (England)","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South West (England)","Declared non-disabled","120","110","36730","30250"
"Leaver Dept.","2022","Undeclared","South West (England)","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","South West (England)","Unknown","70","70","45860","40960"
"Leaver Dept.","2022","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","170","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","West Midlands (England)","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Yorkshire and The Humber","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Yorkshire and The Humber","Unknown","270","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Unknown","90","90","34540","27570"
"Leaver Dept.","2022","Unknown","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East of England","Unknown","80","80","45700","36060"
"Leaver Dept.","2022","Unknown","London","Declared disabled","70","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Declared non-disabled","450","280","50470","46660"
"Leaver Dept.","2022","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Unknown","1940","1800","44010","35590"
"Leaver Dept.","2022","Unknown","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North East (England)","Declared non-disabled","160","150","[c]","[c]"
"Leaver Dept.","2022","Unknown","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North East (England)","Unknown","160","150","32950","27570"
"Leaver Dept.","2022","Unknown","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North West (England)","Declared non-disabled","190","180","31200","27570"
"Leaver Dept.","2022","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North West (England)","Unknown","300","280","32100","27570"
"Leaver Dept.","2022","Unknown","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scotland","Declared non-disabled","210","200","32910","27570"
"Leaver Dept.","2022","Unknown","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scotland","Unknown","220","210","33770","30450"
"Leaver Dept.","2022","Unknown","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South East (England)","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South East (England)","Unknown","140","140","43440","39460"
"Leaver Dept.","2022","Unknown","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West (England)","Declared non-disabled","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West (England)","Unknown","210","200","42720","38870"
"Leaver Dept.","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","200","200","36280","32000"
"Leaver Dept.","2022","Unknown","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Declared non-disabled","70","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Unknown","150","140","33410","29540"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Declared non-disabled","90","90","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Unknown","210","200","35420","27570"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Declared non-disabled","70","70","[c]","[c]"
