"Status","Year","Profession_of_post","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Science and Engineering","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","36830","32710"
"Leaver CS","2022","Science and Engineering","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Inner London - East","30","30","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","60","60","31610","27210"
"Leaver CS","2022","Security","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Hampshire and Isle of Wight","40","40","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Inner London - West","40","30","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","West Central Scotland","40","40","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Research","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Undeclared","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Statistics","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tax","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
