"Status","Year","Profession_of_post","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Intelligence Analysis","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","20-29","40","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","40-49","50","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","50-59","40","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","20-29","410","400","25880","24050"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","30-39","410","400","27660","24890"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","40-49","230","220","34830","27240"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","50-59","170","160","35190","26570"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","30-39","40","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","40-49","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","20-29","210","200","24790","22130"
"Leaver Dept.","2021","Operational Delivery","Unknown","30-39","100","100","29710","25190"
"Leaver Dept.","2021","Operational Delivery","Unknown","40-49","80","80","31500","23970"
"Leaver Dept.","2021","Operational Delivery","Unknown","50-59","70","60","32240","24890"
"Leaver Dept.","2021","Operational Delivery","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","20-29","60","60","29190","27350"
"Leaver Dept.","2021","Other","Declared non-disabled","30-39","60","50","34590","30370"
"Leaver Dept.","2021","Other","Declared non-disabled","40-49","50","50","46940","39690"
"Leaver Dept.","2021","Other","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","20-29","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","30-39","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","20-29","350","340","36170","33570"
"Leaver Dept.","2021","Policy","Declared non-disabled","30-39","330","320","48740","51580"
"Leaver Dept.","2021","Policy","Declared non-disabled","40-49","150","140","58470","56100"
"Leaver Dept.","2021","Policy","Declared non-disabled","50-59","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","20-29","290","290","36150","33510"
"Leaver Dept.","2021","Policy","Unknown","30-39","190","190","43420","39420"
"Leaver Dept.","2021","Policy","Unknown","40-49","70","60","57470","54900"
"Leaver Dept.","2021","Policy","Unknown","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","20-29","90","90","30380","28630"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","30-39","80","70","42880","40850"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","40-49","70","70","48570","45970"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","50-59","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","30-39","40","30","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","20-29","30","30","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","20-29","110","110","31490","32000"
"Leaver Dept.","2021","Unknown","Declared disabled","30-39","130","120","37330","32320"
"Leaver Dept.","2021","Unknown","Declared disabled","40-49","100","100","35580","29170"
"Leaver Dept.","2021","Unknown","Declared disabled","50-59","80","70","36580","29930"
"Leaver Dept.","2021","Unknown","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","20-29","1050","960","31320","31080"
"Leaver Dept.","2021","Unknown","Declared non-disabled","30-39","960","870","37920","32000"
