"Status","Year","Sex","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Science and Engineering","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Male","Science and Engineering","Unknown","110","100","32140","29070"
"Leaver CS","2021","Male","Security","Heterosexual / straight","220","210","30100","26930"
"Leaver CS","2021","Male","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Security","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Male","Security","Unknown","80","80","28070","24970"
"Leaver CS","2021","Male","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Heterosexual / straight","1390","1280","30940","27040"
"Leaver CS","2021","Male","Unknown","LGBO","120","110","29760","27570"
"Leaver CS","2021","Male","Unknown","Undeclared","210","180","33190","27570"
"Leaver CS","2021","Male","Unknown","Unknown","3260","2830","33220","27570"
"Leaver CS","2021","Male","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Female","Commercial","Heterosexual / straight","130","110","36710","34650"
"Leaver CS","2022","Female","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","Heterosexual / straight","130","110","39730","37320"
"Leaver CS","2022","Female","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Communications","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","Female","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","Heterosexual / straight","80","60","27710","27570"
"Leaver CS","2022","Female","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Counter Fraud","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data and Technology","Heterosexual / straight","240","210","38950","36060"
"Leaver CS","2022","Female","Digital, Data and Technology","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data and Technology","Undeclared","50","30","[c]","[c]"
"Leaver CS","2022","Female","Digital, Data and Technology","Unknown","100","90","41190","36840"
"Leaver CS","2022","Female","Economics","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Female","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Heterosexual / straight","230","190","36220","33000"
"Leaver CS","2022","Female","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Finance","Undeclared","60","30","[c]","[c]"
"Leaver CS","2022","Female","Finance","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Female","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Heterosexual / straight","310","270","37670","33300"
"Leaver CS","2022","Female","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Female","Human Resources","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Female","Inspector of Education and Training","Heterosexual / straight","70","60","61370","51360"
"Leaver CS","2022","Female","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Knowledge and Information Management","Heterosexual / straight","180","170","34170","29470"
"Leaver CS","2022","Female","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Knowledge and Information Management","Unknown","70","60","35550","29370"
"Leaver CS","2022","Female","Legal","Heterosexual / straight","200","180","53520","53970"
"Leaver CS","2022","Female","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Legal","Unknown","60","50","60560","56800"
"Leaver CS","2022","Female","Medicine","Heterosexual / straight","210","170","53020","39030"
"Leaver CS","2022","Female","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Medicine","Unknown","70","60","53420","39030"
"Leaver CS","2022","Female","Operational Delivery","Heterosexual / straight","7690","6650","28020","27130"
"Leaver CS","2022","Female","Operational Delivery","LGBO","630","590","26880","26470"
"Leaver CS","2022","Female","Operational Delivery","Undeclared","990","780","28320","26120"
"Leaver CS","2022","Female","Operational Delivery","Unknown","2830","2460","27190","23720"
"Leaver CS","2022","Female","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Other","Heterosexual / straight","900","810","27420","22330"
"Leaver CS","2022","Female","Other","LGBO","50","50","28430","25690"
"Leaver CS","2022","Female","Other","Undeclared","140","120","27120","22150"
"Leaver CS","2022","Female","Other","Unknown","250","220","29980","26790"
"Leaver CS","2022","Female","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Policy","Heterosexual / straight","480","430","43800","38160"
"Leaver CS","2022","Female","Policy","LGBO","60","50","[c]","[c]"
"Leaver CS","2022","Female","Policy","Undeclared","130","70","[c]","[c]"
"Leaver CS","2022","Female","Policy","Unknown","180","170","42200","36190"
"Leaver CS","2022","Female","Project Delivery","Heterosexual / straight","230","210","40150","36640"
"Leaver CS","2022","Female","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Project Delivery","Unknown","60","50","40060","37900"
"Leaver CS","2022","Female","Property","Heterosexual / straight","110","90","33980","33080"
"Leaver CS","2022","Female","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Property","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Female","Psychology","Heterosexual / straight","60","60","[c]","[c]"
"Leaver CS","2022","Female","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Science and Engineering","Heterosexual / straight","430","380","39350","38200"
"Leaver CS","2022","Female","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Science and Engineering","Undeclared","70","60","34780","33050"
"Leaver CS","2022","Female","Science and Engineering","Unknown","70","60","37860","36580"
"Leaver CS","2022","Female","Security","Heterosexual / straight","100","90","30450","26780"
"Leaver CS","2022","Female","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Heterosexual / straight","940","840","36540","29800"
"Leaver CS","2022","Female","Unknown","LGBO","80","70","31330","27570"
"Leaver CS","2022","Female","Unknown","Undeclared","150","90","34470","30720"
"Leaver CS","2022","Female","Unknown","Unknown","3600","2900","32960","27570"
"Leaver CS","2022","Female","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","Heterosexual / straight","130","120","41560","37680"
"Leaver CS","2022","Male","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","Male","Commercial","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Male","Communications","Heterosexual / straight","80","70","37090","36480"
"Leaver CS","2022","Male","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Communications","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Male","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Heterosexual / straight","70","60","29920","27570"
"Leaver CS","2022","Male","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Counter Fraud","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data and Technology","Heterosexual / straight","560","540","43180","40000"
"Leaver CS","2022","Male","Digital, Data and Technology","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Male","Digital, Data and Technology","Undeclared","120","100","40880","39050"
"Leaver CS","2022","Male","Digital, Data and Technology","Unknown","250","250","41180","38000"
"Leaver CS","2022","Male","Economics","Heterosexual / straight","70","60","[c]","[c]"
"Leaver CS","2022","Male","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Heterosexual / straight","210","200","42820","36730"
"Leaver CS","2022","Male","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Finance","Undeclared","60","40","[c]","[c]"
"Leaver CS","2022","Male","Finance","Unknown","50","50","37620","34460"
"Leaver CS","2022","Male","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Heterosexual / straight","120","110","41090","35050"
"Leaver CS","2022","Male","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Human Resources","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Male","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","Heterosexual / straight","50","50","32270","29250"
"Leaver CS","2022","Male","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Heterosexual / straight","90","90","36560","35980"
"Leaver CS","2022","Male","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Heterosexual / straight","130","120","55960","55000"
"Leaver CS","2022","Male","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Unknown","50","50","57320","55610"
"Leaver CS","2022","Male","Medicine","Heterosexual / straight","90","80","70000","72760"
"Leaver CS","2022","Male","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Delivery","Heterosexual / straight","5850","5430","29000","27370"
"Leaver CS","2022","Male","Operational Delivery","LGBO","480","460","27780","27570"
"Leaver CS","2022","Male","Operational Delivery","Undeclared","710","620","30410","27370"
"Leaver CS","2022","Male","Operational Delivery","Unknown","2390","2210","29320","25980"
"Leaver CS","2022","Male","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other","Heterosexual / straight","910","870","29120","25630"
"Leaver CS","2022","Male","Other","LGBO","50","50","[c]","[c]"
"Leaver CS","2022","Male","Other","Undeclared","130","120","30020","26150"
"Leaver CS","2022","Male","Other","Unknown","460","450","34840","30780"
"Leaver CS","2022","Male","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Policy","Heterosexual / straight","450","410","50270","49860"
"Leaver CS","2022","Male","Policy","LGBO","50","50","[c]","[c]"
"Leaver CS","2022","Male","Policy","Undeclared","120","60","[c]","[c]"
"Leaver CS","2022","Male","Policy","Unknown","130","130","44970","40250"
"Leaver CS","2022","Male","Project Delivery","Heterosexual / straight","310","300","42770","39750"
"Leaver CS","2022","Male","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Unknown","70","70","40550","39000"
"Leaver CS","2022","Male","Property","Heterosexual / straight","170","160","36210","34140"
"Leaver CS","2022","Male","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Unknown","60","60","34290","30450"
"Leaver CS","2022","Male","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Heterosexual / straight","550","520","37030","33300"
"Leaver CS","2022","Male","Science and Engineering","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Male","Science and Engineering","Undeclared","100","90","39150","37300"
"Leaver CS","2022","Male","Science and Engineering","Unknown","180","170","36440","32520"
"Leaver CS","2022","Male","Security","Heterosexual / straight","390","370","32530","28990"
"Leaver CS","2022","Male","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Security","Undeclared","70","70","34720","39070"
"Leaver CS","2022","Male","Security","Unknown","100","100","29120","25610"
"Leaver CS","2022","Male","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Male","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Heterosexual / straight","790","730","40590","31990"
"Leaver CS","2022","Male","Unknown","LGBO","90","80","40270","34650"
"Leaver CS","2022","Male","Unknown","Undeclared","100","70","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Unknown","2930","2560","38260","29250"
"Leaver CS","2022","Male","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Heterosexual / straight","60","60","38030","37390"
"Leaver Dept.","2021","Female","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Heterosexual / straight","70","60","42360","40550"
"Leaver Dept.","2021","Female","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Communications","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Heterosexual / straight","80","80","47040","48350"
"Leaver Dept.","2021","Female","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Heterosexual / straight","150","140","39020","33600"
"Leaver Dept.","2021","Female","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Human Resources","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
