"Status","Year","Parent_department","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office of the Secretary of State for Wales","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","20-29","Unknown","150","140","25930","24400"
"Leaver CS","2022","Scottish Government","20-29","White","110","110","27630","25940"
"Leaver CS","2022","Scottish Government","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","30-39","Unknown","90","80","30040","27940"
"Leaver CS","2022","Scottish Government","30-39","White","120","110","32810","30550"
"Leaver CS","2022","Scottish Government","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","40-49","Unknown","70","60","35100","30950"
"Leaver CS","2022","Scottish Government","40-49","White","90","90","39280","36130"
"Leaver CS","2022","Scottish Government","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","50-59","Unknown","130","130","36130","35000"
"Leaver CS","2022","Scottish Government","50-59","White","150","130","40980","36130"
"Leaver CS","2022","Scottish Government","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","60-64","Unknown","100","80","37860","35000"
"Leaver CS","2022","Scottish Government","60-64","White","190","160","45520","37520"
"Leaver CS","2022","Scottish Government","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","65+","Unknown","60","40","32020","30450"
"Leaver CS","2022","Scottish Government","65+","White","110","90","36820","30870"
"Leaver CS","2022","The National Archives","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","20-29","Undeclared","60","60","24380","22130"
"Leaver CS","2022","UK Statistics Authority","20-29","White","90","90","25720","23050"
"Leaver CS","2022","UK Statistics Authority","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","30-39","White","70","60","34390","30210"
"Leaver CS","2022","UK Statistics Authority","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","40-49","White","40","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","50-59","White","70","50","33870","23630"
"Leaver CS","2022","UK Statistics Authority","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","60-64","White","40","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","65+","White","70","40","24330","20350"
"Leaver CS","2022","UK Supreme Court","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","50-59","White","40","40","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","60-64","White","60","50","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","65+","White","50","40","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","20-29","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","30-39","White","40","30","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","40-49","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","50-59","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","16-19","Chinese","[c]","[c]","[c]","[c]"
