"Status","Year","Sex","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Declared non-disabled","Department for Environment, Food and Rural Affairs","5420","5030","34340","30220"
"In post","2022","Female","Declared non-disabled","Department for International Trade","710","690","46250","42630"
"In post","2022","Female","Declared non-disabled","Department for Levelling Up, Housing and Communities","1490","1410","45040","40720"
"In post","2022","Female","Declared non-disabled","Department for Transport","5180","4590","31420","26470"
"In post","2022","Female","Declared non-disabled","Department for Work and Pensions","45330","39150","27820","27570"
"In post","2022","Female","Declared non-disabled","Department of Health and Social Care","3420","3150","41580","36820"
"In post","2022","Female","Declared non-disabled","Estyn","60","50","55930","65710"
"In post","2022","Female","Declared non-disabled","Food Standards Agency","380","370","40100","37350"
"In post","2022","Female","Declared non-disabled","Foreign, Commonwealth and Development Office","2730","2640","46820","42190"
"In post","2022","Female","Declared non-disabled","HM Land Registry","2580","2250","31750","27130"
"In post","2022","Female","Declared non-disabled","HM Revenue and Customs","22330","20130","33660","31020"
"In post","2022","Female","Declared non-disabled","HM Treasury","940","900","47000","43760"
"In post","2022","Female","Declared non-disabled","Home Office","13700","12350","32040","28350"
"In post","2022","Female","Declared non-disabled","Ministry of Defence","16360","15440","33050","29640"
"In post","2022","Female","Declared non-disabled","Ministry of Justice","33030","30400","29970","26560"
"In post","2022","Female","Declared non-disabled","National Crime Agency","700","660","41500","39840"
"In post","2022","Female","Declared non-disabled","Northern Ireland Office","60","60","46160","37680"
"In post","2022","Female","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","1020","970","50490","51360"
"In post","2022","Female","Declared non-disabled","Office of Gas and Electricity Markets","540","520","42480","36700"
"In post","2022","Female","Declared non-disabled","Office of Qualifications and Examinations Regulation","120","120","41410","38000"
"In post","2022","Female","Declared non-disabled","Office of Rail and Road","130","120","50590","50810"
"In post","2022","Female","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Scottish Government","6920","6510","38600","33070"
"In post","2022","Female","Declared non-disabled","The National Archives","200","190","36310","34360"
"In post","2022","Female","Declared non-disabled","UK Export Finance","190","180","48180","43000"
"In post","2022","Female","Declared non-disabled","UK Statistics Authority","1730","1520","34070","30710"
"In post","2022","Female","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Female","Declared non-disabled","Water Services Regulation Authority","110","110","53830","46000"
"In post","2022","Female","Declared non-disabled","Welsh Government","3040","2810","41030","38160"
"In post","2022","Female","Undeclared","Attorney General's Departments","100","90","49960","51810"
"In post","2022","Female","Undeclared","Cabinet Office","160","150","42140","37300"
"In post","2022","Female","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Department for Business, Energy and Industrial Strategy","210","200","42670","40050"
"In post","2022","Female","Undeclared","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2022","Female","Undeclared","Department for Education","190","180","43480","37100"
"In post","2022","Female","Undeclared","Department for Environment, Food and Rural Affairs","270","260","36940","35900"
"In post","2022","Female","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Department for Levelling Up, Housing and Communities","90","90","44950","47660"
"In post","2022","Female","Undeclared","Department for Transport","430","380","30810","26530"
"In post","2022","Female","Undeclared","Department for Work and Pensions","2500","2220","27590","27570"
"In post","2022","Female","Undeclared","Department of Health and Social Care","70","70","44390","40070"
"In post","2022","Female","Undeclared","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Food Standards Agency","160","160","37670","37350"
"In post","2022","Female","Undeclared","Foreign, Commonwealth and Development Office","130","130","45960","39110"
"In post","2022","Female","Undeclared","HM Land Registry","150","130","32670","27130"
"In post","2022","Female","Undeclared","HM Revenue and Customs","1510","1340","33280","31020"
"In post","2022","Female","Undeclared","HM Treasury","180","180","43300","39200"
"In post","2022","Female","Undeclared","Home Office","730","650","32850","28990"
"In post","2022","Female","Undeclared","Ministry of Defence","1410","1330","32550","29200"
"In post","2022","Female","Undeclared","Ministry of Justice","3810","3430","30130","27380"
"In post","2022","Female","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Scottish Government","220","200","39120","36130"
"In post","2022","Female","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","UK Statistics Authority","80","70","29170","24750"
"In post","2022","Female","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Welsh Government","90","80","41250","38160"
"In post","2022","Female","Unknown","Attorney General's Departments","1340","1260","41740","38640"
"In post","2022","Female","Unknown","Cabinet Office","2440","2400","43490","32830"
"In post","2022","Female","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Charity Commission","130","120","31630","29160"
"In post","2022","Female","Unknown","Competition and Markets Authority","40","30","[c]","[c]"
"In post","2022","Female","Unknown","Department for Business, Energy and Industrial Strategy","1150","1080","34810","31000"
"In post","2022","Female","Unknown","Department for Digital, Culture, Media and Sport","110","100","46470","46880"
"In post","2022","Female","Unknown","Department for Education","1330","1290","38320","36500"
"In post","2022","Female","Unknown","Department for Environment, Food and Rural Affairs","670","630","38130","35900"
"In post","2022","Female","Unknown","Department for International Trade","530","520","44060","38540"
"In post","2022","Female","Unknown","Department for Levelling Up, Housing and Communities","300","280","43590","39820"
"In post","2022","Female","Unknown","Department for Transport","1120","1040","29740","26130"
"In post","2022","Female","Unknown","Department for Work and Pensions","1820","1700","28620","27570"
"In post","2022","Female","Unknown","Department of Health and Social Care","3750","3560","45880","40650"
"In post","2022","Female","Unknown","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Food Standards Agency","50","50","35350","37350"
"In post","2022","Female","Unknown","Foreign, Commonwealth and Development Office","760","740","48170","49370"
"In post","2022","Female","Unknown","HM Land Registry","850","800","26960","22600"
"In post","2022","Female","Unknown","HM Revenue and Customs","9860","8800","29100","26590"
"In post","2022","Female","Unknown","HM Treasury","70","60","49870","45000"
"In post","2022","Female","Unknown","Home Office","2790","2710","32200","27370"
"In post","2022","Female","Unknown","Ministry of Defence","2960","2780","33250","29200"
"In post","2022","Female","Unknown","Ministry of Justice","6270","5900","27640","24800"
"In post","2022","Female","Unknown","National Crime Agency","1670","1610","36980","36200"
"In post","2022","Female","Unknown","Northern Ireland Office","30","30","[c]","[c]"
"In post","2022","Female","Unknown","Office for Standards in Education, Children's Services and Skills","110","100","44260","51360"
"In post","2022","Female","Unknown","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","Female","Unknown","Office of Qualifications and Examinations Regulation","30","30","[c]","[c]"
"In post","2022","Female","Unknown","Office of the Secretary of State for Scotland","40","40","[c]","[c]"
"In post","2022","Female","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Scottish Government","5400","5020","34810","30450"
"In post","2022","Female","Unknown","The National Archives","90","80","34570","30300"
"In post","2022","Female","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","UK Statistics Authority","1180","1040","30890","30210"
"In post","2022","Female","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Welsh Government","220","200","38940","35180"
"In post","2022","Male","Declared disabled","Attorney General's Departments","370","360","45530","48830"
"In post","2022","Male","Declared disabled","Cabinet Office","400","390","46240","40590"
"In post","2022","Male","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Male","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Male","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Male","Declared disabled","Department for Business, Energy and Industrial Strategy","530","520","41320","39490"
