"Status","Year","Region_ITL3","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Coventry","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","No function","Female","70","60","36730","27570"
"Leaver CS","2022","Coventry","No function","Male","50","40","[c]","[c]"
"Leaver CS","2022","Coventry","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","No function","Female","80","80","29460","30600"
"Leaver CS","2022","Croydon","No function","Male","60","50","29940","25850"
"Leaver CS","2022","Croydon","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Unknown","Female","230","200","35300","29370"
"Leaver CS","2022","Croydon","Unknown","Male","210","200","41400","35200"
"Leaver CS","2022","Darlington","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","No function","Female","60","50","[c]","[c]"
"Leaver CS","2022","Derby","No function","Male","40","40","[c]","[c]"
"Leaver CS","2022","Derby","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Digital, Data & Technology","Male","60","50","35080","36110"
"Leaver CS","2022","Devon CC","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","No function","Female","150","130","24750","21260"
"Leaver CS","2022","Devon CC","No function","Male","150","130","27090","22200"
"Leaver CS","2022","Devon CC","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","No function","Female","70","60","[c]","[c]"
"Leaver CS","2022","Dorset","No function","Male","100","90","[c]","[c]"
"Leaver CS","2022","Dorset","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","No function","Female","40","30","[c]","[c]"
"Leaver CS","2022","Dudley","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dumfries and Galloway","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","No function","Female","150","120","27860","27130"
"Leaver CS","2022","Durham","No function","Male","140","130","[c]","[c]"
"Leaver CS","2022","Durham","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Durham","Unknown","Female","70","50","[c]","[c]"
"Leaver CS","2022","Durham","Unknown","Male","40","30","[c]","[c]"
"Leaver CS","2022","Ealing","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ealing","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Ayrshire and North Ayrshire mainland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","No function","Female","30","30","[c]","[c]"
"Leaver CS","2022","East Cumbria","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Cumbria","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Derbyshire","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","No function","Female","30","30","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","No function","Male","30","30","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Security","Male","60","60","36000","39070"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","No function","Female","70","60","28750","25790"
"Leaver CS","2022","East Kent","No function","Male","50","40","[c]","[c]"
"Leaver CS","2022","East Kent","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Kent","Unknown","Female","50","40","[c]","[c]"
"Leaver CS","2022","East Kent","Unknown","Male","70","60","28650","27370"
"Leaver CS","2022","East Lancashire","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lancashire","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Lothian and Midlothian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","No function","Female","50","40","[c]","[c]"
"Leaver CS","2022","East Merseyside","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Merseyside","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","No function","Female","60","50","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","No function","Male","100","100","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Riding of Yorkshire","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2022","East Surrey","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","No function","Female","90","80","44050","39730"
"Leaver CS","2022","East Surrey","No function","Male","50","50","[c]","[c]"
"Leaver CS","2022","East Surrey","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Surrey","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","No function","Female","120","100","23800","21260"
"Leaver CS","2022","East Sussex CC","No function","Male","100","90","25370","21260"
"Leaver CS","2022","East Sussex CC","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Sussex CC","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Enfield","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Essex Haven Gateway","Property","Female","[c]","[c]","[c]","[c]"
