"Status","Year","Sexual_orientation","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","G6/G7","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","AA/AO","720","580","21210","21260"
"Leaver CS","2022","Undeclared","Operational Delivery","EO","580","470","27990","27570"
"Leaver CS","2022","Undeclared","Operational Delivery","G6/G7","100","80","59780","56950"
"Leaver CS","2022","Undeclared","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","SEO/HEO","220","190","37960","36350"
"Leaver CS","2022","Undeclared","Operational Delivery","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","AA/AO","120","110","20960","21170"
"Leaver CS","2022","Undeclared","Other","EO","70","60","26680","27500"
"Leaver CS","2022","Undeclared","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","SEO/HEO","50","50","38780","38160"
"Leaver CS","2022","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","G6/G7","80","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","SEO/HEO","120","60","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","SEO/HEO","90","80","37500","37640"
"Leaver CS","2022","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","AA/AO","60","60","30820","33980"
"Leaver CS","2022","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","EO","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","EO","50","30","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","EO","60","60","26830","26670"
"Leaver CS","2022","Unknown","Digital, Data and Technology","G6/G7","100","90","58110","56660"
"Leaver CS","2022","Unknown","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","SEO/HEO","170","170","37350","36840"
"Leaver CS","2022","Unknown","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","EO","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","EO","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","EO","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","G6/G7","70","70","59640","57220"
"Leaver CS","2022","Unknown","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","AA/AO","3050","2730","21350","21260"
"Leaver CS","2022","Unknown","Operational Delivery","EO","1080","940","28070","27570"
"Leaver CS","2022","Unknown","Operational Delivery","G6/G7","190","180","58720","55930"
"Leaver CS","2022","Unknown","Operational Delivery","SCS","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","SEO/HEO","410","380","36410","35050"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","460","400","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","AA/AO","150","140","21740","21260"
"Leaver CS","2022","Unknown","Other","EO","160","150","25030","26350"
"Leaver CS","2022","Unknown","Other","G6/G7","50","40","59580","54400"
"Leaver CS","2022","Unknown","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","SEO/HEO","100","90","38390","38690"
"Leaver CS","2022","Unknown","Other","Unknown","240","240","36090","33420"
"Leaver CS","2022","Unknown","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","EO","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","G6/G7","90","80","58330","53380"
"Leaver CS","2022","Unknown","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","SEO/HEO","140","140","36530","36500"
"Leaver CS","2022","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO/HEO","70","60","37830","38510"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","EO","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","G6/G7","60","50","55090","53220"
"Leaver CS","2022","Unknown","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SEO/HEO","100","90","36090","35360"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","90","90","27140","25000"
"Leaver CS","2022","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","3190","2670","22210","21260"
"Leaver CS","2022","Unknown","Unknown","EO","1340","1150","28080","27570"
"Leaver CS","2022","Unknown","Unknown","G6/G7","550","470","64910","62170"
"Leaver CS","2022","Unknown","Unknown","SCS","100","80","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","1170","970","36740","36130"
"Leaver CS","2022","Unknown","Unknown","Unknown","170","120","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","SEO/HEO","70","70","35680","35790"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Communications","SEO/HEO","60","60","39050","37940"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data and Technology","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data and Technology","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Economics","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Economics","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Economics","SEO/HEO","50","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","G6/G7","50","50","57780","57440"
"Leaver Dept.","2021","Heterosexual / straight","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","SEO/HEO","60","60","39170","39290"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","EO","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","G6/G7","50","50","58610","58060"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","SEO/HEO","110","110","35380","33640"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","International Trade","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","G6/G7","50","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","AA/AO","520","500","20870","21010"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","EO","340","330","25360","24890"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","G6/G7","80","80","56210","53880"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","SEO/HEO","290","280","34440","33300"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other","EO","60","60","26190","26960"
"Leaver Dept.","2021","Heterosexual / straight","Other","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other","SEO/HEO","80","80","33770","32830"
"Leaver Dept.","2021","Heterosexual / straight","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Planning","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
