"Status","Year","Organisation","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office of the Public Guardian","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","White","No function","40","30","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","White","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","White","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","White","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Asian","No function","120","120","45090","36330"
"Leaver CS","2022","Public Health England","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Black","No function","90","80","39680","32330"
"Leaver CS","2022","Public Health England","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Undeclared","No function","90","80","44680","40070"
"Leaver CS","2022","Public Health England","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","White","No function","1090","980","43420","38920"
"Leaver CS","2022","Queen Elizabeth II Centre","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","White","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Unknown","Unknown","240","240","36010","33270"
"Leaver CS","2022","Royal Fleet Auxiliary","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","Unknown","Grants Management","70","70","22570","21300"
"Leaver CS","2022","Rural Payments Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","White","Grants Management","80","70","25110","24920"
"Leaver CS","2022","Rural Payments Agency","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Unknown","No function","120","90","26400","23780"
"Leaver CS","2022","Scottish Courts and Tribunals Service","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","White","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","White","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","Unknown","Unknown","160","150","36110","31540"
"Leaver CS","2022","Scottish Government (excl. agencies)","White","Unknown","240","220","45610","39660"
"Leaver CS","2022","Scottish Housing Regulator","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","Black","Communications","[c]","[c]","[c]","[c]"
