"Status","Year","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department of Health and Social Care","Finance","100","40","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Human Resources","90","60","40150","36330"
"Leaver CS","2022","Department of Health and Social Care","Knowledge and Information Management","340","300","34930","30760"
"Leaver CS","2022","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Medicine","150","130","89180","95140"
"Leaver CS","2022","Department of Health and Social Care","Operational Delivery","1340","1180","40060","36330"
"Leaver CS","2022","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Other","70","60","51180","47990"
"Leaver CS","2022","Department of Health and Social Care","Policy","180","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Science and Engineering","570","510","41550","39240"
"Leaver CS","2022","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Policy","40","40","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","200","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data and Technology","80","70","36720","37870"
"Leaver CS","2022","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Operational Delivery","260","210","28500","27130"
"Leaver CS","2022","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Operational Delivery","230","190","24210","22040"
"Leaver CS","2022","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","120","100","35840","30600"
"Leaver CS","2022","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Tax","40","30","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","4530","3830","[c]","[c]"
"Leaver CS","2022","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","30","30","[c]","[c]"
"Leaver CS","2022","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Policy","120","120","[c]","[c]"
"Leaver CS","2022","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Digital, Data and Technology","120","120","51880","45600"
"Leaver CS","2022","Home Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Human Resources","40","40","[c]","[c]"
"Leaver CS","2022","Home Office","Intelligence Analysis","70","60","28140","27370"
"Leaver CS","2022","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Operational Delivery","1400","1140","27680","25310"
"Leaver CS","2022","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Other","140","130","32490","26160"
"Leaver CS","2022","Home Office","Policy","120","120","48250","41970"
"Leaver CS","2022","Home Office","Project Delivery","70","60","47570","41950"
"Leaver CS","2022","Home Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","150","140","39520","36290"
"Leaver CS","2022","Ministry of Defence","Communications","50","50","36990","36640"
"Leaver CS","2022","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data and Technology","230","220","35150","33300"
"Leaver CS","2022","Ministry of Defence","Finance","290","270","35520","33300"
"Leaver CS","2022","Ministry of Defence","Geography","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","160","150","31840","26670"
"Leaver CS","2022","Ministry of Defence","Intelligence Analysis","60","60","34880","33300"
"Leaver CS","2022","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Medicine","270","230","41480","37280"
"Leaver CS","2022","Ministry of Defence","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Other","1740","1640","27480","22330"
"Leaver CS","2022","Ministry of Defence","Policy","60","60","42960","41320"
"Leaver CS","2022","Ministry of Defence","Project Delivery","400","380","39410","39000"
"Leaver CS","2022","Ministry of Defence","Property","190","180","31280","33000"
"Leaver CS","2022","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Science and Engineering","700","670","34260","32560"
"Leaver CS","2022","Ministry of Defence","Security","600","580","31290","26750"
"Leaver CS","2022","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Operational Delivery","8910","8210","26920","21410"
"Leaver CS","2022","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Psychology","90","90","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","730","630","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Operational Delivery","260","250","41320","39730"
"Leaver CS","2022","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","120","110","64820","70500"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Other","130","130","41230","34120"
"Leaver CS","2022","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Legal","30","30","[c]","[c]"
"Leaver CS","2022","Scottish Government","Operational Delivery","480","420","29230","26900"
"Leaver CS","2022","Scottish Government","Other","70","60","32800","26900"
"Leaver CS","2022","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","780","710","38670","31950"
"Leaver CS","2022","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2022","The National Archives","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Digital, Data and Technology","90","90","35440","33060"
"Leaver CS","2022","UK Statistics Authority","Economics","30","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Operational Delivery","320","240","23900","20100"
"Leaver CS","2022","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Statistics","40","40","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Operational Delivery","80","70","37320","28850"
"Leaver CS","2022","Welsh Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Policy","60","50","48630","38160"
"Leaver CS","2022","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Legal","70","70","58980","55130"
"Leaver Dept.","2021","Attorney General's Departments","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Other","30","30","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","1370","1350","39670","32320"
"Leaver Dept.","2021","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
