"Status","Year","Responsibility_level","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SEO/HEO","Flintshire and Wrexham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Flintshire and Wrexham","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Flintshire and Wrexham","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Glasgow City","Analysis","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Glasgow City","Commercial","110","110","36360","34610"
"In post","2022","SEO/HEO","Glasgow City","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Glasgow City","Counter Fraud","160","150","35050","33370"
"In post","2022","SEO/HEO","Glasgow City","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Glasgow City","Digital, Data & Technology","100","100","36500","35540"
"In post","2022","SEO/HEO","Glasgow City","Finance","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Glasgow City","Human Resources","110","110","34700","33300"
"In post","2022","SEO/HEO","Glasgow City","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Glasgow City","Legal","140","130","47970","46100"
"In post","2022","SEO/HEO","Glasgow City","No function","1300","1230","35140","33370"
"In post","2022","SEO/HEO","Glasgow City","Project Delivery","150","140","36420","34880"
"In post","2022","SEO/HEO","Glasgow City","Property","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Glasgow City","Security","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Glasgow City","Unknown","1890","1840","38580","38250"
"In post","2022","SEO/HEO","Gloucestershire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gloucestershire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gloucestershire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gloucestershire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gloucestershire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gloucestershire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gloucestershire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gloucestershire CC","No function","200","180","35990","33840"
"In post","2022","SEO/HEO","Gloucestershire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gloucestershire CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gloucestershire CC","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gloucestershire CC","Unknown","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","No function","110","110","36890","34290"
"In post","2022","SEO/HEO","Greater Manchester North East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","No function","130","120","37190","34290"
"In post","2022","SEO/HEO","Greater Manchester North West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","No function","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South West","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South West","Commercial","70","70","37530","38630"
"In post","2022","SEO/HEO","Greater Manchester South West","Communications","120","120","33780","33370"
"In post","2022","SEO/HEO","Greater Manchester South West","Counter Fraud","390","370","35570","33370"
"In post","2022","SEO/HEO","Greater Manchester South West","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South West","Digital, Data & Technology","100","100","36110","33370"
"In post","2022","SEO/HEO","Greater Manchester South West","Finance","50","50","36480","33370"
"In post","2022","SEO/HEO","Greater Manchester South West","Human Resources","160","150","36580","37300"
"In post","2022","SEO/HEO","Greater Manchester South West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South West","Legal","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South West","No function","960","940","34640","33370"
"In post","2022","SEO/HEO","Greater Manchester South West","Project Delivery","120","120","37280","40180"
"In post","2022","SEO/HEO","Greater Manchester South West","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South West","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South West","Unknown","410","400","34650","32740"
"In post","2022","SEO/HEO","Gwent Valleys","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwent Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwent Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwent Valleys","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwent Valleys","No function","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Gwent Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwent Valleys","Unknown","100","100","41570","38160"
"In post","2022","SEO/HEO","Gwynedd","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","No function","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hackney and Newham","Analysis","100","100","39980","37930"
"In post","2022","SEO/HEO","Hackney and Newham","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hackney and Newham","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hackney and Newham","Counter Fraud","690","670","40180","37930"
"In post","2022","SEO/HEO","Hackney and Newham","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hackney and Newham","Digital, Data & Technology","90","80","40620","37940"
"In post","2022","SEO/HEO","Hackney and Newham","Finance","110","100","40880","40910"
"In post","2022","SEO/HEO","Hackney and Newham","Human Resources","50","50","40950","40910"
"In post","2022","SEO/HEO","Hackney and Newham","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hackney and Newham","Legal","100","100","39480","37930"
"In post","2022","SEO/HEO","Hackney and Newham","No function","870","840","39940","37930"
"In post","2022","SEO/HEO","Hackney and Newham","Project Delivery","270","250","41210","40910"
"In post","2022","SEO/HEO","Hackney and Newham","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hackney and Newham","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hackney and Newham","Unknown","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","No function","160","160","41150","38430"
"In post","2022","SEO/HEO","Haringey and Islington","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Harrow and Hillingdon","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Harrow and Hillingdon","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Harrow and Hillingdon","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Harrow and Hillingdon","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Harrow and Hillingdon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Harrow and Hillingdon","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Harrow and Hillingdon","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Harrow and Hillingdon","No function","70","70","38750","37610"
"In post","2022","SEO/HEO","Harrow and Hillingdon","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Harrow and Hillingdon","Property","60","60","30850","27980"
"In post","2022","SEO/HEO","Harrow and Hillingdon","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Harrow and Hillingdon","Unknown","470","450","37730","36020"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","No function","140","130","38280","36480"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","Legal","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","No function","140","130","38900","37280"
"In post","2022","SEO/HEO","Heart of Essex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","No function","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","Finance","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","No function","350","330","39170","38760"
"In post","2022","SEO/HEO","Hertfordshire CC","Project Delivery","70","70","41010","41500"
"In post","2022","SEO/HEO","Hertfordshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","Unknown","70","60","40690","39580"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Digital, Data & Technology","90","90","40550","38450"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","No function","390","380","37590","36180"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Security","80","80","38790","38410"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Unknown","190","180","37330","35200"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Legal","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","No function","100","100","40920","40290"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","50","50","32820","31010"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","No function","70","60","36820","36360"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","120","110","39350","39270"
"In post","2022","SEO/HEO","Isle of Anglesey","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Anglesey","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Anglesey","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Anglesey","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Anglesey","No function","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Anglesey","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Anglesey","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","No function","70","70","39040","36720"
"In post","2022","SEO/HEO","Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","No function","70","70","43580","41540"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kent Thames Gateway","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kent Thames Gateway","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kent Thames Gateway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kent Thames Gateway","No function","170","160","39300","38160"
"In post","2022","SEO/HEO","Kent Thames Gateway","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kent Thames Gateway","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kent Thames Gateway","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","No function","200","180","36210","33840"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","Property","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","Unknown","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Lambeth","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lambeth","Communications","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Lambeth","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lambeth","Digital, Data & Technology","60","60","43640","43240"
"In post","2022","SEO/HEO","Lambeth","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lambeth","Human Resources","70","70","39220","40070"
"In post","2022","SEO/HEO","Lambeth","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lambeth","No function","890","870","42870","43240"
"In post","2022","SEO/HEO","Lambeth","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lambeth","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lambeth","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lancaster and Wyre","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lancaster and Wyre","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lancaster and Wyre","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lancaster and Wyre","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lancaster and Wyre","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lancaster and Wyre","No function","60","50","38720","38030"
"In post","2022","SEO/HEO","Lancaster and Wyre","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lancaster and Wyre","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lancaster and Wyre","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lancaster and Wyre","Unknown","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Leeds","Analysis","110","100","34980","35590"
"In post","2022","SEO/HEO","Leeds","Commercial","120","120","35390","36050"
"In post","2022","SEO/HEO","Leeds","Communications","220","210","35030","33370"
"In post","2022","SEO/HEO","Leeds","Counter Fraud","410","400","35570","33370"
"In post","2022","SEO/HEO","Leeds","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leeds","Digital, Data & Technology","350","340","36830","36820"
"In post","2022","SEO/HEO","Leeds","Finance","350","330","35230","35310"
"In post","2022","SEO/HEO","Leeds","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leeds","Human Resources","190","180","34990","35310"
"In post","2022","SEO/HEO","Leeds","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leeds","Legal","140","140","35120","33370"
"In post","2022","SEO/HEO","Leeds","No function","1780","1710","35560","33370"
"In post","2022","SEO/HEO","Leeds","Project Delivery","220","210","35470","35310"
"In post","2022","SEO/HEO","Leeds","Property","160","150","36320","34000"
"In post","2022","SEO/HEO","Leeds","Security","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Leeds","Unknown","400","380","33740","31990"
"In post","2022","SEO/HEO","Leicester","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
