"Status","Year","Region_ITL1","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","East of England","Declared non-disabled","LGBO","80","70","[c]","[c]"
"Leaver CS","2022","East of England","Declared non-disabled","Undeclared","110","90","30040","27570"
"Leaver CS","2022","East of England","Declared non-disabled","Unknown","160","140","30350","27570"
"Leaver CS","2022","East of England","Undeclared","Heterosexual / straight","80","70","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Heterosexual / straight","90","80","35200","32960"
"Leaver CS","2022","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Unknown","390","360","33160","27570"
"Leaver CS","2022","London","Declared disabled","Heterosexual / straight","480","440","37830","31060"
"Leaver CS","2022","London","Declared disabled","LGBO","120","120","37530","31520"
"Leaver CS","2022","London","Declared disabled","Undeclared","100","90","35300","31060"
"Leaver CS","2022","London","Declared disabled","Unknown","110","70","[c]","[c]"
"Leaver CS","2022","London","Declared non-disabled","Heterosexual / straight","4120","3850","41970","35050"
"Leaver CS","2022","London","Declared non-disabled","LGBO","310","300","40450","34410"
"Leaver CS","2022","London","Declared non-disabled","Undeclared","420","380","40950","34260"
"Leaver CS","2022","London","Declared non-disabled","Unknown","650","480","46320","37850"
"Leaver CS","2022","London","Undeclared","Heterosexual / straight","150","140","38750","33610"
"Leaver CS","2022","London","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Undeclared","160","150","44220","40410"
"Leaver CS","2022","London","Undeclared","Unknown","70","60","[c]","[c]"
"Leaver CS","2022","London","Unknown","Heterosexual / straight","450","370","42530","35050"
"Leaver CS","2022","London","Unknown","LGBO","40","30","[c]","[c]"
"Leaver CS","2022","London","Unknown","Undeclared","380","120","42780","40070"
"Leaver CS","2022","London","Unknown","Unknown","2060","1950","40890","33570"
"Leaver CS","2022","North East (England)","Declared disabled","Heterosexual / straight","160","130","27160","22110"
"Leaver CS","2022","North East (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Declared disabled","Unknown","80","60","[c]","[c]"
"Leaver CS","2022","North East (England)","Declared non-disabled","Heterosexual / straight","920","800","27950","21840"
"Leaver CS","2022","North East (England)","Declared non-disabled","LGBO","50","50","[c]","[c]"
"Leaver CS","2022","North East (England)","Declared non-disabled","Undeclared","70","60","27260","21840"
"Leaver CS","2022","North East (England)","Declared non-disabled","Unknown","520","410","26660","22110"
"Leaver CS","2022","North East (England)","Undeclared","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Unknown","550","480","27730","22080"
"Leaver CS","2022","North West (England)","Declared disabled","Heterosexual / straight","370","320","27120","24890"
"Leaver CS","2022","North West (England)","Declared disabled","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared disabled","Unknown","100","70","[c]","[c]"
"Leaver CS","2022","North West (England)","Declared non-disabled","Heterosexual / straight","1880","1660","29230","25310"
"Leaver CS","2022","North West (England)","Declared non-disabled","LGBO","120","120","28100","25260"
"Leaver CS","2022","North West (England)","Declared non-disabled","Undeclared","150","120","30080","27370"
"Leaver CS","2022","North West (England)","Declared non-disabled","Unknown","710","590","28780","26120"
"Leaver CS","2022","North West (England)","Undeclared","Heterosexual / straight","90","70","23490","21260"
"Leaver CS","2022","North West (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Undeclared","70","60","29350","25850"
"Leaver CS","2022","North West (England)","Undeclared","Unknown","90","70","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Heterosexual / straight","130","120","36490","34140"
"Leaver CS","2022","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Unknown","820","760","28180","24880"
"Leaver CS","2022","Northern Ireland","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared non-disabled","Heterosexual / straight","80","70","28110","24170"
"Leaver CS","2022","Northern Ireland","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Declared non-disabled","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Overseas","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared non-disabled","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2022","Overseas","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Heterosexual / straight","210","180","29910","27570"
"Leaver CS","2022","Scotland","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Unknown","110","90","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Heterosexual / straight","1090","990","32370","27570"
"Leaver CS","2022","Scotland","Declared non-disabled","LGBO","70","70","28500","26780"
"Leaver CS","2022","Scotland","Declared non-disabled","Undeclared","110","90","30820","26780"
"Leaver CS","2022","Scotland","Declared non-disabled","Unknown","710","590","31260","27010"
"Leaver CS","2022","Scotland","Undeclared","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Heterosexual / straight","180","170","36640","35000"
"Leaver CS","2022","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Unknown","1070","970","31620","27230"
"Leaver CS","2022","South East (England)","Declared disabled","Heterosexual / straight","320","280","28970","27570"
"Leaver CS","2022","South East (England)","Declared disabled","LGBO","50","50","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Heterosexual / straight","2220","2030","30970","27570"
"Leaver CS","2022","South East (England)","Declared non-disabled","LGBO","160","150","31550","27570"
"Leaver CS","2022","South East (England)","Declared non-disabled","Undeclared","210","180","31300","27570"
"Leaver CS","2022","South East (England)","Declared non-disabled","Unknown","280","230","33840","29230"
"Leaver CS","2022","South East (England)","Undeclared","Heterosexual / straight","160","150","28400","26640"
"Leaver CS","2022","South East (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Undeclared","90","80","32020","27570"
"Leaver CS","2022","South East (England)","Undeclared","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Heterosexual / straight","190","160","29380","23050"
"Leaver CS","2022","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Unknown","700","640","28180","24880"
"Leaver CS","2022","South West (England)","Declared disabled","Heterosexual / straight","310","270","31320","27570"
"Leaver CS","2022","South West (England)","Declared disabled","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared non-disabled","Heterosexual / straight","2090","1930","32980","28560"
"Leaver CS","2022","South West (England)","Declared non-disabled","LGBO","110","100","28920","27570"
"Leaver CS","2022","South West (England)","Declared non-disabled","Undeclared","230","200","32910","29210"
"Leaver CS","2022","South West (England)","Declared non-disabled","Unknown","270","230","32030","29230"
"Leaver CS","2022","South West (England)","Undeclared","Heterosexual / straight","80","70","30280","27240"
"Leaver CS","2022","South West (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Undeclared","Undeclared","100","90","35190","36180"
"Leaver CS","2022","South West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Heterosexual / straight","150","140","35300","33100"
"Leaver CS","2022","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Unknown","560","530","29820","25630"
"Leaver CS","2022","Unknown","Declared disabled","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Heterosexual / straight","310","270","29150","21840"
"Leaver CS","2022","Unknown","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Declared non-disabled","Undeclared","70","50","23550","21720"
"Leaver CS","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","610","550","35150","30780"
"Leaver CS","2022","Wales","Declared disabled","Heterosexual / straight","160","130","29220","26120"
"Leaver CS","2022","Wales","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Declared disabled","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Wales","Declared non-disabled","Heterosexual / straight","930","830","32270","27570"
"Leaver CS","2022","Wales","Declared non-disabled","LGBO","60","50","[c]","[c]"
"Leaver CS","2022","Wales","Declared non-disabled","Undeclared","80","70","33320","26780"
"Leaver CS","2022","Wales","Declared non-disabled","Unknown","280","220","26420","21260"
"Leaver CS","2022","Wales","Undeclared","Heterosexual / straight","70","60","29030","23880"
"Leaver CS","2022","Wales","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Wales","Unknown","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2022","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Unknown","Unknown","420","390","27790","24030"
"Leaver CS","2022","West Midlands (England)","Declared disabled","Heterosexual / straight","200","170","27300","27570"
"Leaver CS","2022","West Midlands (England)","Declared disabled","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Declared disabled","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Declared non-disabled","Heterosexual / straight","1160","1060","31420","27570"
"Leaver CS","2022","West Midlands (England)","Declared non-disabled","LGBO","70","60","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Declared non-disabled","Undeclared","110","90","30200","27570"
"Leaver CS","2022","West Midlands (England)","Declared non-disabled","Unknown","320","260","30180","26120"
"Leaver CS","2022","West Midlands (England)","Undeclared","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Undeclared","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Heterosexual / straight","90","80","35680","30950"
"Leaver CS","2022","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Unknown","530","500","30290","25000"
"Leaver CS","2022","Yorkshire and The Humber","Declared disabled","Heterosexual / straight","250","210","29090","27570"
"Leaver CS","2022","Yorkshire and The Humber","Declared disabled","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Declared disabled","Undeclared","30","20","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Declared disabled","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Declared non-disabled","Heterosexual / straight","1520","1360","30470","27570"
"Leaver CS","2022","Yorkshire and The Humber","Declared non-disabled","LGBO","100","100","28730","26520"
"Leaver CS","2022","Yorkshire and The Humber","Declared non-disabled","Undeclared","140","120","30580","27570"
"Leaver CS","2022","Yorkshire and The Humber","Declared non-disabled","Unknown","330","270","30660","27570"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Heterosexual / straight","70","60","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Heterosexual / straight","110","80","34120","33300"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Undeclared","90","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Unknown","660","610","30470","26560"
"Leaver Dept.","2021","East Midlands (England)","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Declared non-disabled","Heterosexual / straight","100","100","25600","21880"
"Leaver Dept.","2021","East Midlands (England)","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Declared non-disabled","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","East of England","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Declared non-disabled","Heterosexual / straight","90","90","32560","29770"
"Leaver Dept.","2021","East of England","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Declared disabled","Heterosexual / straight","260","260","41940","36800"
"Leaver Dept.","2021","London","Declared disabled","LGBO","60","60","45260","40220"
"Leaver Dept.","2021","London","Declared disabled","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Declared disabled","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","London","Declared non-disabled","Heterosexual / straight","2260","2190","44630","39250"
"Leaver Dept.","2021","London","Declared non-disabled","LGBO","220","220","43000","37040"
"Leaver Dept.","2021","London","Declared non-disabled","Undeclared","190","180","46420","41880"
"Leaver Dept.","2021","London","Declared non-disabled","Unknown","430","310","48090","45680"
"Leaver Dept.","2021","London","Undeclared","Heterosexual / straight","90","90","41500","36120"
"Leaver Dept.","2021","London","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","Undeclared","90","90","48080","49600"
"Leaver Dept.","2021","London","Undeclared","Unknown","90","80","42330","42460"
"Leaver Dept.","2021","London","Unknown","Heterosexual / straight","170","160","47000","40050"
"Leaver Dept.","2021","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Unknown","1350","1140","42780","38540"
"Leaver Dept.","2021","North East (England)","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Declared non-disabled","Heterosexual / straight","220","200","27140","24860"
"Leaver Dept.","2021","North East (England)","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Declared non-disabled","Unknown","140","130","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","Unknown","140","140","30890","29380"
"Leaver Dept.","2021","North West (England)","Declared disabled","Heterosexual / straight","60","60","31770","27570"
"Leaver Dept.","2021","North West (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Declared non-disabled","Heterosexual / straight","390","370","29450","27160"
"Leaver Dept.","2021","North West (England)","Declared non-disabled","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Declared non-disabled","Unknown","220","210","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Unknown","250","240","27430","24250"
"Leaver Dept.","2021","Northern Ireland","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Declared non-disabled","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Declared non-disabled","Heterosexual / straight","190","180","30870","27570"
"Leaver Dept.","2021","Scotland","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Declared non-disabled","Unknown","150","150","28910","27570"
"Leaver Dept.","2021","Scotland","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Unknown","140","140","33750","32280"
"Leaver Dept.","2021","South East (England)","Declared disabled","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
