"Status","Year","Sex","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","UK Statistics Authority","Unknown","120","100","25870","22370"
"Leaver CS","2022","Male","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Welsh Government","Declared non-disabled","90","90","44940","38160"
"Leaver CS","2022","Male","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Attorney General's Departments","Declared non-disabled","90","90","42340","38290"
"Leaver Dept.","2021","Female","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cabinet Office","Declared disabled","70","70","37580","32910"
"Leaver Dept.","2021","Female","Cabinet Office","Declared non-disabled","390","380","41530","34550"
"Leaver Dept.","2021","Female","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cabinet Office","Unknown","290","280","35910","32000"
"Leaver Dept.","2021","Female","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Business, Energy and Industrial Strategy","Declared non-disabled","180","170","45480","40050"
"Leaver Dept.","2021","Female","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Business, Energy and Industrial Strategy","Unknown","110","100","38440","35070"
"Leaver Dept.","2021","Female","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Digital, Culture, Media and Sport","Declared non-disabled","70","70","49890","49720"
"Leaver Dept.","2021","Female","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Education","Declared non-disabled","110","100","45910","40940"
"Leaver Dept.","2021","Female","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Environment, Food and Rural Affairs","Unknown","300","290","38650","35290"
"Leaver Dept.","2021","Female","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for International Trade","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for International Trade","Unknown","70","70","40610","37410"
"Leaver Dept.","2021","Female","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Transport","Declared non-disabled","130","120","37520","34700"
"Leaver Dept.","2021","Female","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Work and Pensions","Declared disabled","90","80","30230","27570"
"Leaver Dept.","2021","Female","Department for Work and Pensions","Declared non-disabled","630","590","29880","27570"
"Leaver Dept.","2021","Female","Department for Work and Pensions","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Department for Work and Pensions","Unknown","70","70","29790","27570"
"Leaver Dept.","2021","Female","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Department of Health and Social Care","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Foreign, Commonwealth and Development Office","Declared non-disabled","100","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Foreign, Commonwealth and Development Office","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","HM Revenue and Customs","Declared disabled","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","HM Revenue and Customs","Declared non-disabled","450","430","[c]","[c]"
"Leaver Dept.","2021","Female","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","HM Revenue and Customs","Unknown","380","360","[c]","[c]"
"Leaver Dept.","2021","Female","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","HM Treasury","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Home Office","Declared disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Home Office","Declared non-disabled","530","490","36580","30820"
"Leaver Dept.","2021","Female","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Home Office","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Defence","Declared disabled","60","50","34080","32750"
"Leaver Dept.","2021","Female","Ministry of Defence","Declared non-disabled","290","280","35560","32420"
"Leaver Dept.","2021","Female","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Defence","Unknown","50","50","39490","33500"
"Leaver Dept.","2021","Female","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Housing, Communities and Local Government","Declared non-disabled","150","140","42230","38820"
"Leaver Dept.","2021","Female","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Housing, Communities and Local Government","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Justice","Declared disabled","90","80","32390","26410"
"Leaver Dept.","2021","Female","Ministry of Justice","Declared non-disabled","560","540","31600","26410"
"Leaver Dept.","2021","Female","Ministry of Justice","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","Ministry of Justice","Unknown","100","90","30840","30580"
"Leaver Dept.","2021","Female","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office for Standards in Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scottish Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","United Kingdom Statistics Authority","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Attorney General's Departments","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cabinet Office","Declared disabled","50","50","42210","34590"
"Leaver Dept.","2021","Male","Cabinet Office","Declared non-disabled","290","290","43900","35590"
"Leaver Dept.","2021","Male","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cabinet Office","Unknown","260","260","36800","32000"
"Leaver Dept.","2021","Male","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Business, Energy and Industrial Strategy","Declared non-disabled","160","150","46390","48700"
"Leaver Dept.","2021","Male","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Business, Energy and Industrial Strategy","Unknown","120","110","41670","37450"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","Declared non-disabled","60","60","41140","37130"
"Leaver Dept.","2021","Male","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","Unknown","240","230","37870","34580"
"Leaver Dept.","2021","Male","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","Declared non-disabled","50","50","46090","46940"
"Leaver Dept.","2021","Male","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","Unknown","70","70","41370","38300"
"Leaver Dept.","2021","Male","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","Declared non-disabled","140","140","38580","34700"
"Leaver Dept.","2021","Male","Department for Transport","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Work and Pensions","Declared disabled","60","60","34490","27570"
"Leaver Dept.","2021","Male","Department for Work and Pensions","Declared non-disabled","410","410","30900","27570"
"Leaver Dept.","2021","Male","Department for Work and Pensions","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Work and Pensions","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Declared non-disabled","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","Declared disabled","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","Declared non-disabled","370","360","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","Unknown","340","340","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","Declared non-disabled","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Home Office","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Home Office","Declared non-disabled","350","330","34970","28810"
"Leaver Dept.","2021","Male","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Home Office","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Declared non-disabled","320","320","38230","35140"
"Leaver Dept.","2021","Male","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Unknown","60","60","40080","40530"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","Declared non-disabled","120","110","39410","33210"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","Declared disabled","70","70","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","Declared non-disabled","320","320","34880","30320"
"Leaver Dept.","2021","Male","Ministry of Justice","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Declared non-disabled","100","100","41470","33100"
"Leaver Dept.","2022","Female","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Unknown","60","60","41300","31710"
"Leaver Dept.","2022","Female","Cabinet Office","Declared disabled","80","70","41780","37300"
"Leaver Dept.","2022","Female","Cabinet Office","Declared non-disabled","480","470","46450","40600"
"Leaver Dept.","2022","Female","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","Unknown","460","460","37100","32000"
"Leaver Dept.","2022","Female","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Declared non-disabled","260","250","42760","38160"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Unknown","90","90","37030","33640"
