"Status","Year","Region_ITL1","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","East of England","Unknown","White","340","290","27390","25040"
"Leaver CS","2022","London","Analysis","Asian","50","50","[c]","[c]"
"Leaver CS","2022","London","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Analysis","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","London","Analysis","White","130","110","43130","37530"
"Leaver CS","2022","London","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Commercial","Unknown","90","70","75080","68000"
"Leaver CS","2022","London","Commercial","White","50","40","[c]","[c]"
"Leaver CS","2022","London","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Communications","Unknown","90","70","45210","40600"
"Leaver CS","2022","London","Communications","White","130","120","43570","40050"
"Leaver CS","2022","London","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Counter Fraud","White","30","30","[c]","[c]"
"Leaver CS","2022","London","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data & Technology","Asian","50","50","[c]","[c]"
"Leaver CS","2022","London","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Digital, Data & Technology","Unknown","100","70","47070","49700"
"Leaver CS","2022","London","Digital, Data & Technology","White","180","170","51110","53100"
"Leaver CS","2022","London","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","London","Finance","White","70","60","50310","41920"
"Leaver CS","2022","London","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","London","Human Resources","White","130","120","46330","40490"
"Leaver CS","2022","London","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Asian","40","40","[c]","[c]"
"Leaver CS","2022","London","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Legal","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","London","Legal","White","210","200","51910","51250"
"Leaver CS","2022","London","No function","Asian","620","570","36230","31060"
"Leaver CS","2022","London","No function","Black","570","550","33020","31060"
"Leaver CS","2022","London","No function","Mixed","220","210","35200","31060"
"Leaver CS","2022","London","No function","Other ethnicity","90","80","38870","31060"
"Leaver CS","2022","London","No function","Undeclared","210","190","42340","38290"
"Leaver CS","2022","London","No function","Unknown","1320","1170","36560","31060"
"Leaver CS","2022","London","No function","White","2510","2320","43260","36800"
"Leaver CS","2022","London","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","London","Project Delivery","White","100","100","56380","56110"
"Leaver CS","2022","London","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Property","White","40","40","[c]","[c]"
"Leaver CS","2022","London","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Security","White","60","60","35070","33310"
"Leaver CS","2022","London","Unknown","Asian","250","190","33020","29080"
"Leaver CS","2022","London","Unknown","Black","130","110","32940","30650"
"Leaver CS","2022","London","Unknown","Mixed","50","40","[c]","[c]"
"Leaver CS","2022","London","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Undeclared","100","80","38590","35070"
"Leaver CS","2022","London","Unknown","Unknown","440","350","35080","31060"
"Leaver CS","2022","London","Unknown","White","850","650","42650","35200"
"Leaver CS","2022","North East (England)","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data & Technology","White","50","50","43260","40070"
"Leaver CS","2022","North East (England)","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","No function","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","North East (England)","No function","Unknown","140","130","25450","21260"
"Leaver CS","2022","North East (England)","No function","White","990","850","26930","21260"
"Leaver CS","2022","North East (England)","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","White","30","30","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Undeclared","30","20","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Unknown","320","270","25510","21260"
"Leaver CS","2022","North East (England)","Unknown","White","630","500","25530","21680"
"Leaver CS","2022","North West (England)","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","White","40","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data & Technology","White","80","80","42820","40530"
"Leaver CS","2022","North West (England)","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","White","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","White","50","50","30760","27570"
"Leaver CS","2022","North West (England)","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","White","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","No function","Asian","80","80","26730","21340"
"Leaver CS","2022","North West (England)","No function","Black","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","No function","Mixed","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","No function","Undeclared","80","70","27980","24680"
"Leaver CS","2022","North West (England)","No function","Unknown","380","360","25670","22600"
"Leaver CS","2022","North West (England)","No function","White","1920","1670","27950","25870"
"Leaver CS","2022","North West (England)","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","White","50","50","35550","34320"
"Leaver CS","2022","North West (England)","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Asian","70","60","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Unknown","360","330","26450","22480"
"Leaver CS","2022","North West (England)","Unknown","White","940","780","26910","24890"
"Leaver CS","2022","Northern Ireland","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
