"Status","Year","Function_of_post","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","No function","East Midlands (England)","Operational Delivery","600","530","22620","20100"
"Leaver CS","2021","No function","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East Midlands (England)","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","No function","East Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East of England","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East of England","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East of England","Operational Delivery","590","540","27910","22350"
"Leaver CS","2021","No function","East of England","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East of England","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East of England","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","East of England","Science and Engineering","100","90","29640","25260"
"Leaver CS","2021","No function","East of England","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","No function","East of England","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","International Trade","40","40","[c]","[c]"
"Leaver CS","2021","No function","London","Knowledge and Information Management","40","30","[c]","[c]"
"Leaver CS","2021","No function","London","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","Operational Delivery","1000","940","33520","26960"
"Leaver CS","2021","No function","London","Other","70","70","43770","35000"
"Leaver CS","2021","No function","London","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","Policy","430","420","45830","39340"
"Leaver CS","2021","No function","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","Science and Engineering","80","80","38790","39780"
"Leaver CS","2021","No function","London","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","London","Unknown","100","100","49440","35590"
"Leaver CS","2021","No function","London","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North East (England)","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North East (England)","Operational Delivery","310","260","24460","21590"
"Leaver CS","2021","No function","North East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North East (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North East (England)","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","No function","North West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North West (England)","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North West (England)","Operational Delivery","760","670","27220","22020"
"Leaver CS","2021","No function","North West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","North West (England)","Science and Engineering","30","30","[c]","[c]"
"Leaver CS","2021","No function","North West (England)","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scotland","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scotland","Operational Delivery","350","310","30210","26590"
"Leaver CS","2021","No function","Scotland","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scotland","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South East (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South East (England)","Operational Delivery","930","830","24910","21300"
"Leaver CS","2021","No function","South East (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South East (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South East (England)","Science and Engineering","100","100","29630","27760"
"Leaver CS","2021","No function","South East (England)","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","No function","South West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South West (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South West (England)","Operational Delivery","570","510","29070","24000"
"Leaver CS","2021","No function","South West (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South West (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","South West (England)","Science and Engineering","130","130","28530","24560"
"Leaver CS","2021","No function","South West (England)","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","No function","South West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","No function","Wales","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales","Operational Delivery","650","550","23090","21590"
"Leaver CS","2021","No function","Wales","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","West Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","West Midlands (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","West Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","West Midlands (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","West Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","West Midlands (England)","Operational Delivery","670","610","25870","20880"
"Leaver CS","2021","No function","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","West Midlands (England)","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","West Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","West Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Yorkshire and The Humber","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Yorkshire and The Humber","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Yorkshire and The Humber","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Yorkshire and The Humber","Operational Delivery","620","550","26360","20870"
"Leaver CS","2021","No function","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Yorkshire and The Humber","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Yorkshire and The Humber","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","No function","Yorkshire and The Humber","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East of England","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East of England","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Project Delivery","60","50","52910","44760"
"Leaver CS","2021","Project Delivery","London","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South East (England)","Project Delivery","80","70","34930","33300"
"Leaver CS","2021","Project Delivery","South East (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South West (England)","Commercial","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","South West (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South West (England)","Other","70","70","33000","29350"
"Leaver CS","2021","Project Delivery","South West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South West (England)","Project Delivery","140","130","38910","37940"
"Leaver CS","2021","Project Delivery","South West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","South West (England)","Science and Engineering","120","110","36180","33630"
"Leaver CS","2021","Project Delivery","South West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wales","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East Midlands (England)","Property","60","50","25810","25500"
"Leaver CS","2021","Property","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","East of England","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Property","60","50","38970","32630"
"Leaver CS","2021","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North East (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","North West (England)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Scotland","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Property","South East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South East (England)","Property","50","40","[c]","[c]"
"Leaver CS","2021","Property","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","South West (England)","Property","60","50","32630","32220"
"Leaver CS","2021","Property","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Wales","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","West Midlands (England)","Property","40","30","[c]","[c]"
"Leaver CS","2021","Property","Yorkshire and The Humber","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","East of England","Security","30","30","[c]","[c]"
"Leaver CS","2021","Security","London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Security","30","30","[c]","[c]"
"Leaver CS","2021","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Scotland","Security","70","70","32480","38120"
"Leaver CS","2021","Security","South East (England)","Security","110","100","30570","27050"
"Leaver CS","2021","Security","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","South West (England)","Security","60","60","26870","20370"
"Leaver CS","2021","Security","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Wales","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Other","100","90","27510","29930"
"Leaver CS","2021","Unknown","East Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Unknown","610","530","25160","25970"
"Leaver CS","2021","Unknown","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Operational Delivery","50","30","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Other","60","60","24550","21550"
"Leaver CS","2021","Unknown","East of England","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Unknown","680","590","26640","27040"
"Leaver CS","2021","Unknown","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Operational Delivery","160","130","34180","29370"
"Leaver CS","2021","Unknown","London","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Other","90","80","32850","28650"
"Leaver CS","2021","Unknown","London","Policy","160","150","49410","42780"
"Leaver CS","2021","Unknown","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","1720","1380","36130","31060"
"Leaver CS","2021","Unknown","North East (England)","Commercial","[c]","[c]","[c]","[c]"
