"Status","Year","Sexual_orientation","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Heterosexual / straight","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Communications","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Digital, Data & Technology","80","80","57610","56340"
"Leaver CS","2022","Heterosexual / straight","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Human Resources","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","No function","640","580","48390","42890"
"Leaver CS","2022","Heterosexual / straight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Security","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Unknown","820","750","32700","27570"
"Leaver CS","2022","Heterosexual / straight","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Corporate Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Digital, Data & Technology","60","50","38740","35830"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicine","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","No function","1020","980","27320","27570"
"Leaver CS","2022","LGBO","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","No function","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","No function","90","90","40060","34020"
"Leaver CS","2022","LGBO","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Science and Engineering","No function","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","No function","60","60","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Unknown","80","70","29500","27570"
"Leaver CS","2022","LGBO","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Commercial","70","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Communications","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Counter Fraud","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Digital, Data & Technology","160","120","39610","37190"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Finance","90","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Human Resources","50","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","No function","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Legal","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","No function","1480","1220","29320","26780"
"Leaver CS","2022","Undeclared","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Unknown","180","140","29230","27370"
"Leaver CS","2022","Undeclared","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","No function","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Unknown","160","150","27020","22080"
"Leaver CS","2022","Undeclared","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","No function","200","90","44440","41110"
"Leaver CS","2022","Undeclared","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Project Delivery","60","60","42630","40050"
"Leaver CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Property","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","No function","80","70","38460","38050"
"Leaver CS","2022","Undeclared","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Security","80","80","33420","39070"
"Leaver CS","2022","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","No function","80","80","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","110","60","29100","27570"
"Leaver CS","2022","Undeclared","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Commercial","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Communications","90","80","40430","36360"
"Leaver CS","2022","Unknown","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Counter Fraud","80","60","29450","27570"
"Leaver CS","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Digital, Data & Technology","300","290","39970","36840"
