"Status","Year","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Bristol, City of","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Operational Delivery","260","240","26270","21840"
"Leaver CS","2022","Bristol, City of","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Other","50","50","26600","24810"
"Leaver CS","2022","Bristol, City of","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Policy","40","40","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","Unknown","80","70","[c]","[c]"
"Leaver CS","2022","Bromley","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bromley","Operational Delivery","60","60","[c]","[c]"
"Leaver CS","2022","Bromley","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bromley","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Operational Delivery","120","110","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Caithness and Sutherland, and Ross and Cromarty","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","Operational Delivery","120","100","25070","24270"
"Leaver CS","2022","Calderdale and Kirklees","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Knowledge and Information Management","50","40","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Operational Delivery","250","220","33090","27570"
"Leaver CS","2022","Cambridgeshire CC","Other","30","30","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","Operational Delivery","120","110","28580","23720"
"Leaver CS","2022","Camden and City of London","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Operational Delivery","270","230","28130","24250"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Policy","40","30","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Unknown","310","260","[c]","[c]"
"Leaver CS","2022","Cardiff and Vale of Glamorgan","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Causeway Coast and Glens","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Causeway Coast and Glens","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Operational Delivery","110","100","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Other","50","50","25450","22770"
"Leaver CS","2022","Central Hampshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Science and Engineering","40","30","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Hampshire","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Valleys","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Valleys","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Valleys","Operational Delivery","70","60","27730","27570"
"Leaver CS","2022","Central Valleys","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Valleys","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Valleys","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire East","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire East","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire East","Operational Delivery","80","70","[c]","[c]"
"Leaver CS","2022","Cheshire East","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire East","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire East","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire East","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire East","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire West and Chester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire West and Chester","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire West and Chester","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Cheshire West and Chester","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire West and Chester","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Operational Delivery","120","110","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Operational Delivery","150","130","29460","27570"
"Leaver CS","2022","City of Edinburgh","Other","30","30","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Unknown","640","600","40960","36130"
"Leaver CS","2022","Clackmannanshire and Fife","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Operational Delivery","100","80","26620","26900"
"Leaver CS","2022","Clackmannanshire and Fife","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Operational Delivery","100","90","23950","21260"
"Leaver CS","2022","Cornwall and Isles of Scilly","Other","30","30","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Operational Delivery","90","80","34830","27570"
"Leaver CS","2022","Coventry","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Digital, Data and Technology","60","60","49040","44150"
"Leaver CS","2022","Croydon","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Operational Delivery","260","230","31300","28680"
"Leaver CS","2022","Croydon","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Other","50","50","[c]","[c]"
"Leaver CS","2022","Croydon","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Unknown","120","110","[c]","[c]"
"Leaver CS","2022","Darlington","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Operational Delivery","100","80","23980","21260"
"Leaver CS","2022","Derby","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Digital, Data and Technology","50","50","31030","27880"
"Leaver CS","2022","Devon CC","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Operational Delivery","300","260","25720","21300"
"Leaver CS","2022","Devon CC","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Veterinarian","[c]","[c]","[c]","[c]"
