"Status","Year","Organisation","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Scottish Prison Service","Scottish Government","Unknown","200","190","30620","26900"
"Leaver CS","2022","Scottish Prison Service","Scottish Government","White","110","100","34440","35000"
"Leaver CS","2022","Scottish Public Pensions Agency","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","Scottish Government","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","Scottish Government","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Department for Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","Department for Education","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","Scottish Government","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Ministry of Defence","White","120","110","37710","39000"
"Leaver CS","2022","Teaching Regulation Agency","Department for Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","Department for Education","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","White","50","50","34610","26290"
"Leaver CS","2022","The National Archives","The National Archives","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","The National Archives","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","The National Archives","White","50","40","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","Scottish Government","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","HM Treasury","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","HM Treasury","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","UK Export Finance","White","30","30","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Asian","80","70","37020","32330"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Black","70","60","32720","28590"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","Unknown","180","170","49740","40650"
"Leaver CS","2022","UK Health Security Agency","Department of Health and Social Care","White","400","360","38630","34530"
"Leaver CS","2022","UK Hydrographic Office","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","Ministry of Defence","White","40","40","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","90","60","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Asian","30","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","Undeclared","140","120","26490","23050"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","White","380","310","29400","23630"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Unknown","70","60","26930","22040"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","White","130","110","29760","25750"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","White","30","30","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","White","220","190","42940","37410"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","50","50","23970","21050"
"Leaver Dept.","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Asian","70","70","40120","34550"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Mixed","50","50","42110","34240"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","570","570","36570","32000"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Cabinet Office","White","620","610","42690","34550"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Charity Commission","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Ministry of Justice","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Other Cabinet Office Agencies","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Scottish Government","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Attorney General's Departments","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Ministry of Defence","Unknown","30","30","[c]","[c]"
