"Status","Year","Sexual_orientation","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","LGBO","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Prison and Probation Service","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Operational Delivery","170","170","24280","21250"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Tax","180","180","26880","26590"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Treasury (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Treasury (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Treasury (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Treasury (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Institute for Apprenticeships and Technical Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Institute for Apprenticeships and Technical Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Maritime and Coastguard Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Maritime and Coastguard Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Met Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Met Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Met Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Met Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Met Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Met Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Met Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Infrastructure Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Infrastructure Commission","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Infrastructure Commission","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Savings and Investments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Savings and Investments","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Savings and Investments","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Gas and Electricity Markets","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Public Guardian","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectorate","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectorate","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectorate","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Public Health England","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Public Health England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Public Health England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Public Health England","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Public Health England","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Public Health England","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Queen Elizabeth II Centre","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Queen Elizabeth II Centre","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Registers of Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Registers of Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Registers of Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Registers of Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Registers of Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Royal Fleet Auxiliary","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scottish Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
