"Status","Year","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","White","220","190","42940","37410"
"Leaver Dept.","2021","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","White","110","110","45030","50250"
"Leaver Dept.","2021","Cabinet Office","Asian","70","70","40120","34550"
"Leaver Dept.","2021","Cabinet Office","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Mixed","50","50","42110","34240"
"Leaver Dept.","2021","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","570","570","36570","32000"
"Leaver Dept.","2021","Cabinet Office","White","620","610","42690","34550"
"Leaver Dept.","2021","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Asian","50","50","39450","38620"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","150","130","39020","34240"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","White","330","310","46160","40220"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","White","120","120","51170","50640"
"Leaver Dept.","2021","Department for Education","Asian","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","60","50","42230","37100"
"Leaver Dept.","2021","Department for Education","White","150","140","44880","40510"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","540","520","38350","34810"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","100","100","41420","38540"
"Leaver Dept.","2021","Department for International Trade","White","110","110","45550","38540"
"Leaver Dept.","2021","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","80","80","34870","34330"
"Leaver Dept.","2021","Department for Transport","White","250","240","37630","34330"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","110","110","28840","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Black","80","80","31230","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","60","60","29060","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","180","170","30460","27570"
"Leaver Dept.","2021","Department for Work and Pensions","White","930","890","30530","27570"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","150","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","50","40","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","110","30","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","White","190","50","52050","51730"
"Leaver Dept.","2021","HM Revenue and Customs","Asian","170","160","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Black","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","640","620","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","White","780","750","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","White","110","110","[c]","[c]"
"Leaver Dept.","2021","Home Office","Asian","140","130","34350","31450"
"Leaver Dept.","2021","Home Office","Black","60","50","32870","28670"
"Leaver Dept.","2021","Home Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","Home Office","White","710","680","35910","29860"
"Leaver Dept.","2021","Ministry of Defence","Asian","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","90","90","39590","40580"
"Leaver Dept.","2021","Ministry of Defence","White","640","630","37390","33300"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Asian","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","60","60","42880","42880"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","White","220","210","41230","34010"
"Leaver Dept.","2021","Ministry of Justice","Asian","150","150","27630","22570"
"Leaver Dept.","2021","Ministry of Justice","Black","90","80","29290","26410"
"Leaver Dept.","2021","Ministry of Justice","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","190","190","32460","30010"
"Leaver Dept.","2021","Ministry of Justice","White","790","770","33820","28410"
"Leaver Dept.","2021","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","White","40","40","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","White","80","70","37960","36030"
"Leaver Dept.","2021","Wales Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","60","60","45840","42940"
"Leaver Dept.","2022","Attorney General's Departments","White","140","130","44140","39020"
"Leaver Dept.","2022","Cabinet Office","Asian","100","100","43230","35590"
"Leaver Dept.","2022","Cabinet Office","Black","60","60","40530","35070"
"Leaver Dept.","2022","Cabinet Office","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","840","830","38170","32000"
"Leaver Dept.","2022","Cabinet Office","White","790","770","46190","40590"
"Leaver Dept.","2022","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Asian","90","80","41110","35680"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Black","40","40","[c]","[c]"
