"Status","Year","Function_of_post","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Operational Delivery","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Other","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Policy","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","White","190","180","42530","38600"
"Leaver Dept.","2021","Project Delivery","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Science and Engineering","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Statistics","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Statistics","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Statistics","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Statistics","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Statistics","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Operational Delivery","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Other","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Policy","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Policy","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Policy","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Asian","60","60","29720","28060"
"Leaver Dept.","2021","Unknown","Operational Delivery","Black","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","White","310","300","28700","24890"
"Leaver Dept.","2021","Unknown","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","White","90","90","34150","30000"
"Leaver Dept.","2021","Unknown","Policy","Asian","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","White","200","200","48740","43280"
"Leaver Dept.","2021","Unknown","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","White","60","60","40730","32960"
"Leaver Dept.","2021","Unknown","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","Unknown","[c]","[c]","[c]","[c]"
