"Status","Year","Ethnicity","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","Unknown","590","550","27680","27570"
"Leaver CS","2022","Unknown","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Digital, Data and Technology","80","80","58270","57090"
"Leaver CS","2022","Unknown","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Legal","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Operational Delivery","140","120","57630","54110"
"Leaver CS","2022","Unknown","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Policy","110","70","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Unknown","260","220","64970","62170"
"Leaver CS","2022","Unknown","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Commercial","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Communications","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Digital, Data and Technology","150","120","37870","37710"
"Leaver CS","2022","Unknown","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Finance","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Operational Delivery","300","270","36400","35060"
"Leaver CS","2022","Unknown","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Other","80","80","38390","39750"
"Leaver CS","2022","Unknown","SEO/HEO","Policy","190","130","36020","35620"
"Leaver CS","2022","Unknown","SEO/HEO","Project Delivery","50","50","38510","38800"
"Leaver CS","2022","Unknown","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Unknown","450","400","35850","34710"
"Leaver CS","2022","Unknown","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","470","410","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other","240","240","36090","33420"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","210","120","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Counter Fraud","60","40","21570","21260"
"Leaver CS","2022","White","AA/AO","Digital, Data and Technology","60","50","21130","21170"
"Leaver CS","2022","White","AA/AO","Economics","30","30","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Finance","60","50","21880","21660"
"Leaver CS","2022","White","AA/AO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Human Resources","80","70","21540","21170"
"Leaver CS","2022","White","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Operational Delivery","7110","6200","21180","21260"
"Leaver CS","2022","White","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Other","920","840","20980","21170"
"Leaver CS","2022","White","AA/AO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Policy","50","40","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Property","70","60","19140","19010"
"Leaver CS","2022","White","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Science and Engineering","130","130","20880","20970"
"Leaver CS","2022","White","AA/AO","Security","370","360","29090","25640"
"Leaver CS","2022","White","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","AA/AO","Unknown","2000","1640","22530","21260"
"Leaver CS","2022","White","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","Commercial","30","30","[c]","[c]"
"Leaver CS","2022","White","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","Counter Fraud","90","70","27640","27570"
"Leaver CS","2022","White","EO","Digital, Data and Technology","150","130","27530","26960"
"Leaver CS","2022","White","EO","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","Finance","90","90","27010","26670"
"Leaver CS","2022","White","EO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","Human Resources","70","60","26380","26670"
"Leaver CS","2022","White","EO","Intelligence Analysis","50","50","[c]","[c]"
"Leaver CS","2022","White","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","Knowledge and Information Management","100","90","25430","25080"
"Leaver CS","2022","White","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","Medicine","50","40","[c]","[c]"
"Leaver CS","2022","White","EO","Operational Delivery","4210","3630","27770","27570"
"Leaver CS","2022","White","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","Other","510","470","26610","26950"
"Leaver CS","2022","White","EO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","Policy","80","80","27540","27850"
"Leaver CS","2022","White","EO","Project Delivery","60","50","25290","25310"
"Leaver CS","2022","White","EO","Property","50","40","[c]","[c]"
"Leaver CS","2022","White","EO","Psychology","30","30","[c]","[c]"
"Leaver CS","2022","White","EO","Science and Engineering","140","130","24730","25190"
"Leaver CS","2022","White","EO","Security","60","60","36260","43920"
"Leaver CS","2022","White","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","EO","Unknown","920","770","28300","27570"
"Leaver CS","2022","White","EO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Commercial","50","40","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Communications","30","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Digital, Data and Technology","210","200","59670","57940"
"Leaver CS","2022","White","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Finance","80","70","59990","57210"
"Leaver CS","2022","White","G6/G7","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Human Resources","80","70","57490","56720"
"Leaver CS","2022","White","G6/G7","Inspector of Education and Training","60","60","76430","75500"
"Leaver CS","2022","White","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Knowledge and Information Management","60","50","55810","54250"
"Leaver CS","2022","White","G6/G7","Legal","240","210","58760","55610"
"Leaver CS","2022","White","G6/G7","Medicine","50","40","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Operational Delivery","540","500","58980","56950"
"Leaver CS","2022","White","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Other","100","100","62910","61000"
"Leaver CS","2022","White","G6/G7","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Policy","330","300","59220","57600"
"Leaver CS","2022","White","G6/G7","Project Delivery","130","120","59210","57450"
"Leaver CS","2022","White","G6/G7","Property","40","40","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Science and Engineering","210","180","58580","54540"
"Leaver CS","2022","White","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","G6/G7","Unknown","540","460","62780","60740"
"Leaver CS","2022","White","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Medicine","80","70","101050","101430"
"Leaver CS","2022","White","SCS","Operational Delivery","70","70","98340","94380"
"Leaver CS","2022","White","SCS","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Policy","60","60","[c]","[c]"
"Leaver CS","2022","White","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SCS","Unknown","110","90","92610","84760"
"Leaver CS","2022","White","SEO/HEO","Commercial","140","130","36730","36670"
"Leaver CS","2022","White","SEO/HEO","Communications","130","120","38030","37510"
"Leaver CS","2022","White","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","Counter Fraud","40","40","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","Digital, Data and Technology","360","350","38620","38070"
"Leaver CS","2022","White","SEO/HEO","Economics","40","30","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","Finance","180","160","38070","36460"
"Leaver CS","2022","White","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","Human Resources","150","130","37420","36650"
"Leaver CS","2022","White","SEO/HEO","Inspector of Education and Training","40","40","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","Intelligence Analysis","40","30","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","Knowledge and Information Management","130","120","35610","36330"
"Leaver CS","2022","White","SEO/HEO","Legal","60","60","42610","40000"
"Leaver CS","2022","White","SEO/HEO","Medicine","80","70","39520","39030"
"Leaver CS","2022","White","SEO/HEO","Operational Delivery","1510","1350","37000","36330"
"Leaver CS","2022","White","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","Other","340","320","36340","35000"
"Leaver CS","2022","White","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","Policy","370","340","37010","36500"
"Leaver CS","2022","White","SEO/HEO","Project Delivery","270","260","36600","37000"
"Leaver CS","2022","White","SEO/HEO","Property","140","130","38290","36920"
"Leaver CS","2022","White","SEO/HEO","Psychology","30","30","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","Science and Engineering","520","480","36940","37680"
"Leaver CS","2022","White","SEO/HEO","Security","70","70","41510","37450"
"Leaver CS","2022","White","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","SEO/HEO","Unknown","970","800","39200","38420"
"Leaver CS","2022","White","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Operational Delivery","830","750","30460","26310"
"Leaver CS","2022","White","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Project Delivery","40","30","[c]","[c]"
"Leaver CS","2022","White","Unknown","Science and Engineering","50","50","[c]","[c]"
"Leaver CS","2022","White","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","170","140","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Operational Delivery","90","90","21050","19930"
"Leaver Dept.","2021","Asian","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","AA/AO","Unknown","120","110","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Operational Delivery","60","60","25960","26410"
"Leaver Dept.","2021","Asian","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","EO","Unknown","130","120","28620","27570"
"Leaver Dept.","2021","Asian","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","G6/G7","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
