"Status","Year","Region_ITL2","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Devon","50-59","South West (England)","180","170","27450","24880"
"New entrant CS","2021","Devon","60-64","South West (England)","40","30","[c]","[c]"
"New entrant CS","2021","Devon","65+","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","16-19","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","20-29","South West (England)","180","170","23350","22350"
"New entrant CS","2021","Dorset and Somerset","30-39","South West (England)","120","110","26830","26740"
"New entrant CS","2021","Dorset and Somerset","40-49","South West (England)","100","100","28050","27570"
"New entrant CS","2021","Dorset and Somerset","50-59","South West (England)","100","90","26790","27570"
"New entrant CS","2021","Dorset and Somerset","60-64","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","65+","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","16-19","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","20-29","East of England","480","470","24460","24020"
"New entrant CS","2021","East Anglia","30-39","East of England","310","300","26790","25850"
"New entrant CS","2021","East Anglia","40-49","East of England","270","260","28220","27570"
"New entrant CS","2021","East Anglia","50-59","East of England","270","260","28420","27570"
"New entrant CS","2021","East Anglia","60-64","East of England","50","40","[c]","[c]"
"New entrant CS","2021","East Anglia","65+","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","16-19","Wales","40","40","[c]","[c]"
"New entrant CS","2021","East Wales","20-29","Wales","870","850","24140","22850"
"New entrant CS","2021","East Wales","30-39","Wales","540","520","28620","25030"
"New entrant CS","2021","East Wales","40-49","Wales","270","260","30850","27570"
"New entrant CS","2021","East Wales","50-59","Wales","180","180","29220","25680"
"New entrant CS","2021","East Wales","60-64","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","65+","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","20-29","Yorkshire and The Humber","180","180","23060","22350"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","30-39","Yorkshire and The Humber","100","100","25640","24880"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","40-49","Yorkshire and The Humber","70","70","25570","26350"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","50-59","Yorkshire and The Humber","70","70","25930","26350"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","16-19","Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","20-29","Scotland","750","740","24880","21010"
"New entrant CS","2021","Eastern Scotland","30-39","Scotland","540","520","30220","27570"
"New entrant CS","2021","Eastern Scotland","40-49","Scotland","400","390","32490","27570"
"New entrant CS","2021","Eastern Scotland","50-59","Scotland","300","290","32070","27570"
"New entrant CS","2021","Eastern Scotland","60-64","Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","65+","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","16-19","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","20-29","East of England","300","290","26320","25850"
"New entrant CS","2021","Essex","30-39","East of England","180","170","28900","29290"
"New entrant CS","2021","Essex","40-49","East of England","160","150","28460","29290"
"New entrant CS","2021","Essex","50-59","East of England","130","120","27970","29290"
"New entrant CS","2021","Essex","60-64","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","65+","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","South West (England)","80","80","18450","18850"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","South West (England)","1200","1170","25190","24910"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","South West (England)","760","730","32230","29000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","South West (England)","600","570","35020","30000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","South West (England)","450","430","35080","28790"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","South West (England)","90","80","36030","29080"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","65+","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","16-19","North West (England)","40","40","[c]","[c]"
"New entrant CS","2021","Greater Manchester","20-29","North West (England)","1150","1130","24910","24500"
"New entrant CS","2021","Greater Manchester","30-39","North West (England)","670","660","29520","27570"
"New entrant CS","2021","Greater Manchester","40-49","North West (England)","460","450","32030","27570"
"New entrant CS","2021","Greater Manchester","50-59","North West (England)","300","290","29880","27570"
"New entrant CS","2021","Greater Manchester","60-64","North West (England)","40","40","[c]","[c]"
"New entrant CS","2021","Greater Manchester","65+","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","16-19","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","20-29","South East (England)","590","580","25150","24880"
"New entrant CS","2021","Hampshire and Isle of Wight","30-39","South East (England)","450","430","30350","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","40-49","South East (England)","350","340","31690","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","50-59","South East (England)","380","360","30190","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","60-64","South East (England)","60","60","26330","22680"
"New entrant CS","2021","Hampshire and Isle of Wight","65+","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","20-29","West Midlands (England)","150","150","23000","22850"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","30-39","West Midlands (England)","100","90","25890","25380"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","40-49","West Midlands (England)","70","60","28280","27570"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","50-59","West Midlands (England)","60","60","29250","27570"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","16-19","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","20-29","Scotland","50","50","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","30-39","Scotland","50","50","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","40-49","Scotland","50","50","27960","26140"
"New entrant CS","2021","Highlands and Islands","50-59","Scotland","50","50","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","60-64","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","16-19","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","20-29","London","1470","1450","30350","31060"
"New entrant CS","2021","Inner London - East","30-39","London","860","830","37780","31060"
"New entrant CS","2021","Inner London - East","40-49","London","540","510","40290","32330"
"New entrant CS","2021","Inner London - East","50-59","London","340","320","42170","36200"
"New entrant CS","2021","Inner London - East","60-64","London","70","50","44320","36330"
"New entrant CS","2021","Inner London - East","65+","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","16-19","London","70","70","25070","24300"
"New entrant CS","2021","Inner London - West","20-29","London","4910","4890","31990","31060"
"New entrant CS","2021","Inner London - West","30-39","London","1750","1730","43140","39800"
"New entrant CS","2021","Inner London - West","40-49","London","920","890","49950","43260"
"New entrant CS","2021","Inner London - West","50-59","London","580","570","49050","42270"
"New entrant CS","2021","Inner London - West","60-64","London","80","70","51930","46140"
"New entrant CS","2021","Inner London - West","65+","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","16-19","South East (England)","40","40","[c]","[c]"
"New entrant CS","2021","Kent","20-29","South East (England)","400","390","25070","24880"
"New entrant CS","2021","Kent","30-39","South East (England)","260","250","27390","27850"
"New entrant CS","2021","Kent","40-49","South East (England)","190","190","28170","29290"
"New entrant CS","2021","Kent","50-59","South East (England)","210","200","28570","29290"
"New entrant CS","2021","Kent","60-64","South East (England)","50","50","26860","29290"
"New entrant CS","2021","Kent","65+","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","16-19","North West (England)","30","30","[c]","[c]"
"New entrant CS","2021","Lancashire","20-29","North West (England)","490","480","22680","21010"
"New entrant CS","2021","Lancashire","30-39","North West (England)","280","270","24270","21010"
"New entrant CS","2021","Lancashire","40-49","North West (England)","210","200","24410","21010"
"New entrant CS","2021","Lancashire","50-59","North West (England)","210","210","24630","21010"
"New entrant CS","2021","Lancashire","60-64","North West (England)","70","70","22170","21010"
"New entrant CS","2021","Lancashire","65+","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","20-29","East Midlands (England)","350","350","23170","22850"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","30-39","East Midlands (England)","220","210","25590","24160"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","40-49","East Midlands (England)","140","130","26190","27570"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","50-59","East Midlands (England)","130","120","25540","27570"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","20-29","East Midlands (England)","90","90","24130","22920"
"New entrant CS","2021","Lincolnshire","30-39","East Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2021","Lincolnshire","40-49","East Midlands (England)","60","50","31870","27570"
"New entrant CS","2021","Lincolnshire","50-59","East Midlands (England)","90","80","27480","27570"
"New entrant CS","2021","Lincolnshire","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","16-19","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","20-29","North West (England)","510","500","23390","21430"
"New entrant CS","2021","Merseyside","30-39","North West (England)","310","300","26720","24880"
"New entrant CS","2021","Merseyside","40-49","North West (England)","220","210","30670","27570"
"New entrant CS","2021","Merseyside","50-59","North West (England)","160","160","27790","22850"
"New entrant CS","2021","Merseyside","60-64","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","65+","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","16-19","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","20-29","Scotland","50","50","24900","25440"
"New entrant CS","2021","North Eastern Scotland","30-39","Scotland","70","60","28720","27570"
"New entrant CS","2021","North Eastern Scotland","40-49","Scotland","30","30","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","50-59","Scotland","40","40","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","60-64","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","20-29","Yorkshire and The Humber","190","190","24460","23930"
"New entrant CS","2021","North Yorkshire","30-39","Yorkshire and The Humber","110","110","31110","27570"
"New entrant CS","2021","North Yorkshire","40-49","Yorkshire and The Humber","110","110","34830","27570"
"New entrant CS","2021","North Yorkshire","50-59","Yorkshire and The Humber","120","110","31280","27570"
"New entrant CS","2021","North Yorkshire","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","16-19","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","20-29","Northern Ireland","130","120","22090","20140"
"New entrant CS","2021","Northern Ireland","30-39","Northern Ireland","110","110","25680","20140"
"New entrant CS","2021","Northern Ireland","40-49","Northern Ireland","60","60","23960","20610"
"New entrant CS","2021","Northern Ireland","50-59","Northern Ireland","50","40","[c]","[c]"
"New entrant CS","2021","Northern Ireland","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","16-19","North East (England)","70","70","21030","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","20-29","North East (England)","1060","1050","23450","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","North East (England)","600","580","25860","24240"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","North East (England)","430","420","26910","23920"
"New entrant CS","2021","Northumberland and Tyne and Wear","50-59","North East (England)","330","320","25360","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","60-64","North East (England)","60","60","26290","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","65+","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","16-19","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","20-29","London","460","450","28750","31060"
"New entrant CS","2021","Outer London - East and North East","30-39","London","220","220","29510","31060"
"New entrant CS","2021","Outer London - East and North East","40-49","London","140","140","29650","31060"
"New entrant CS","2021","Outer London - East and North East","50-59","London","90","90","29010","31060"
"New entrant CS","2021","Outer London - East and North East","60-64","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","65+","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","16-19","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","20-29","London","450","450","29410","28650"
"New entrant CS","2021","Outer London - South","30-39","London","260","250","34840","31060"
"New entrant CS","2021","Outer London - South","40-49","London","170","160","37780","31060"
"New entrant CS","2021","Outer London - South","50-59","London","160","160","36290","31060"
"New entrant CS","2021","Outer London - South","60-64","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","65+","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","16-19","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","20-29","London","620","610","28940","31060"
"New entrant CS","2021","Outer London - West and North West","30-39","London","380","370","31220","31060"
"New entrant CS","2021","Outer London - West and North West","40-49","London","230","230","31480","31060"
"New entrant CS","2021","Outer London - West and North West","50-59","London","170","170","31420","31060"
"New entrant CS","2021","Outer London - West and North West","60-64","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","65+","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","20-29","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","30-39","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","40-49","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","50-59","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","60-64","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","20-29","West Midlands (England)","390","380","23430","22850"
"New entrant CS","2021","Shropshire and Staffordshire","30-39","West Midlands (England)","240","230","25920","24620"
"New entrant CS","2021","Shropshire and Staffordshire","40-49","West Midlands (England)","190","180","28120","27570"
"New entrant CS","2021","Shropshire and Staffordshire","50-59","West Midlands (England)","180","170","27560","27570"
"New entrant CS","2021","Shropshire and Staffordshire","60-64","West Midlands (England)","40","30","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","20-29","Yorkshire and The Humber","430","430","24480","22850"
"New entrant CS","2021","South Yorkshire","30-39","Yorkshire and The Humber","250","240","29040","27570"
"New entrant CS","2021","South Yorkshire","40-49","Yorkshire and The Humber","160","150","31680","27570"
"New entrant CS","2021","South Yorkshire","50-59","Yorkshire and The Humber","150","140","27570","22850"
"New entrant CS","2021","South Yorkshire","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","16-19","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","20-29","Scotland","160","160","22780","20140"
"New entrant CS","2021","Southern Scotland","30-39","Scotland","110","110","24130","21010"
"New entrant CS","2021","Southern Scotland","40-49","Scotland","90","90","24410","23230"
"New entrant CS","2021","Southern Scotland","50-59","Scotland","80","80","25060","21010"
"New entrant CS","2021","Southern Scotland","60-64","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","65+","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","16-19","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","20-29","South East (England)","470","470","25520","25850"
"New entrant CS","2021","Surrey, East and West Sussex","30-39","South East (England)","290","270","27610","27570"
"New entrant CS","2021","Surrey, East and West Sussex","40-49","South East (England)","240","220","28150","27570"
"New entrant CS","2021","Surrey, East and West Sussex","50-59","South East (England)","270","260","28160","27570"
"New entrant CS","2021","Surrey, East and West Sussex","60-64","South East (England)","50","50","26300","27570"
"New entrant CS","2021","Surrey, East and West Sussex","65+","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","16-19","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","20-29","North East (England)","290","280","22320","21010"
"New entrant CS","2021","Tees Valley and Durham","30-39","North East (England)","180","180","24440","22350"
"New entrant CS","2021","Tees Valley and Durham","40-49","North East (England)","110","100","25300","22350"
"New entrant CS","2021","Tees Valley and Durham","50-59","North East (England)","90","90","24210","21010"
"New entrant CS","2021","Tees Valley and Durham","60-64","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","65+","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Unknown","340","340","28020","27570"
"New entrant CS","2021","Unknown","30-39","Unknown","190","180","33450","27570"
"New entrant CS","2021","Unknown","40-49","Unknown","150","150","37330","27780"
"New entrant CS","2021","Unknown","50-59","Unknown","150","150","39340","27570"
"New entrant CS","2021","Unknown","60-64","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","16-19","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","20-29","Scotland","560","550","23990","21290"
"New entrant CS","2021","West Central Scotland","30-39","Scotland","410","400","28440","25980"
"New entrant CS","2021","West Central Scotland","40-49","Scotland","280","270","30040","26160"
"New entrant CS","2021","West Central Scotland","50-59","Scotland","220","220","29630","26160"
"New entrant CS","2021","West Central Scotland","60-64","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","65+","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","20-29","West Midlands (England)","790","780","24460","22920"
"New entrant CS","2021","West Midlands","30-39","West Midlands (England)","520","510","29940","27570"
"New entrant CS","2021","West Midlands","40-49","West Midlands (England)","390","370","33230","27570"
"New entrant CS","2021","West Midlands","50-59","West Midlands (England)","240","230","33470","27570"
"New entrant CS","2021","West Midlands","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","16-19","Wales","50","40","19910","18060"
"New entrant CS","2021","West Wales and The Valleys","20-29","Wales","410","390","22200","21430"
"New entrant CS","2021","West Wales and The Valleys","30-39","Wales","240","230","25170","22350"
"New entrant CS","2021","West Wales and The Valleys","40-49","Wales","150","150","26940","24240"
"New entrant CS","2021","West Wales and The Valleys","50-59","Wales","130","120","26540","22350"
"New entrant CS","2021","West Wales and The Valleys","60-64","Wales","30","30","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","65+","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","16-19","Yorkshire and The Humber","50","50","20950","20140"
"New entrant CS","2021","West Yorkshire","20-29","Yorkshire and The Humber","1120","1110","24920","23440"
"New entrant CS","2021","West Yorkshire","30-39","Yorkshire and The Humber","550","530","28890","27570"
"New entrant CS","2021","West Yorkshire","40-49","Yorkshire and The Humber","420","400","32330","27570"
"New entrant CS","2021","West Yorkshire","50-59","Yorkshire and The Humber","280","270","32930","27570"
"New entrant CS","2021","West Yorkshire","60-64","Yorkshire and The Humber","50","40","[c]","[c]"
"New entrant CS","2021","West Yorkshire","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","16-19","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","20-29","East of England","260","250","26550","27570"
"New entrant CS","2022","Bedfordshire and Hertfordshire","30-39","East of England","150","140","28630","28140"
"New entrant CS","2022","Bedfordshire and Hertfordshire","40-49","East of England","130","120","31930","28200"
"New entrant CS","2022","Bedfordshire and Hertfordshire","50-59","East of England","170","160","30610","29290"
"New entrant CS","2022","Bedfordshire and Hertfordshire","60-64","East of England","30","30","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","65+","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","16-19","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","20-29","South East (England)","470","470","26110","25540"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","30-39","South East (England)","330","320","29990","28140"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","40-49","South East (England)","220","210","32410","28280"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","50-59","South East (England)","210","200","31690","27570"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","60-64","South East (England)","40","40","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","65+","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","16-19","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire","20-29","North West (England)","200","200","24490","23140"
"New entrant CS","2022","Cheshire","30-39","North West (England)","160","150","29220","24900"
"New entrant CS","2022","Cheshire","40-49","North West (England)","80","80","31620","28200"
"New entrant CS","2022","Cheshire","50-59","North West (England)","110","100","30470","28200"
"New entrant CS","2022","Cheshire","60-64","North West (England)","30","30","[c]","[c]"
"New entrant CS","2022","Cheshire","65+","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","16-19","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","20-29","South West (England)","60","60","22980","21260"
"New entrant CS","2022","Cornwall and Isles of Scilly","30-39","South West (England)","60","50","25490","23020"
"New entrant CS","2022","Cornwall and Isles of Scilly","40-49","South West (England)","50","50","26810","24800"
"New entrant CS","2022","Cornwall and Isles of Scilly","50-59","South West (England)","60","60","27770","23170"
"New entrant CS","2022","Cornwall and Isles of Scilly","60-64","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","65+","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","16-19","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","20-29","North West (England)","90","80","23280","21300"
"New entrant CS","2022","Cumbria","30-39","North West (England)","90","80","25020","21300"
"New entrant CS","2022","Cumbria","40-49","North West (England)","80","70","28220","23750"
"New entrant CS","2022","Cumbria","50-59","North West (England)","70","60","29460","27140"
"New entrant CS","2022","Cumbria","60-64","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","65+","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","20-29","East Midlands (England)","800","790","25080","23390"
"New entrant CS","2022","Derbyshire and Nottinghamshire","30-39","East Midlands (England)","530","500","27750","26590"
"New entrant CS","2022","Derbyshire and Nottinghamshire","40-49","East Midlands (England)","410","390","29360","26590"
"New entrant CS","2022","Derbyshire and Nottinghamshire","50-59","East Midlands (England)","290","270","28600","26590"
"New entrant CS","2022","Derbyshire and Nottinghamshire","60-64","East Midlands (England)","60","50","28650","27570"
"New entrant CS","2022","Derbyshire and Nottinghamshire","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","16-19","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","20-29","South West (England)","360","360","23160","22350"
"New entrant CS","2022","Devon","30-39","South West (England)","230","220","27460","23540"
"New entrant CS","2022","Devon","40-49","South West (England)","170","160","31860","27130"
"New entrant CS","2022","Devon","50-59","South West (England)","190","180","30850","27570"
"New entrant CS","2022","Devon","60-64","South West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Devon","65+","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","16-19","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","20-29","South West (England)","230","220","23750","22560"
"New entrant CS","2022","Dorset and Somerset","30-39","South West (England)","140","130","26890","24450"
"New entrant CS","2022","Dorset and Somerset","40-49","South West (England)","140","140","27780","26100"
"New entrant CS","2022","Dorset and Somerset","50-59","South West (England)","150","140","31240","26740"
"New entrant CS","2022","Dorset and Somerset","60-64","South West (England)","40","30","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","65+","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","16-19","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","20-29","East of England","610","610","24360","23170"
"New entrant CS","2022","East Anglia","30-39","East of England","420","400","27220","25010"
"New entrant CS","2022","East Anglia","40-49","East of England","330","310","29780","26350"
"New entrant CS","2022","East Anglia","50-59","East of England","280","260","28740","26140"
"New entrant CS","2022","East Anglia","60-64","East of England","80","70","26820","23390"
"New entrant CS","2022","East Anglia","65+","East of England","[c]","[c]","[c]","[c]"
