"Status","Year","Function_of_post","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Digital, Data and Technology","80","70","45510","40380"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Declared non-disabled","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Digital, Data and Technology","60","60","45190","43780"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Finance","110","100","46260","45200"
"Leaver Dept.","2021","Finance","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Finance","40","40","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","Operational Delivery","50","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Human Resources","160","160","37790","33300"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Unknown","120","120","37260","32000"
"Leaver Dept.","2021","Human Resources","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Human Resources","70","70","42270","37240"
"Leaver Dept.","2021","Human Resources","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Legal","80","80","55940","53640"
"Leaver Dept.","2021","Legal","Declared non-disabled","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Operational Delivery","100","100","25110","22570"
"Leaver Dept.","2021","No function","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Policy","90","80","42270","36750"
"Leaver Dept.","2021","No function","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Unknown","90","90","39680","32320"
"Leaver Dept.","2021","No function","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","International Trade","50","50","48410","50700"
"Leaver Dept.","2021","No function","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Operational Delivery","770","740","28900","22680"
"Leaver Dept.","2021","No function","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Other","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Policy","600","580","44790","39600"
"Leaver Dept.","2021","No function","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Unknown","470","470","42720","34240"
"Leaver Dept.","2021","No function","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Operational Delivery","80","80","25760","21380"
"Leaver Dept.","2021","No function","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Policy","60","60","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","International Trade","70","70","43530","38540"
"Leaver Dept.","2021","No function","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Operational Delivery","350","330","28820","23300"
"Leaver Dept.","2021","No function","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Policy","540","530","41830","36900"
"Leaver Dept.","2021","No function","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Unknown","450","450","35010","32000"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Other","50","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Project Delivery","180","170","41820","38930"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Project Delivery","60","60","41840","37260"
"Leaver Dept.","2021","Project Delivery","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Policy","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Unknown","300","270","31920","27570"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Intelligence Analysis","30","30","[c]","[c]"
