"Status","Year","Ethnicity","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","Social Research","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Social Research","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Veterinarian","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","20-29","100","100","24030","21840"
"Leaver CS","2022","Undeclared","Operational Delivery","30-39","110","100","30870","27570"
"Leaver CS","2022","Undeclared","Operational Delivery","40-49","100","80","30870","26130"
"Leaver CS","2022","Undeclared","Operational Delivery","50-59","180","160","34410","28400"
"Leaver CS","2022","Undeclared","Operational Delivery","60-64","150","120","28230","26900"
"Leaver CS","2022","Undeclared","Operational Delivery","65+","120","80","25610","25630"
"Leaver CS","2022","Undeclared","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectors","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","30-39","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","40-49","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","50-59","70","60","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","60-64","80","60","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","65+","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinarian","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","20-29","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","20-29","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","20-29","100","80","33070","32970"
"Leaver CS","2022","Unknown","Digital, Data and Technology","30-39","90","80","42850","39630"
"Leaver CS","2022","Unknown","Digital, Data and Technology","40-49","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","20-29","50","30","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","20-29","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Medicine","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","16-19","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","20-29","1560","1510","24030","21680"
"Leaver CS","2022","Unknown","Operational Delivery","30-39","890","830","28160","25120"
"Leaver CS","2022","Unknown","Operational Delivery","40-49","530","490","31100","26130"
"Leaver CS","2022","Unknown","Operational Delivery","50-59","550","510","31700","26130"
"Leaver CS","2022","Unknown","Operational Delivery","60-64","280","230","29810","26660"
"Leaver CS","2022","Unknown","Operational Delivery","65+","200","150","28910","23780"
"Leaver CS","2022","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","20-29","180","180","25020","22460"
"Leaver CS","2022","Unknown","Other","30-39","120","120","32210","30430"
"Leaver CS","2022","Unknown","Other","40-49","70","70","35520","32090"
"Leaver CS","2022","Unknown","Other","50-59","80","80","36560","33000"
"Leaver CS","2022","Unknown","Other","60-64","80","70","41000","37300"
"Leaver CS","2022","Unknown","Other","65+","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","20-29","190","130","31850","29010"
"Leaver CS","2022","Unknown","Policy","30-39","90","60","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","40-49","60","40","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","50-59","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","20-29","940","870","26760","27230"
"Leaver CS","2022","Unknown","Unknown","30-39","600","540","37380","28000"
"Leaver CS","2022","Unknown","Unknown","40-49","400","360","41720","29290"
"Leaver CS","2022","Unknown","Unknown","50-59","440","390","46200","30040"
"Leaver CS","2022","Unknown","Unknown","60-64","260","200","45330","39660"
"Leaver CS","2022","Unknown","Unknown","65+","160","110","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","50-59","[c]","[c]","[c]","[c]"
