"Status","Year","Region_ITL1","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","East of England","LGBO","Declared non-disabled","80","70","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Declared non-disabled","110","90","30040","27570"
"Leaver CS","2022","East of England","Undeclared","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","East of England","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Declared non-disabled","160","140","30350","27570"
"Leaver CS","2022","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Unknown","390","360","33160","27570"
"Leaver CS","2022","London","Heterosexual / straight","Declared disabled","480","440","37830","31060"
"Leaver CS","2022","London","Heterosexual / straight","Declared non-disabled","4120","3850","41970","35050"
"Leaver CS","2022","London","Heterosexual / straight","Undeclared","150","140","38750","33610"
"Leaver CS","2022","London","Heterosexual / straight","Unknown","450","370","42530","35050"
"Leaver CS","2022","London","LGBO","Declared disabled","120","120","37530","31520"
"Leaver CS","2022","London","LGBO","Declared non-disabled","310","300","40450","34410"
"Leaver CS","2022","London","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","LGBO","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","London","Undeclared","Declared disabled","100","90","35300","31060"
"Leaver CS","2022","London","Undeclared","Declared non-disabled","420","380","40950","34260"
"Leaver CS","2022","London","Undeclared","Undeclared","160","150","44220","40410"
"Leaver CS","2022","London","Undeclared","Unknown","380","120","42780","40070"
"Leaver CS","2022","London","Unknown","Declared disabled","110","70","[c]","[c]"
"Leaver CS","2022","London","Unknown","Declared non-disabled","650","480","46320","37850"
"Leaver CS","2022","London","Unknown","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","London","Unknown","Unknown","2060","1950","40890","33570"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Declared disabled","160","130","27160","22110"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Declared non-disabled","920","800","27950","21840"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","North East (England)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","North East (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Declared non-disabled","70","60","27260","21840"
"Leaver CS","2022","North East (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Declared disabled","80","60","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Declared non-disabled","520","410","26660","22110"
"Leaver CS","2022","North East (England)","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Unknown","550","480","27730","22080"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Declared disabled","370","320","27120","24890"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Declared non-disabled","1880","1660","29230","25310"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Undeclared","90","70","23490","21260"
"Leaver CS","2022","North West (England)","Heterosexual / straight","Unknown","130","120","36490","34140"
"Leaver CS","2022","North West (England)","LGBO","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Declared non-disabled","120","120","28100","25260"
"Leaver CS","2022","North West (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Undeclared","Declared non-disabled","150","120","30080","27370"
"Leaver CS","2022","North West (England)","Undeclared","Undeclared","70","60","29350","25850"
"Leaver CS","2022","North West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Declared disabled","100","70","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Declared non-disabled","710","590","28780","26120"
"Leaver CS","2022","North West (England)","Unknown","Undeclared","90","70","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Unknown","820","760","28180","24880"
"Leaver CS","2022","Northern Ireland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Heterosexual / straight","Declared non-disabled","80","70","28110","24170"
"Leaver CS","2022","Northern Ireland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Overseas","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Heterosexual / straight","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","Overseas","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","Declared disabled","210","180","29910","27570"
"Leaver CS","2022","Scotland","Heterosexual / straight","Declared non-disabled","1090","990","32370","27570"
"Leaver CS","2022","Scotland","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Scotland","Heterosexual / straight","Unknown","180","170","36640","35000"
"Leaver CS","2022","Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Declared non-disabled","70","70","28500","26780"
"Leaver CS","2022","Scotland","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Declared non-disabled","110","90","30820","26780"
"Leaver CS","2022","Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Declared disabled","110","90","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Declared non-disabled","710","590","31260","27010"
"Leaver CS","2022","Scotland","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Unknown","1070","970","31620","27230"
"Leaver CS","2022","South East (England)","Heterosexual / straight","Declared disabled","320","280","28970","27570"
"Leaver CS","2022","South East (England)","Heterosexual / straight","Declared non-disabled","2220","2030","30970","27570"
"Leaver CS","2022","South East (England)","Heterosexual / straight","Undeclared","160","150","28400","26640"
"Leaver CS","2022","South East (England)","Heterosexual / straight","Unknown","190","160","29380","23050"
"Leaver CS","2022","South East (England)","LGBO","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","South East (England)","LGBO","Declared non-disabled","160","150","31550","27570"
"Leaver CS","2022","South East (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Declared non-disabled","210","180","31300","27570"
"Leaver CS","2022","South East (England)","Undeclared","Undeclared","90","80","32020","27570"
"Leaver CS","2022","South East (England)","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Declared non-disabled","280","230","33840","29230"
"Leaver CS","2022","South East (England)","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Unknown","700","640","28180","24880"
"Leaver CS","2022","South West (England)","Heterosexual / straight","Declared disabled","310","270","31320","27570"
"Leaver CS","2022","South West (England)","Heterosexual / straight","Declared non-disabled","2090","1930","32980","28560"
"Leaver CS","2022","South West (England)","Heterosexual / straight","Undeclared","80","70","30280","27240"
"Leaver CS","2022","South West (England)","Heterosexual / straight","Unknown","150","140","35300","33100"
"Leaver CS","2022","South West (England)","LGBO","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","South West (England)","LGBO","Declared non-disabled","110","100","28920","27570"
"Leaver CS","2022","South West (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Undeclared","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","South West (England)","Undeclared","Declared non-disabled","230","200","32910","29210"
"Leaver CS","2022","South West (England)","Undeclared","Undeclared","100","90","35190","36180"
"Leaver CS","2022","South West (England)","Undeclared","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Declared non-disabled","270","230","32030","29230"
"Leaver CS","2022","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Unknown","560","530","29820","25630"
"Leaver CS","2022","Unknown","Heterosexual / straight","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Declared non-disabled","310","270","29150","21840"
"Leaver CS","2022","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Declared non-disabled","70","50","23550","21720"
"Leaver CS","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","610","550","35150","30780"
"Leaver CS","2022","Wales","Heterosexual / straight","Declared disabled","160","130","29220","26120"
"Leaver CS","2022","Wales","Heterosexual / straight","Declared non-disabled","930","830","32270","27570"
"Leaver CS","2022","Wales","Heterosexual / straight","Undeclared","70","60","29030","23880"
"Leaver CS","2022","Wales","Heterosexual / straight","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Wales","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","LGBO","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2022","Wales","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Undeclared","Declared non-disabled","80","70","33320","26780"
"Leaver CS","2022","Wales","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Unknown","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Wales","Unknown","Declared non-disabled","280","220","26420","21260"
"Leaver CS","2022","Wales","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Wales","Unknown","Unknown","420","390","27790","24030"
"Leaver CS","2022","West Midlands (England)","Heterosexual / straight","Declared disabled","200","170","27300","27570"
"Leaver CS","2022","West Midlands (England)","Heterosexual / straight","Declared non-disabled","1160","1060","31420","27570"
"Leaver CS","2022","West Midlands (England)","Heterosexual / straight","Undeclared","60","50","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Heterosexual / straight","Unknown","90","80","35680","30950"
"Leaver CS","2022","West Midlands (England)","LGBO","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","LGBO","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Undeclared","Declared non-disabled","110","90","30200","27570"
"Leaver CS","2022","West Midlands (England)","Undeclared","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Declared non-disabled","320","260","30180","26120"
"Leaver CS","2022","West Midlands (England)","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Unknown","530","500","30290","25000"
"Leaver CS","2022","Yorkshire and The Humber","Heterosexual / straight","Declared disabled","250","210","29090","27570"
"Leaver CS","2022","Yorkshire and The Humber","Heterosexual / straight","Declared non-disabled","1520","1360","30470","27570"
"Leaver CS","2022","Yorkshire and The Humber","Heterosexual / straight","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Heterosexual / straight","Unknown","110","80","34120","33300"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Declared non-disabled","100","100","28730","26520"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Declared disabled","30","20","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Declared non-disabled","140","120","30580","27570"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Undeclared","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Declared non-disabled","330","270","30660","27570"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Unknown","660","610","30470","26560"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Declared non-disabled","100","100","25600","21880"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Declared non-disabled","90","90","32560","29770"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Heterosexual / straight","Declared disabled","260","260","41940","36800"
"Leaver Dept.","2021","London","Heterosexual / straight","Declared non-disabled","2260","2190","44630","39250"
"Leaver Dept.","2021","London","Heterosexual / straight","Undeclared","90","90","41500","36120"
"Leaver Dept.","2021","London","Heterosexual / straight","Unknown","170","160","47000","40050"
"Leaver Dept.","2021","London","LGBO","Declared disabled","60","60","45260","40220"
"Leaver Dept.","2021","London","LGBO","Declared non-disabled","220","220","43000","37040"
"Leaver Dept.","2021","London","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Undeclared","Declared non-disabled","190","180","46420","41880"
"Leaver Dept.","2021","London","Undeclared","Undeclared","90","90","48080","49600"
"Leaver Dept.","2021","London","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Declared non-disabled","430","310","48090","45680"
"Leaver Dept.","2021","London","Unknown","Undeclared","90","80","42330","42460"
"Leaver Dept.","2021","London","Unknown","Unknown","1350","1140","42780","38540"
"Leaver Dept.","2021","North East (England)","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Heterosexual / straight","Declared non-disabled","220","200","27140","24860"
"Leaver Dept.","2021","North East (England)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","Declared non-disabled","140","130","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","Unknown","140","140","30890","29380"
"Leaver Dept.","2021","North West (England)","Heterosexual / straight","Declared disabled","60","60","31770","27570"
"Leaver Dept.","2021","North West (England)","Heterosexual / straight","Declared non-disabled","390","370","29450","27160"
"Leaver Dept.","2021","North West (England)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","LGBO","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","North West (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Declared non-disabled","220","210","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Unknown","Unknown","250","240","27430","24250"
"Leaver Dept.","2021","Northern Ireland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Heterosexual / straight","Declared non-disabled","190","180","30870","27570"
"Leaver Dept.","2021","Scotland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Declared non-disabled","150","150","28910","27570"
"Leaver Dept.","2021","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Unknown","Unknown","140","140","33750","32280"
"Leaver Dept.","2021","South East (England)","Heterosexual / straight","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Heterosexual / straight","Declared non-disabled","190","180","33180","29290"
"Leaver Dept.","2021","South East (England)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
