"Status","Year","Sex","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Female","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Infrastructure Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Infrastructure Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Infrastructure Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Records of Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Records of Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Records of Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Records of Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Records of Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Records of Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Savings and Investments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Savings and Investments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Savings and Investments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Savings and Investments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Savings and Investments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","National Savings and Investments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office for Budget Responsibility","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office for Standards in Education, Children's Services and Skills","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Female","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Gas and Electricity Markets","30-39","40","30","[c]","[c]"
"Leaver CS","2022","Female","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Public Guardian","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Public Guardian","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Public Guardian","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Public Guardian","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Public Guardian","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Public Guardian","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Scottish Charity Regulator","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Scottish Charity Regulator","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Scottish Charity Regulator","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Scottish Charity Regulator","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Office of the Secretary of State for Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectorate","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectorate","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectorate","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectorate","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectorate","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Planning Inspectorate","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Public Health England","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Public Health England","20-29","190","180","27080","25500"
"Leaver CS","2022","Female","Public Health England","30-39","270","240","38590","37450"
"Leaver CS","2022","Female","Public Health England","40-49","260","220","48310","45840"
"Leaver CS","2022","Female","Public Health England","50-59","310","270","49540","45840"
"Leaver CS","2022","Female","Public Health England","60-64","100","80","48610","41340"
"Leaver CS","2022","Female","Public Health England","65+","40","40","[c]","[c]"
"Leaver CS","2022","Female","Queen Elizabeth II Centre","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Queen Elizabeth II Centre","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Queen Elizabeth II Centre","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Queen Elizabeth II Centre","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Registers of Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Registers of Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Registers of Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Registers of Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Registers of Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Registers of Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Revenue Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Revenue Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Revenue Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Revenue Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Royal Fleet Auxiliary","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Royal Fleet Auxiliary","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Royal Fleet Auxiliary","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Royal Fleet Auxiliary","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Royal Fleet Auxiliary","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Royal Fleet Auxiliary","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Royal Fleet Auxiliary","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Rural Payments Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Rural Payments Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Rural Payments Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Rural Payments Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Rural Payments Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Rural Payments Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Rural Payments Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Courts and Tribunals Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Courts and Tribunals Service","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Female","Scottish Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Courts and Tribunals Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Forestry","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Forestry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Forestry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Forestry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Forestry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Forestry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Government (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Government (excl. agencies)","20-29","60","50","30360","27940"
"Leaver CS","2022","Female","Scottish Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Government (excl. agencies)","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Female","Scottish Government (excl. agencies)","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Female","Scottish Government (excl. agencies)","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Female","Scottish Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Housing Regulator","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Housing Regulator","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Housing Regulator","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Prison Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Prison Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Prison Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Prison Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Prison Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Prison Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Public Pensions Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Public Pensions Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Public Pensions Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Public Pensions Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Public Pensions Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Scottish Public Pensions Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Serious Fraud Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Serious Fraud Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Serious Fraud Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Serious Fraud Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Serious Fraud Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Serious Fraud Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Serious Fraud Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Security Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Security Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Security Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Security Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Security Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Social Security Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Standards and Testing Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Standards and Testing Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Student Awards Agency for Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Student Awards Agency for Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Student Awards Agency for Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Student Awards Agency for Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Student Awards Agency for Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Student Awards Agency for Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Student Awards Agency for Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Submarine Delivery Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Submarine Delivery Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Submarine Delivery Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Submarine Delivery Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Submarine Delivery Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Submarine Delivery Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Teaching Regulation Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Teaching Regulation Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","The Insolvency Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","The Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","The Insolvency Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","The Insolvency Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","The Insolvency Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","The Insolvency Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","The Insolvency Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","The National Archives","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","The National Archives","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","The National Archives","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","The National Archives","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Transport Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Transport Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Transport Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Transport Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Transport Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Transport Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Debt Management Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Debt Management Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Debt Management Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Debt Management Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Health Security Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Health Security Agency","20-29","150","140","29550","27270"
"Leaver CS","2022","Female","UK Health Security Agency","30-39","120","110","38590","36330"
"Leaver CS","2022","Female","UK Health Security Agency","40-49","110","100","42020","38730"
"Leaver CS","2022","Female","UK Health Security Agency","50-59","90","80","45190","40070"
"Leaver CS","2022","Female","UK Health Security Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Health Security Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Hydrographic Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Hydrographic Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Hydrographic Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Hydrographic Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Hydrographic Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Hydrographic Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Space Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Space Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Space Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Space Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Space Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Space Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Statistics Authority","20-29","80","80","24360","22610"
"Leaver CS","2022","Female","UK Statistics Authority","30-39","50","50","32210","30150"
"Leaver CS","2022","Female","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Statistics Authority","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Female","UK Statistics Authority","60-64","30","20","[c]","[c]"
"Leaver CS","2022","Female","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Valuation Office Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Valuation Office Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Valuation Office Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Valuation Office Agency","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Female","Valuation Office Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Valuation Office Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Vehicle Certification Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Vehicle Certification Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Vehicle Certification Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Vehicle Certification Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Vehicle Certification Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Vehicle Certification Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinary Medicines Directorate","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinary Medicines Directorate","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinary Medicines Directorate","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinary Medicines Directorate","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinary Medicines Directorate","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Veterinary Medicines Directorate","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Welsh Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Welsh Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Welsh Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Welsh Government (excl. agencies)","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Female","Welsh Government (excl. agencies)","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Female","Welsh Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Welsh Revenue Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Welsh Revenue Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Welsh Revenue Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wilton Park","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wilton Park","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wilton Park","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Wilton Park","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Accountant in Bankruptcy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Accountant in Bankruptcy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Accountant in Bankruptcy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Advisory, Conciliation and Arbitration Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Advisory, Conciliation and Arbitration Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Advisory, Conciliation and Arbitration Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Advisory, Conciliation and Arbitration Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Advisory, Conciliation and Arbitration Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Advisory, Conciliation and Arbitration Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Animal and Plant Health Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Animal and Plant Health Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Animal and Plant Health Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Animal and Plant Health Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Animal and Plant Health Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Attorney General's Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Attorney General's Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cabinet Office (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cabinet Office (excl. agencies)","20-29","110","100","32760","29250"
"Leaver CS","2022","Male","Cabinet Office (excl. agencies)","30-39","110","110","51880","54700"
"Leaver CS","2022","Male","Cabinet Office (excl. agencies)","40-49","60","60","72260","70000"
"Leaver CS","2022","Male","Cabinet Office (excl. agencies)","50-59","70","70","66050","63000"
"Leaver CS","2022","Male","Cabinet Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Cabinet Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Centre for Environment, Fisheries and Aquaculture Science","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Centre for Environment, Fisheries and Aquaculture Science","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Centre for Environment, Fisheries and Aquaculture Science","40-49","[c]","[c]","[c]","[c]"
