"Status","Year","Organisation","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Scottish Prison Service","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","No function","Female","70","60","27450","25870"
"Leaver CS","2021","Scottish Prison Service","No function","Male","130","120","34500","33650"
"Leaver CS","2021","Scottish Prison Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Project Delivery","Male","30","30","[c]","[c]"
"Leaver CS","2021","The National Archives","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Analysis","Female","30","30","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Analysis","Male","40","30","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","No function","Female","80","60","24730","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","No function","Male","90","70","24310","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Property","Female","120","100","27560","24500"
"Leaver CS","2021","Valuation Office Agency","Property","Male","140","120","31210","26000"
"Leaver CS","2021","Vehicle Certification Agency","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Unknown","Female","70","60","40490","36500"
"Leaver CS","2021","Welsh Government (excl. agencies)","Unknown","Male","70","60","45470","37410"
"Leaver CS","2021","Welsh Revenue Authority","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","No function","Female","150","140","27730","24920"
"Leaver CS","2022","Animal and Plant Health Agency","No function","Male","110","100","32470","28650"
"Leaver CS","2022","Animal and Plant Health Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Commercial","Female","60","60","75530","66810"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Commercial","Male","90","90","78040","71750"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Communications","Female","40","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Digital, Data & Technology","Female","60","50","52550","54700"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Digital, Data & Technology","Male","80","70","51930","54700"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Human Resources","Female","40","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","No function","Female","100","100","39650","30170"
"Leaver CS","2022","Cabinet Office (excl. agencies)","No function","Male","90","90","43590","34550"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Security","Female","30","20","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Security","Male","40","40","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","No function","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","No function","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Commercial","Male","[c]","[c]","[c]","[c]"
