"Status","Year","Sex","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","Outer London - South","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - West and North West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - West and North West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - West and North West","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - West and North West","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - West and North West","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - West and North West","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - West and North West","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Surrey, East and West Sussex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Surrey, East and West Sussex","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Surrey, East and West Sussex","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Surrey, East and West Sussex","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Surrey, East and West Sussex","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tees Valley and Durham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tees Valley and Durham","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tees Valley and Durham","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tees Valley and Durham","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tees Valley and Durham","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Unknown","290","290","35130","32000"
"Leaver Dept.","2021","Male","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Central Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Central Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Central Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Central Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Central Scotland","Unknown","90","90","27420","27570"
"Leaver Dept.","2021","Male","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Operational Delivery","70","70","24260","22570"
"Leaver Dept.","2021","Male","West Midlands","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Midlands","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","West Yorkshire","Unknown","110","90","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Inner London - East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Inner London - East","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Inner London - East","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Inner London - East","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Inner London - East","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","120","100","35020","29290"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","100","90","43660","40180"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cumbria","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cumbria","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cumbria","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cumbria","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Operational Delivery","170","160","28810","25120"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Science and Engineering","50","50","37220","36330"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Operational Delivery","60","50","27660","23390"
"Leaver Dept.","2022","Female","Devon","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Devon","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Dorset and Somerset","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Anglia","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Anglia","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Anglia","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Anglia","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Anglia","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Anglia","International Trade","[c]","[c]","[c]","[c]"
