"Status","Year","Region_ITL3","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","No function","140","120","23420","25050"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Project Delivery","90","80","22700","22090"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","No function","40","40","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","No function","140","130","36510","36700"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Project Delivery","230","220","35770","35630"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Project Delivery","80","80","37100","34750"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","AA/AO","No function","80","70","[c]","[c]"
"Leaver CS","2022","Bedford","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","EO","No function","30","30","[c]","[c]"
"Leaver CS","2022","Bedford","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","AA/AO","Unknown","90","80","[c]","[c]"
"Leaver CS","2022","Belfast","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","EO","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Belfast","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","AA/AO","Security","70","70","30870","27680"
"Leaver CS","2022","Berkshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","EO","No function","60","60","28940","29290"
"Leaver CS","2022","Berkshire","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","Unknown","No function","30","30","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","AA/AO","No function","120","110","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","EO","No function","50","50","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bexley and Greenwich","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","AA/AO","No function","250","230","20610","20970"
"Leaver CS","2022","Birmingham","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","AA/AO","Unknown","140","120","[c]","[c]"
"Leaver CS","2022","Birmingham","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","EO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","EO","No function","150","130","26600","27570"
"Leaver CS","2022","Birmingham","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","EO","Unknown","80","80","[c]","[c]"
"Leaver CS","2022","Birmingham","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","G6/G7","No function","70","60","57670","54580"
"Leaver CS","2022","Birmingham","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SEO/HEO","No function","110","100","36070","35680"
"Leaver CS","2022","Birmingham","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Birmingham","SEO/HEO","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Birmingham","Unknown","No function","40","30","[c]","[c]"
"Leaver CS","2022","Blackburn with Darwen","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackburn with Darwen","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackburn with Darwen","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackburn with Darwen","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackburn with Darwen","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackburn with Darwen","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackburn with Darwen","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","AA/AO","No function","220","200","21070","21260"
"Leaver CS","2022","Blackpool","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","AA/AO","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Blackpool","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","EO","No function","60","50","27200","27570"
"Leaver CS","2022","Blackpool","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Blackpool","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bournemouth, Christchurch and Poole","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bournemouth, Christchurch and Poole","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bournemouth, Christchurch and Poole","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bournemouth, Christchurch and Poole","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bournemouth, Christchurch and Poole","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bournemouth, Christchurch and Poole","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bournemouth, Christchurch and Poole","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bournemouth, Christchurch and Poole","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bournemouth, Christchurch and Poole","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bradford","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bradford","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bradford","AA/AO","Unknown","120","100","[c]","[c]"
"Leaver CS","2022","Bradford","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bradford","EO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bradford","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bradford","EO","No function","30","30","[c]","[c]"
"Leaver CS","2022","Bradford","EO","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Bradford","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bradford","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bradford","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bradford","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bradford","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Breckland and South Norfolk","AA/AO","No function","80","70","[c]","[c]"
"Leaver CS","2022","Breckland and South Norfolk","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Breckland and South Norfolk","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Breckland and South Norfolk","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Breckland and South Norfolk","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Breckland and South Norfolk","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Breckland and South Norfolk","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Breckland and South Norfolk","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brent","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brent","EO","No function","50","50","[c]","[c]"
"Leaver CS","2022","Brent","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brent","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brent","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brent","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brent","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bridgend and Neath Port Talbot","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bridgend and Neath Port Talbot","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bridgend and Neath Port Talbot","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bridgend and Neath Port Talbot","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bridgend and Neath Port Talbot","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bridgend and Neath Port Talbot","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bridgend and Neath Port Talbot","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bridgend and Neath Port Talbot","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bridgend and Neath Port Talbot","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brighton and Hove","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brighton and Hove","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brighton and Hove","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brighton and Hove","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brighton and Hove","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brighton and Hove","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brighton and Hove","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brighton and Hove","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brighton and Hove","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Brighton and Hove","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","AA/AO","No function","140","140","20590","20970"
"Leaver CS","2022","Bristol, City of","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","AA/AO","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Bristol, City of","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","EO","No function","90","80","26470","27570"
"Leaver CS","2022","Bristol, City of","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bristol, City of","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
