"Status","Year","Organisation","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Defence Equipment and Support","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Female","150","140","45800","40220"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Male","150","140","48300","51360"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Male","50","40","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Female","70","70","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Heterosexual / straight","Female","90","90","44320","40510"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Heterosexual / straight","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Female","250","240","41640","36970"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Male","170","170","41430","36710"
"Leaver Dept.","2021","Department for International Development","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Heterosexual / straight","Female","60","60","45880","38540"
"Leaver Dept.","2021","Department for International Trade","Heterosexual / straight","Male","60","60","45120","38540"
"Leaver Dept.","2021","Department for International Trade","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Female","50","50","41100","37410"
"Leaver Dept.","2021","Department for International Trade","Unknown","Male","60","60","41290","38540"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Heterosexual / straight","Female","60","50","49560","43460"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Heterosexual / straight","Male","70","70","45260","37660"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","Unknown","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Female","520","490","29940","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Male","330","330","30870","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","LGBO","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","LGBO","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Undeclared","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Undeclared","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Unknown","Female","210","190","29810","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","Unknown","Male","140","140","29890","27570"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Unknown","Female","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Unknown","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Unknown","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","Unknown","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Female","100","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Male","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Heterosexual / straight","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Heterosexual / straight","Female","200","180","25560","21310"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Heterosexual / straight","Male","90","90","27260","22100"
"Leaver Dept.","2021","HM Courts and Tribunals Service","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Heterosexual / straight","Female","180","170","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Heterosexual / straight","Male","110","110","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Unknown","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Unknown","Female","870","830","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Unknown","Male","750","740","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Heterosexual / straight","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Heterosexual / straight","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Heterosexual / straight","Female","510","480","36470","30110"
"Leaver Dept.","2021","Home Office (incl. agencies)","Heterosexual / straight","Male","330","320","34070","28670"
"Leaver Dept.","2021","Home Office (incl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","LGBO","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Undeclared","Female","60","50","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Undeclared","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Unknown","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","Unknown","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","Female","160","160","36700","33300"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","Male","130","130","41910","38560"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
