"Status","Year","Sexual_orientation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Female","70","60","53260","55610"
"Leaver CS","2021","Unknown","Legal","Male","50","50","54390","55610"
"Leaver CS","2021","Unknown","Medicine","Female","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Female","1210","1090","25160","21590"
"Leaver CS","2021","Unknown","Operational Delivery","Male","1350","1240","29030","24250"
"Leaver CS","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Female","130","120","32310","26670"
"Leaver CS","2021","Unknown","Other","Male","290","290","33350","30440"
"Leaver CS","2021","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Female","150","140","38710","33170"
"Leaver CS","2021","Unknown","Policy","Male","150","150","43560","38840"
"Leaver CS","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Female","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Male","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Female","50","40","28380","24800"
"Leaver CS","2021","Unknown","Property","Male","80","70","29450","25500"
"Leaver CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Female","100","80","31800","29750"
"Leaver CS","2021","Unknown","Science and Engineering","Male","110","100","32140","29070"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Male","80","80","28070","24970"
"Leaver CS","2021","Unknown","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","4860","3830","28800","27570"
"Leaver CS","2021","Unknown","Unknown","Male","3260","2830","33220","27570"
"Leaver CS","2021","Unknown","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Commercial","Female","130","110","36710","34650"
"Leaver CS","2022","Heterosexual / straight","Commercial","Male","130","120","41560","37680"
"Leaver CS","2022","Heterosexual / straight","Communications","Female","130","110","39730","37320"
"Leaver CS","2022","Heterosexual / straight","Communications","Male","80","70","37090","36480"
"Leaver CS","2022","Heterosexual / straight","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Counter Fraud","Female","80","60","27710","27570"
"Leaver CS","2022","Heterosexual / straight","Counter Fraud","Male","70","60","29920","27570"
"Leaver CS","2022","Heterosexual / straight","Digital, Data and Technology","Female","240","210","38950","36060"
"Leaver CS","2022","Heterosexual / straight","Digital, Data and Technology","Male","560","540","43180","40000"
"Leaver CS","2022","Heterosexual / straight","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Economics","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Economics","Male","70","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Finance","Female","230","190","36220","33000"
"Leaver CS","2022","Heterosexual / straight","Finance","Male","210","200","42820","36730"
"Leaver CS","2022","Heterosexual / straight","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Human Resources","Female","310","270","37670","33300"
"Leaver CS","2022","Heterosexual / straight","Human Resources","Male","120","110","41090","35050"
"Leaver CS","2022","Heterosexual / straight","Inspector of Education and Training","Female","70","60","61370","51360"
"Leaver CS","2022","Heterosexual / straight","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Intelligence Analysis","Female","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Intelligence Analysis","Male","50","50","32270","29250"
"Leaver CS","2022","Heterosexual / straight","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Internal Audit","Male","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Knowledge and Information Management","Female","180","170","34170","29470"
"Leaver CS","2022","Heterosexual / straight","Knowledge and Information Management","Male","90","90","36560","35980"
"Leaver CS","2022","Heterosexual / straight","Legal","Female","200","180","53520","53970"
"Leaver CS","2022","Heterosexual / straight","Legal","Male","130","120","55960","55000"
"Leaver CS","2022","Heterosexual / straight","Medicine","Female","210","170","53020","39030"
"Leaver CS","2022","Heterosexual / straight","Medicine","Male","90","80","70000","72760"
"Leaver CS","2022","Heterosexual / straight","Operational Delivery","Female","7690","6650","28020","27130"
"Leaver CS","2022","Heterosexual / straight","Operational Delivery","Male","5850","5430","29000","27370"
"Leaver CS","2022","Heterosexual / straight","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other","Female","900","810","27420","22330"
"Leaver CS","2022","Heterosexual / straight","Other","Male","910","870","29120","25630"
"Leaver CS","2022","Heterosexual / straight","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Policy","Female","480","430","43800","38160"
"Leaver CS","2022","Heterosexual / straight","Policy","Male","450","410","50270","49860"
"Leaver CS","2022","Heterosexual / straight","Project Delivery","Female","230","210","40150","36640"
"Leaver CS","2022","Heterosexual / straight","Project Delivery","Male","310","300","42770","39750"
"Leaver CS","2022","Heterosexual / straight","Property","Female","110","90","33980","33080"
"Leaver CS","2022","Heterosexual / straight","Property","Male","170","160","36210","34140"
"Leaver CS","2022","Heterosexual / straight","Psychology","Female","60","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Science and Engineering","Female","430","380","39350","38200"
"Leaver CS","2022","Heterosexual / straight","Science and Engineering","Male","550","520","37030","33300"
"Leaver CS","2022","Heterosexual / straight","Security","Female","100","90","30450","26780"
"Leaver CS","2022","Heterosexual / straight","Security","Male","390","370","32530","28990"
"Leaver CS","2022","Heterosexual / straight","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","Male","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Female","940","840","36540","29800"
"Leaver CS","2022","Heterosexual / straight","Unknown","Male","790","730","40590","31990"
"Leaver CS","2022","Heterosexual / straight","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Female","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Male","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Female","630","590","26880","26470"
"Leaver CS","2022","LGBO","Operational Delivery","Male","480","460","27780","27570"
"Leaver CS","2022","LGBO","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Female","50","50","28430","25690"
"Leaver CS","2022","LGBO","Other","Male","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Female","60","50","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Male","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Science and Engineering","Male","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Female","80","70","31330","27570"
"Leaver CS","2022","LGBO","Unknown","Male","90","80","40270","34650"
"Leaver CS","2022","LGBO","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Female","50","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Male","120","100","40880","39050"
"Leaver CS","2022","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Female","60","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Male","60","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Female","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Female","990","780","28320","26120"
"Leaver CS","2022","Undeclared","Operational Delivery","Male","710","620","30410","27370"
"Leaver CS","2022","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Female","140","120","27120","22150"
"Leaver CS","2022","Undeclared","Other","Male","130","120","30020","26150"
"Leaver CS","2022","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Female","130","70","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Male","120","60","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Male","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Female","70","60","34780","33050"
"Leaver CS","2022","Undeclared","Science and Engineering","Male","100","90","39150","37300"
"Leaver CS","2022","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Male","70","70","34720","39070"
"Leaver CS","2022","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Female","150","90","34470","30720"
"Leaver CS","2022","Undeclared","Unknown","Male","100","70","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","Male","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Female","60","60","[c]","[c]"
"Leaver CS","2022","Unknown","Communications","Male","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Female","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Male","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Female","100","90","41190","36840"
"Leaver CS","2022","Unknown","Digital, Data and Technology","Male","250","250","41180","38000"
"Leaver CS","2022","Unknown","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Female","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Male","50","50","37620","34460"
"Leaver CS","2022","Unknown","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Female","50","50","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Male","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Female","70","60","35550","29370"
"Leaver CS","2022","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Female","60","50","60560","56800"
"Leaver CS","2022","Unknown","Legal","Male","50","50","57320","55610"
"Leaver CS","2022","Unknown","Medicine","Female","70","60","53420","39030"
"Leaver CS","2022","Unknown","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","Female","2830","2460","27190","23720"
"Leaver CS","2022","Unknown","Operational Delivery","Male","2390","2210","29320","25980"
"Leaver CS","2022","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","Female","250","220","29980","26790"
"Leaver CS","2022","Unknown","Other","Male","460","450","34840","30780"
"Leaver CS","2022","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","Female","180","170","42200","36190"
"Leaver CS","2022","Unknown","Policy","Male","130","130","44970","40250"
"Leaver CS","2022","Unknown","Project Delivery","Female","60","50","40060","37900"
"Leaver CS","2022","Unknown","Project Delivery","Male","70","70","40550","39000"
"Leaver CS","2022","Unknown","Property","Female","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Male","60","60","34290","30450"
"Leaver CS","2022","Unknown","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Female","70","60","37860","36580"
"Leaver CS","2022","Unknown","Science and Engineering","Male","180","170","36440","32520"
"Leaver CS","2022","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Male","100","100","29120","25610"
"Leaver CS","2022","Unknown","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","3600","2900","32960","27570"
"Leaver CS","2022","Unknown","Unknown","Male","2930","2560","38260","29250"
"Leaver CS","2022","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Female","60","60","38030","37390"
"Leaver Dept.","2021","Heterosexual / straight","Commercial","Male","60","60","36200","33390"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Female","70","60","42360","40550"
"Leaver Dept.","2021","Heterosexual / straight","Communications","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data and Technology","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data and Technology","Male","60","60","40970","33540"
"Leaver Dept.","2021","Heterosexual / straight","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Economics","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Economics","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Female","80","80","47040","48350"
"Leaver Dept.","2021","Heterosexual / straight","Finance","Male","70","70","47710","43300"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Female","150","140","39020","33600"
"Leaver Dept.","2021","Heterosexual / straight","Human Resources","Male","80","70","39940","36030"
"Leaver Dept.","2021","Heterosexual / straight","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","International Trade","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","International Trade","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicine","Female","[c]","[c]","[c]","[c]"
